ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,Partial_Cognacy,Borrowing,Morphemes,GroupedSounds
WitotoMinica-153_stickofwood-3,,WitotoMinica,153_stickofwood,aména,aména,a m e n a,None,Huber2021,1685,,,,a m e n a,3224,,,"['a', 'm', 'e', 'n', 'a']"
WitotoMinica-62_grass-1,,WitotoMinica,62_grass,ráitɯaɯ,ráitɯaɯ,ɾ a i t ɯ + aɯ,grass-PL,Huber2021,236,,,,ɾ a.i t ɯ + aɯ,1300 1490,,,"['ɾ', 'a.i', 't', 'ɯ', '+', 'aɯ']"
WitotoMinica-46_featherlargerfeathersratherthandown-1,,WitotoMinica,46_featherlargerfeathersratherthandown,óogodo,óogodo,oː g o + d o,None,Huber2021,3642,,,,oː g o + d o,971 2324,,,"['oː', 'g', 'o', '+', 'd', 'o']"
WitotoMinica-125_salt-1,,WitotoMinica,125_salt,ɯ́aiθaɯ,ɯ́aiθaɯ,ɯ a i θ a ɯ,None,Huber2021,1316,,,,ɯ a.i θ a.ɯ,2707,,,"['ɯ', 'a.i', 'θ', 'a.ɯ']"
WitotoMinica-109_one-1,,WitotoMinica,109_one,da,da,d a,None,Huber2021,525,,,,d a,1677,,,"['d', 'a']"
WitotoMinica-109_one-2,,WitotoMinica,109_one,dáa,dáa,d aː,None,Huber2021,525,,,,d aː,1677,,,"['d', 'aː']"
WitotoMinica-176_two-1,,WitotoMinica,176_two,ména,ména,m e n a,None,Huber2021,2917,,,,m e n a,4943,,,"['m', 'e', 'n', 'a']"
WitotoMinica-169_three-1,,WitotoMinica,169_three,daámani,daámani,d a + a + m a + n i,None,Huber2021,1907,,,,d a + a + m a + n i,3586 3602 518 519,,,"['d', 'a', '+', 'a', '+', 'm', 'a', '+', 'n', 'i']"
WitotoMinica-58_four-1,,WitotoMinica,58_four,naga ámade,naga ámade,n a g a + a + m a + d e,None,Huber2021,181,,,,n a g a + a + m a + d e,1238 1240 1463 1474,,,"['n', 'a', 'g', 'a', '+', 'a', '+', 'm', 'a', '+', 'd', 'e']"
WitotoMinica-58_four-2,,WitotoMinica,58_four,ɸɯ́goménariede,ɸɯ́goménariede,ɸ ɯ g o + m e n a + ɾ i e + d e,?-two-CLF:FEW-LK.3,Huber2021,184,,,,ɸ ɯ g o + m e n a + ɾ i e + d e,1241 1239 1476 1474,,,"['ɸ', 'ɯ', 'g', 'o', '+', 'm', 'e', 'n', 'a', '+', 'ɾ', 'i', 'e', '+', 'd', 'e']"
WitotoMinica-51_five-1,,WitotoMinica,51_five,hubekuiro,hubekuiro,h u + b e + k ui ɾ o,None,Huber2021,83,,,,h u + b e + k ui ɾ o,1105 1112 1457,,,"['h', 'u', '+', 'b', 'e', '+', 'k', 'ui', 'ɾ', 'o']"
WitotoMinica-78_i-1,,WitotoMinica,78_i,kúe,kúe,k u e,None,Huber2021,796,,,,k u e,2,,,"['k', 'u', 'e']"
WitotoMinica-168_thou-1,,WitotoMinica,168_thou,o,o,o,None,Huber2021,1892,,,,o,3559,,,['o']
WitotoMinica-67_he-1,,WitotoMinica,67_he,aɸémɯe,aɸémɯe,a ɸ e + m ɯe,DEM-CLF:PR.M,Huber2021,349,,,,a ɸ e + m ɯe,1438 1500,,,"['a', 'ɸ', 'e', '+', 'm', 'ɯe']"
WitotoMinica-182_we-1,,WitotoMinica,182_we,kaɯ,kaɯ,k a ɯ,None,Huber2021,714,,,,k a.ɯ,1904,,,"['k', 'a.ɯ']"
WitotoMinica-182_we-2,,WitotoMinica,182_we,kóko,kóko,k o k o,None,Huber2021,716,,,,k o k o,1905,,,"['k', 'o', 'k', 'o']"
WitotoMinica-182_we-3,,WitotoMinica,182_we,káɯŋaɯ,káɯŋaɯ,k a ɯ ŋ a ɯ,None,Huber2021,717,,,,k a.ɯ ŋ a.ɯ,1906,,,"['k', 'a.ɯ', 'ŋ', 'a.ɯ']"
WitotoMinica-198_ye-1,,WitotoMinica,198_ye,ómoɯ,ómoɯ,o m o ɯ,None,Huber2021,807,,,,o m o.ɯ,2014,,,"['o', 'm', 'o.ɯ']"
WitotoMinica-198_ye-2,,WitotoMinica,198_ye,ómɯkoɯ,ómɯkoɯ,o m ɯ k oɯ,None,Huber2021,3258,,,,o m ɯ k oɯ,5451,,,"['o', 'm', 'ɯ', 'k', 'oɯ']"
WitotoMinica-163_they-1,,WitotoMinica,163_they,aɸémakɯ,aɸémakɯ,a ɸ e + m a + k ɯ,None,Huber2021,2667,,,,a ɸ e + m a + k ɯ,458 3439 465,,,"['a', 'ɸ', 'e', '+', 'm', 'a', '+', 'k', 'ɯ']"
WitotoMinica-163_they-2,,WitotoMinica,163_they,íaiʤɯnoɯ,íaiʤɯnoɯ,i + ai + dʒ ɯ + n oɯ,None,Huber2021,2655,,,,i + ai + dʒ ɯ + n oɯ,456 459 466 457,,,"['i', '+', 'ai', '+', 'dʒ', 'ɯ', '+', 'n', 'oɯ']"
WitotoMinica-163_they-3,,WitotoMinica,163_they,íaɯŋuaɯ,íaɯŋuaɯ,i + aɯ + ŋ u + aɯ,None,Huber2021,2654,,,,i + aɯ + ŋ u + aɯ,456 459 3444 460,,,"['i', '+', 'aɯ', '+', 'ŋ', 'u', '+', 'aɯ']"
WitotoMinica-12_big-1,,WitotoMinica,12_big,áiʤue,áiʤue,ai dʒ u + e,None,Huber2021,1717,,,,ai dʒ u + e,328 1421,,,"['ai', 'dʒ', 'u', '+', 'e']"
WitotoMinica-140_small-1,,WitotoMinica,140_small,dúerede,dúerede,d u e + ɾ e + d e,None,Huber2021,1556,,,,d u e + ɾ e + d e,3057 338 339,,,"['d', 'u', 'e', '+', 'ɾ', 'e', '+', 'd', 'e']"
WitotoMinica-140_small-2,,WitotoMinica,140_small,híɯrede,híɯrede,h i ɯ + ɾ e + d e,None,Huber2021,1557,,,,h i.ɯ + ɾ e + d e,3058 338 339,,,"['h', 'i', 'ɯ', '+', 'ɾ', 'e', '+', 'd', 'e']"
WitotoMinica-61_good-1,,WitotoMinica,61_good,ɲúera,ɲúera,ɲ u e ɾ a,Very possible /-ra/ 'ATT'.,Huber2021,210,,,,ɲ u e ɾ a,1270,,,"['ɲ', 'u', 'e', 'ɾ', 'a']"
WitotoMinica-7_baddeleteriousorunsuitable-1,,WitotoMinica,7_baddeleteriousorunsuitable,ɸɯénìde,ɸɯénìde,ɸ ɯ e + n i + d e,None,Huber2021,805,,,,ɸ ɯ e + n i + d e,201 158 116,,,"['ɸ', 'ɯ', 'e', '+', 'n', 'i', '+', 'd', 'e']"
WitotoMinica-187_white-1,,WitotoMinica,187_white,úθerede,úθerede,u θ e + ɾ e + d e,None,Huber2021,3069,,,,u θ e + ɾ e + d e,5181 1927 1951,,,"['u', 'θ', 'e', '+', 'ɾ', 'e', '+', 'd', 'e']"
WitotoMinica-15_black-1,,WitotoMinica,15_black,hítɯrede,hítɯrede,h i t ɯ + ɾ e + d e,None,Huber2021,2263,,,,h i t ɯ ( - - ) + ɾ e + d e,405 1426 1427,,,"['h', 'i', 't', 'ɯ', '+', 'ɾ', 'e', '+', 'd', 'e']"
WitotoMinica-22_cloud-1,,WitotoMinica,22_cloud,úiʤɯe,úiʤɯe,ui dʒ ɯ + e,None,Huber2021,3179,,,,ui dʒ ɯ + e,534 2250,,,"['ui', 'dʒ', 'ɯ', '+', 'e']"
WitotoMinica-167_this-1,,WitotoMinica,167_this,bíe,bíe,b i + e,None,Huber2021,1875,,,,b i + e,3527 499,,,"['b', 'i', '+', 'e']"
WitotoMinica-161_that-1,,WitotoMinica,161_that,baie,baie,b a i + e,None,Huber2021,1789,,,,b a.i ( - - ) + e,3376 452,,,"['b', 'a.i', '+', 'e']"
WitotoMinica-188_who-1,,WitotoMinica,188_who,bu,bu,b u,None,Huber2021,3081,,,,b u,5206,,,"['b', 'u']"
WitotoMinica-184_what-1,,WitotoMinica,184_what,mɯnɯ́ka,mɯnɯ́ka,m ɯ n ɯ k a,?,Huber2021,3004,,,,m ɯ n ɯ k a,5090,,,"['m', 'ɯ', 'n', 'ɯ', 'k', 'a']"
WitotoMinica-107_not-1,,WitotoMinica,107_not,dáma íte,dáma íte,d a m a + i t e,None,Huber2021,1055,,,,d a m a + i t e,2310 2311,,,"['d', 'a', 'm', 'a', '+', 'i', 't', 'e']"
WitotoMinica-107_not-2,,WitotoMinica,107_not,ɲe,ɲe,ɲ e,None,Huber2021,1046,,,,( - - ) ɲ e,2302,,,"['ɲ', 'e']"
WitotoMinica-1_allofanumber-1,,WitotoMinica,1_allofanumber,nána,nána,n a n a,None,Huber2021,2952,,,,n a n a,50,,,"['n', 'a', 'n', 'a']"
WitotoMinica-95_many-1,,WitotoMinica,95_many,áiʤo,áiʤo,a i dʒ o,None,Huber2021,750,,,,a.i dʒ o,1945,,,"['a.i', 'dʒ', 'o']"
WitotoMinica-95_many-2,,WitotoMinica,95_many,áiʤoráa,áiʤoráa,a i dʒ o + ɾ aː,/ra/ neutral classifier,Huber2021,751,,,,a.i dʒ o + ɾ aː,1945 1582,,,"['a.i', 'dʒ', 'o', '+', 'ɾ', 'aː']"
WitotoMinica-92_long-1,,WitotoMinica,92_long,áre,áre,a ɾ e,None,Huber2021,685,,,,a ɾ e,1872,,,"['a', 'ɾ', 'e']"
WitotoMinica-8_bark-1,,WitotoMinica,8_bark,igóraɯ,igóraɯ,i + g o ɾ aɯ,None,Huber2021,3463,,,,i + g o ɾ aɯ,765 230,,,"['i', '+', 'g', 'o', 'ɾ', 'aɯ']"
WitotoMinica-96_meatflesh-1,,WitotoMinica,96_meatflesh,ʤɯ́kɯai,ʤɯ́kɯai,dʒ ɯ k ɯ + ai,fish-?,Huber2021,456,,,,dʒ ɯ k ɯ + ai,1588 1586,,,"['dʒ', 'ɯ', 'k', 'ɯ', '+', 'ai']"
WitotoMinica-96_meatflesh-2,,WitotoMinica,96_meatflesh,ɯeθɯ,ɯeθɯ,ɯ e + θ ɯ,?-CLF:OVAL.SMALL,Huber2021,457,,,,ɯ e + θ ɯ,1589 1587,,,"['ɯ', 'e', '+', 'θ', 'ɯ']"
WitotoMinica-39_egg-1,,WitotoMinica,39_egg,hɯ́gɯ,hɯ́gɯ,h ɯ + g ɯ,None,Huber2021,3503,,,,h ɯ + g ɯ,819 1453,,,"['h', 'ɯ', '+', 'g', 'ɯ']"
WitotoMinica-10_belly-4,,WitotoMinica,10_belly,hébe,hébe,h e b e,None,Huber2021,1342,,,,h e b e,274,,,"['h', 'e', 'b', 'e']"
WitotoMinica-10_belly-5,,WitotoMinica,10_belly,hébekɯ,hébekɯ,h e b e + k ɯ,None,Huber2021,1343,,,,h e b e + k ɯ,274 279,,,"['h', 'e', 'b', 'e', '+', 'k', 'ɯ']"
WitotoMinica-91_liver-1,,WitotoMinica,91_liver,bánoi,bánoi,b a n o i,None,Huber2021,658,,,,b a n o i,1837,,,"['b', 'a', 'n', 'o', 'i']"
WitotoMinica-32_todrink-1,,WitotoMinica,32_todrink,hiróde,hiróde,h i ɾ o + d e,None,Huber2021,2108,,,,h i ɾ o + d e,3848 2285,,,"['h', 'i', 'ɾ', 'o', '+', 'd', 'e']"
WitotoMinica-38_toeat-1,,WitotoMinica,38_toeat,rɯ́te,rɯ́te,ɾ ɯ + t e,'eat meat',Huber2021,595,,,,ɾ ɯ + t e,1767 3882,,,"['ɾ', 'ɯ', '+', 't', 'e']"
WitotoMinica-38_toeat-2,,WitotoMinica,38_toeat,rɯéde,rɯéde,ɾ ɯ e + d e,/rɨ-e/ EAT.MEAT-CLF:G?,Huber2021,601,,,,ɾ ɯ e + d e,1772 3882,,,"['ɾ', 'ɯ', 'e', '+', 'd', 'e']"
WitotoMinica-38_toeat-3,,WitotoMinica,38_toeat,ʧiʧóde,ʧiʧóde,tʃ i tʃ o + d e,None,Huber2021,599,,,,tʃ i tʃ o + d e,1770 3882,,,"['tʃ', 'i', 'tʃ', 'o', '+', 'd', 'e']"
WitotoMinica-38_toeat-4,,WitotoMinica,38_toeat,ʤibáde,ʤibáde,dʒ i b a + d e,None,Huber2021,600,,,,dʒ i b a + d e,1771 3882,,,"['dʒ', 'i', 'b', 'a', '+', 'd', 'e']"
WitotoMinica-38_toeat-5,,WitotoMinica,38_toeat,guíte,guíte,g u i + t e,'eat (anything)',Huber2021,596,,,,g u.i + t e,1768 3888,,,"['g', 'u.i', '+', 't', 'e']"
WitotoMinica-14_tobite-1,,WitotoMinica,14_tobite,aɯníde,aɯníde,a ɯ n i + d e,None,Huber2021,1939,,,,a.ɯ n i + d e,3625 1730,,,"['a.ɯ', 'n', 'i', '+', 'd', 'e']"
WitotoMinica-130_see-1,,WitotoMinica,130_see,eróide,eróide,e ɾ o i + d e,None,Huber2021,1406,,,,e ɾ o i + d e,2840 254,,,"['e', 'ɾ', 'o', 'i', '+', 'd', 'e']"
WitotoMinica-130_see-2,,WitotoMinica,130_see,kɯóde,kɯóde,k ɯ o + d e,None,Huber2021,1407,,,,k ɯ o + d e,2841 254,,,"['k', 'ɯ', 'o', '+', 'd', 'e']"
WitotoMinica-69_tohear-1,,WitotoMinica,69_tohear,kakáde,kakáde,k a k a + d e,None,Huber2021,2284,,,,( - ) k a k a + d e,4075 1823,,,"['k', 'a', 'k', 'a', '+', 'd', 'e']"
WitotoMinica-83_toknowfacts-1,,WitotoMinica,83_toknowfacts,onóde,onóde,o n o + d e,None,Huber2021,2371,,,,o n o + d e,4213 1844,,,"['o', 'n', 'o', '+', 'd', 'e']"
WitotoMinica-139_sleep-1,,WitotoMinica,139_sleep,ɯnɯ́de,ɯnɯ́de,ɯ n ɯ + d e,None,Huber2021,1536,,,,ɯ n ɯ + d e,3024 335,,,"['ɯ', 'n', 'ɯ', '+', 'd', 'e']"
WitotoMinica-28_todie-1,,WitotoMinica,28_todie,tɯíde,tɯíde,t ɯ i + d e,None,Huber2021,2063,,,,t ɯ i + d e,3794 1765,,,"['t', 'ɯ', 'i', '+', 'd', 'e']"
WitotoMinica-82_tokill-1,,WitotoMinica,82_tokill,méinete,méinete,m e i n e + t e,None,Huber2021,2360,,,,m e.i n e + t e,4189 1843,,,"['m', 'e.i', 'n', 'e', '+', 't', 'e']"
WitotoMinica-159_toswim-1,,WitotoMinica,159_toswim,ɯ́ɯde,ɯ́ɯde,ɯː + d e,None,Huber2021,2690,,,,ɯː + d e,4607 431,,,"['ɯː', '+', 'd', 'e']"
WitotoMinica-55_tofly-1,,WitotoMinica,55_tofly,ɸéede,ɸéede,ɸ eː + d e,None,Huber2021,2233,,,,ɸ eː + d e,4011 1821,,,"['ɸ', 'eː', '+', 'd', 'e']"
WitotoMinica-178_towalk-1,,WitotoMinica,178_towalk,makáde,makáde,m a k a + d e,None,Huber2021,2796,,,,m a k a + d e,4760 1879,,,"['m', 'a', 'k', 'a', '+', 'd', 'e']"
WitotoMinica-24_tocome-1,,WitotoMinica,24_tocome,bíte,bíte,b i + t e,None,Huber2021,2012,,,,b i + t e,3721 1760,,,"['b', 'i', '+', 't', 'e']"
WitotoMinica-60_togive-1,,WitotoMinica,60_togive,ɸekáde,ɸekáde,ɸ e k a + d e,None,Huber2021,2267,,,,ɸ e k a + d e,4053 1822,,,"['ɸ', 'e', 'k', 'a', '+', 'd', 'e']"
WitotoMinica-127_say-1,,WitotoMinica,127_say,dáɯde,dáɯde,d a ɯ + d e,None,Huber2021,1133,,,,d a.ɯ + d e,245 244,,,"['d', 'a.ɯ', '+', 'd', 'e']"
WitotoMinica-98_mountain-1,,WitotoMinica,98_mountain,kaiɸónedu,kaiɸónedu,k a i ɸ o + n e + d u,?-LOC-CLF:HILL,Huber2021,823,,,,k a i ɸ o + n e + d u,2031 1616 1593,,,"['k', 'a', 'i', 'ɸ', 'o', '+', 'n', 'e', '+', 'd', 'u']"
WitotoMinica-98_mountain-2,,WitotoMinica,98_mountain,iɸerɯ,iɸerɯ,i + ɸ e + ɾ ɯ,"/i/ anaphoric demonstrative, /-fe/ CLF:side, and  /-rɯ/ unproductive locative (formative)",Huber2021,481,,,,i + ɸ e + ɾ ɯ,1617 1618 1619,,,"['i', '+', 'ɸ', 'e', '+', 'ɾ', 'ɯ']"
WitotoMinica-116_red-1,,WitotoMinica,116_red,híaɯrede,híaɯrede,h i a ɯ + ɾ e + d e,None,Huber2021,1160,,,,h i a ɯ + ɾ e + d e,2482 1679 1680,,,"['h', 'i', 'a', 'ɯ', '+', 'ɾ', 'e', '+', 'd', 'e']"
WitotoMinica-63_green-1,,WitotoMinica,63_green,mókorede,mókorede,m o k o + ɾ e + d e,None,Huber2021,259,,,,m o k o ( - - ) + ɾ e + d e,1333 1322 1327,,,"['m', 'o', 'k', 'o', '+', 'ɾ', 'e', '+', 'd', 'e']"
WitotoMinica-200_yellow-1,,WitotoMinica,200_yellow,borárede,borárede,b o ɾ a + ɾ e + d e,None,Huber2021,3292,,,,b o ɾ a + ɾ e + d e,5501 2015 2016,,,"['b', 'o', 'ɾ', 'a', '+', 'ɾ', 'e', '+', 'd', 'e']"
WitotoMinica-104_new-1,,WitotoMinica,104_new,kómue,kómue,k o m u + e,None,Huber2021,981,,,,k o m u + e,2206 1659,,,"['k', 'o', 'm', 'u', '+', 'e']"
WitotoMinica-33_drysubstance-1,,WitotoMinica,33_drysubstance,θaɸérede,θaɸérede,θ a ɸ e + ɾ e + d e,None,Huber2021,3388,,,,θ a ɸ e + ɾ e + d e,666 1447 1448,,,"['θ', 'a', 'ɸ', 'e', '+', 'ɾ', 'e', '+', 'd', 'e']"
WitotoMinica-100_name-1,,WitotoMinica,100_name,mámekɯ,mámekɯ,m a m e + k ɯ,None,Huber2021,867,,,,m a m e + k ɯ,2089 1622,,,"['m', 'a', 'm', 'e', '+', 'k', 'ɯ']"
WitotoMinica-75_how-1,,WitotoMinica,75_how,nɯ́eθe,nɯ́eθe,n ɯ + e + θ e,None,Huber2021,478,,,,n ɯ + e + θ e,1611 1534 1535,,,"['n', 'ɯ', '+', 'e', '+', 'θ', 'e']"
WitotoMinica-75_how-2,,WitotoMinica,75_how,nédi,nédi,n e d i,None,Huber2021,470,,,,n e d i ( - - ),1602,,,"['n', 'e', 'd', 'i']"
WitotoMinica-185_when-1,,WitotoMinica,185_when,nɯrúido,nɯrúido,n ɯ + ɾ u i + d o,None,Huber2021,3022,,,,n ɯ + ɾ u.i + d o,5118 1912 1913,,,"['n', 'ɯ', '+', 'ɾ', 'u.i', '+', 'd', 'o']"
WitotoMinica-186_where-1,,WitotoMinica,186_where,nɯnó,nɯnó,n ɯ + n o,None,Huber2021,3041,,,,n ɯ + n o,5143 1915,,,"['n', 'ɯ', '+', 'n', 'o']"
WitotoMinica-186_where-2,,WitotoMinica,186_where,nɯné,nɯné,n ɯ + n e,None,Huber2021,3042,,,,n ɯ + n e,5143 1925,,,"['n', 'ɯ', '+', 'n', 'e']"
WitotoMinica-72_here-1,,WitotoMinica,72_here,bené,bené,b e + n e,None,Huber2021,446,,,,b e ( - - ) + n e,1570 2386,,,"['b', 'e', '+', 'n', 'e']"
WitotoMinica-72_here-2,,WitotoMinica,72_here,benó,benó,b e + n o,None,Huber2021,446,,,,b e ( - - ) + n o,1570 2386,,,"['b', 'e', '+', 'n', 'o']"
WitotoMinica-162_there-1,,WitotoMinica,162_there,batɯ́ne,batɯ́ne,b a + t ɯ + n e,None,Huber2021,1804,,,,b a + t ɯ + n e,3405 453 454,,,"['b', 'a', '+', 't', 'ɯ', '+', 'n', 'e']"
WitotoMinica-162_there-2,,WitotoMinica,162_there,hadɯ́,hadɯ́,h a + d ɯ,None,Huber2021,2641,,,,h a + d ɯ,455 453,,,"['h', 'a', '+', 'd', 'ɯ']"
WitotoMinica-110_other-1,,WitotoMinica,110_other,hɯáɯ,hɯáɯ,h ɯ a ɯ,None,Huber2021,1119,,,,h ɯ a ɯ,2419,,,"['h', 'ɯ', 'a', 'ɯ']"
WitotoMinica-110_other-2,,WitotoMinica,110_other,hɯáɯe,hɯáɯe,h ɯ a ɯ + e,None,Huber2021,1120,,,,h ɯ a ɯ + e,2419 1678,,,"['h', 'ɯ', 'a', 'ɯ', '+', 'e']"
WitotoMinica-47_few-1,,WitotoMinica,47_few,dúera,dúera,d u e + ɾ a,None,Huber2021,9,,,,d u e + ɾ a,1006 1007,,,"['d', 'u', 'e', '+', 'ɾ', 'a']"
WitotoMinica-56_fog-1,,WitotoMinica,56_fog,róʤi,róʤi,ɾ o dʒ i,None,Huber2021,125,,,,ɾ o dʒ i,1162,,,"['ɾ', 'o', 'dʒ', 'i']"
WitotoMinica-56_fog-2,,WitotoMinica,56_fog,róθi,róθi,ɾ o θ i,None,Huber2021,125,,,,ɾ o θ i,1162,,,"['ɾ', 'o', 'θ', 'i']"
WitotoMinica-56_fog-3,,WitotoMinica,56_fog,úiʤɯe,úiʤɯe,ui dʒ ɯ e,None,Huber2021,126,,,,ui dʒ ɯ e,1164,,,"['ui', 'dʒ', 'ɯ', 'e']"
WitotoMinica-53_toflow-1,,WitotoMinica,53_toflow,tóte,tóte,t o + t e,None,Huber2021,2213,,,,t o + t e,3992 1820,,,"['t', 'o', '+', 't', 'e']"
WitotoMinica-129_seaocean-1,,WitotoMinica,129_seaocean,monáiʤahi,monáiʤahi,m o n a i dʒ a + h i,?-CLF:WATERY,Huber2021,1370,,,,m o n a.i dʒ a + h i,2790 1707,,,"['m', 'o', 'n', 'a.i', 'dʒ', 'a', '+', 'h', 'i']"
WitotoMinica-183_wet-1,,WitotoMinica,183_wet,rɯáide,rɯáide,ɾ ɯ a i + d e,None,Huber2021,2985,,,,ɾ ɯ a.i + d e,5063 1910,,,"['ɾ', 'ɯ', 'a.i', '+', 'd', 'e']"
WitotoMinica-180_towash-1,,WitotoMinica,180_towash,hokóde,hokóde,h o k o + d e,None,Huber2021,2815,,,,h o k o + d e,4783 1882,,,"['h', 'o', 'k', 'o', '+', 'd', 'e']"
WitotoMinica-197_worm-1,,WitotoMinica,197_worm,ìgɯ́roɯ,ìgɯ́roɯ,i + g ɯ ɾ o + ɯ,None,Huber2021,803,,,,i + g ɯ ɾ o + ɯ,2006 2007 2008,,,"['i', '+', 'g', 'ɯ', 'ɾ', 'o', '+', 'ɯ']"
WitotoMinica-197_worm-2,,WitotoMinica,197_worm,aìgɯ́roɯ,aìgɯ́roɯ,a i + g ɯ ɾ o + ɯ,None,Huber2021,804,,,,a i + g ɯ ɾ o + ɯ,2009 2007 2008,,,"['a', 'i', '+', 'g', 'ɯ', 'ɾ', 'o', '+', 'ɯ']"
WitotoMinica-197_worm-3,,WitotoMinica,197_worm,áɯkɯ,áɯkɯ,a ɯ k ɯ,None,Huber2021,3235,,,,a ɯ k ɯ,5416,,,"['a', 'ɯ', 'k', 'ɯ']"
WitotoMinica-192_wing-1,,WitotoMinica,192_wing,iáiko,iáiko,i a i + k o,None,Huber2021,3165,,,,i a.i + k o,5320 1979,,,"['i', 'a.i', '+', 'k', 'o']"
WitotoMinica-194_withaccompanying-1,,WitotoMinica,194_withaccompanying,dɯ́ga,dɯ́ga,d ɯ g a,None,Huber2021,3177,,,,d ɯ g a,5337,,,"['d', 'ɯ', 'g', 'a']"
WitotoMinica-81_in-1,,WitotoMinica,81_in,mo,mo,m o,None,Huber2021,535,,,,m o,1688,,,"['m', 'o']"
WitotoMinica-81_in-2,,WitotoMinica,81_in,éro,éro,e ɾ o,None,Huber2021,539,,,,e ɾ o,1691,,,"['e', 'ɾ', 'o']"
WitotoMinica-81_in-3,,WitotoMinica,81_in,hóɸo,hóɸo,h o ɸ o,None,Huber2021,542,,,,h o ɸ o,1694,,,"['h', 'o', 'ɸ', 'o']"
WitotoMinica-5_at-1,,WitotoMinica,5_at,mo,mo,m o,None,Huber2021,268,,,,m o,135,,,"['m', 'o']"
WitotoMinica-80_if-1,,WitotoMinica,80_if,íadɯ,íadɯ,i a + d ɯ,COND1-?,Huber2021,520,,,,i a + d ɯ,1668 6,,,"['i', 'a', '+', 'd', 'ɯ']"
WitotoMinica-80_if-2,,WitotoMinica,80_if,níadɯ,níadɯ,n i a + d ɯ,COND2-?,Huber2021,418,,,,n i a + d ɯ,1536 6,,,"['n', 'i', 'a', '+', 'd', 'ɯ']"
WitotoMinica-21_childyoungpersonratherthanasrelationshipterm-1,,WitotoMinica,21_childyoungpersonratherthanasrelationshipterm,úrue,úrue,u ɾ u + e,None,Huber2021,3025,,,,u ɾ u + e,512 2249,,,"['u', 'ɾ', 'u', '+', 'e']"
WitotoMinica-26_tocut-1,,WitotoMinica,26_tocut,haitáde,haitáde,h a i + t a + d e,None,Huber2021,593,,,,h a.i + t a + d e,1762 1763 3759,,,"['h', 'a.i', '+', 't', 'a', '+', 'd', 'e']"
WitotoMinica-26_tocut-2,,WitotoMinica,26_tocut,kotáde,kotáde,k o + t a + d e,None,Huber2021,594,,,,k o + t a + d e,1764 1763 3759,,,"['k', 'o', '+', 't', 'a', '+', 'd', 'e']"
WitotoMinica-189_wide-1,,WitotoMinica,189_wide,áiʤue,áiʤue,a i dʒ u + e,None,Huber2021,3108,,,,a.i dʒ u + e,5243 1975,,,"['a.i', 'dʒ', 'u', '+', 'e']"
WitotoMinica-189_wide-2,,WitotoMinica,189_wide,íairorede,íairorede,i + a i ɾ o + ɾ e + d e,that-CLF:LONGISH.FLEX-ATTR-LIK.3,Huber2021,3111,,,,i + a.i ɾ o + ɾ e + d e,5246 1956 1973 1974,,,"['i', '+', 'a.i', 'ɾ', 'o', '+', 'ɾ', 'e', '+', 'd', 'e']"
WitotoMinica-101_narrow-1,,WitotoMinica,101_narrow,rɯʤírede,rɯʤírede,ɾ ɯ dʒ i + ɾ e + d e,None,Huber2021,901,,,,ɾ ɯ dʒ i + ɾ e + d e,2126 1623 1624,,,"['ɾ', 'ɯ', 'dʒ', 'i', '+', 'ɾ', 'e', '+', 'd', 'e']"
WitotoMinica-42_far-1,,WitotoMinica,42_far,are,are,a ɾ e,None,Huber2021,3568,,,,a ɾ e,890,,,"['a', 'ɾ', 'e']"
WitotoMinica-42_far-2,,WitotoMinica,42_far,hɯ́ka,hɯ́ka,h ɯ k a,None,Huber2021,3570,,,,h ɯ k a,893,,,"['h', 'ɯ', 'k', 'a']"
WitotoMinica-102_near-1,,WitotoMinica,102_near,áɯnori,áɯnori,a ɯ + n o + ɾ i,None,Huber2021,926,,,,a ɯ + n o + ɾ i,2151 1625 1639,,,"['a', 'ɯ', '+', 'n', 'o', '+', 'ɾ', 'i']"
WitotoMinica-102_near-2,,WitotoMinica,102_near,íanori,íanori,i a + n o + ɾ i,short-CLF:SP.PLACE-ATT,Huber2021,922,,,,i a + n o + ɾ i,2149 1625 1639,,,"['i', 'a', '+', 'n', 'o', '+', 'ɾ', 'i']"
WitotoMinica-164_thick-1,,WitotoMinica,164_thick,hédakɯede,hédakɯede,h e d a k ɯ + e + d e,None,Huber2021,1832,,,,h e d a k ɯ + e + d e,3475 492 491,,,"['h', 'e', 'd', 'a', 'k', 'ɯ', '+', 'e', '+', 'd', 'e']"
WitotoMinica-165_thin-1,,WitotoMinica,165_thin,ʤɯ́aɯde,ʤɯ́aɯde,dʒ ɯ a ɯ + d e,None,Huber2021,1861,,,,dʒ ɯ a.ɯ + d e,3508 1713,,,"['dʒ', 'ɯ', 'a.ɯ', '+', 'd', 'e']"
WitotoMinica-134_short-1,,WitotoMinica,134_short,íanori,íanori,i a + n o + ɾ i,None,Huber2021,1464,,,,i.a + n o + ɾ i,2922 290 288,,,"['i', 'a', '+', 'n', 'o', '+', 'ɾ', 'i']"
WitotoMinica-71_heavy-1,,WitotoMinica,71_heavy,mérede,mérede,m e + ɾ e + d e,None,Huber2021,431,,,,m e + ɾ e + d e,1550 1519 1532,,,"['m', 'e', '+', 'ɾ', 'e', '+', 'd', 'e']"
