ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,Partial_Cognacy,Borrowing,Morphemes,GroupedSounds
Canichana-4_ashes-1,,Canichana,4_ashes,ni-chu’ku ku’napʰ,ni-chu’ku ku’napʰ,n i + tʃ u k u + k u n a pʰ,ni = ABS,Crevels2012,40,,,,n i + tʃ u - k u + k u n a pʰ,104 99 105,,,"['n', 'i', '+', 'tʃ', 'u', 'k', 'u', '+', 'k', 'u', 'n', 'a', 'pʰ']"
Canichana-7_baddeleteriousorunsuitable-1,,Canichana,7_baddeleteriousorunsuitable,psemek,psemek,p s e m e k,"Because it's the ones the author compiles, here is the variant: itxmupse",Crevels2012,690,,,,p s e m e k,188,,,"['p', 's', 'e', 'm', 'e', 'k']"
Canichana-12_big-1,,Canichana,12_big,nihi-mara,nihi-mara,n i h i + m a ɾ a,None,Crevels2012,1605,,,,n i h i + m a ɾ a,312 313,,,"['n', 'i', 'h', 'i', '+', 'm', 'a', 'ɾ', 'a']"
Canichana-13_bird-1,,Canichana,13_bird,ni-melu,ni-melu,n i + m e l u,ni = ABS,Crevels2012,1863,,,,n i + m e l u,351 352,,,"['n', 'i', '+', 'm', 'e', 'l', 'u']"
Canichana-15_black-1,,Canichana,15_black,nim-kaara,nim-kaara,n i m + k a a ɾ a,None,Crevels2012,2113,,,,n i m + k a.a ɾ a,386 387,,,"['n', 'i', 'm', '+', 'k', 'a.a', 'ɾ', 'a']"
Canichana-16_blood-1,,Canichana,16_blood,eu-ghab,eu-ghab,e u + g h a b,eu = 1SG,Crevels2012,2421,,,,e u + g h a b,427 428,,,"['e', 'u', '+', 'g', 'h', 'a', 'b']"
Canichana-21_childyoungpersonratherthanasrelationshipterm-1,,Canichana,21_childyoungpersonratherthanasrelationshipterm,yemila chuchu,yemila chuchu,j e m i l a + tʃ u tʃ u,None,Crevels2012,2968,,,,j e m i l a + tʃ u tʃ u,503 504,,,"['j', 'e', 'm', 'i', 'l', 'a', '+', 'tʃ', 'u', 'tʃ', 'u']"
Canichana-24_tocome-1,,Canichana,24_tocome,au-xar-tuinas,au-xar-tuinas,a u + h a ɾ + t u i n a s,au = 1SG,Crevels2012,2003,,,,a u + h a ɾ + t u i n a s,3710 3711 3712,,,"['a', 'u', '+', 'h', 'a', 'ɾ', '+', 't', 'u', 'i', 'n', 'a', 's']"
Canichana-28_todie-1,,Canichana,28_todie,tanacu,tanacu,t a n a k u,None,Crevels2012,2049,,,,t a n a k u,3778,,,"['t', 'a', 'n', 'a', 'k', 'u']"
Canichana-31_dog-1,,Canichana,31_dog,ni-pao,ni-pao,n i + p a o,ni = ABS,Crevels2012,3351,,,,n i + p a o,622 623,,,"['n', 'i', '+', 'p', 'a', 'o']"
Canichana-32_todrink-1,,Canichana,32_todrink,au-hacoqui,au-hacoqui,a u + h a k o k i,au = 1SG,Crevels2012,2095,,,,a u + h a k o k i,3832 3833,,,"['a', 'u', '+', 'h', 'a', 'k', 'o', 'k', 'i']"
Canichana-36_ear-1,,Canichana,36_ear,eu-comete,eu-comete,e u + k o m e t e,eu = 1SG,Crevels2012,3437,,,,e u + k o m e t e ( - - ),732 2157,,,"['e', 'u', '+', 'k', 'o', 'm', 'e', 't', 'e']"
Canichana-37_earthsoil-1,,Canichana,37_earthsoil,ni-chix,ni-chix,n i + tʃ i h,ni = ABS,Crevels2012,3470,,,,n i + tʃ i h,775 776,,,"['n', 'i', '+', 'tʃ', 'i', 'h']"
Canichana-38_toeat-1,,Canichana,38_toeat,alema,alema,a l e m a,None,Crevels2012,2121,,,,a l e m a,3866,,,"['a', 'l', 'e', 'm', 'a']"
Canichana-39_egg-1,,Canichana,39_egg,davari-michi,davari-michi,d a v a ɾ i + m i tʃ i,None,Crevels2012,3494,,,,d a v a ɾ i + m i tʃ i,806 807,,,"['d', 'a', 'v', 'a', 'ɾ', 'i', '+', 'm', 'i', 'tʃ', 'i']"
Canichana-40_eye-1,,Canichana,40_eye,eu-tot,eu-tot,e u + t o t,eu = 1SG,Crevels2012,3521,,,,e u + t o t,838 839,,,"['e', 'u', '+', 't', 'o', 't']"
Canichana-44_father-1,,Canichana,44_father,eu-tishi,eu-tishi,e u + t i ʃ i,eu = 1SG,Crevels2012,3594,,,,e u + t i ʃ i,924 925,,,"['e', 'u', '+', 't', 'i', 'ʃ', 'i']"
Canichana-46_featherlargerfeathersratherthandown-1,,Canichana,46_featherlargerfeathersratherthandown,mim-colli,mim-colli,m i m + k o ʎ i,None,Crevels2012,3628,,,,m i m + k o ʎ i,956 957,,,"['m', 'i', 'm', '+', 'k', 'o', 'ʎ', 'i']"
Canichana-47_few-1,,Canichana,47_few,mehumache,mehumache,m e h u m a tʃ e,None,Crevels2012,3652,,,,m e h u m a tʃ e,991,,,"['m', 'e', 'h', 'u', 'm', 'a', 'tʃ', 'e']"
Canichana-49_fire-1,,Canichana,49_fire,ni-chucu,ni-chucu,n i + tʃ u k u,ni = ABS,Crevels2012,25,,,,n i + tʃ u k u,1025 1026,,,"['n', 'i', '+', 'tʃ', 'u', 'k', 'u']"
Canichana-50_fish-1,,Canichana,50_fish,ni-cacu,ni-cacu,n i + k a k u,ni = ABS,Crevels2012,53,,,,n i + k a k u,1063 1064,,,"['n', 'i', '+', 'k', 'a', 'k', 'u']"
Canichana-54_flower-1,,Canichana,54_flower,ni-platsu,ni-platsu,n i + p l a ts u,ni = ABS,Crevels2012,102,,,,n i + p l a ts u,1130 1131,,,"['n', 'i', '+', 'p', 'l', 'a', 'ts', 'u']"
Canichana-57_foot-1,,Canichana,57_foot,eu-axts,eu-axts,e u + a h ts,eu = 1SG,Crevels2012,138,,,,e u + a h ts,1180 1181,,,"['e', 'u', '+', 'a', 'h', 'ts']"
Canichana-60_togive-1,,Canichana,60_togive,au-dar-chiti,au-dar-chiti,a u + d a ɾ + tʃ i t i,au = 1SG,Crevels2012,2255,,,,a u + d a ɾ + tʃ i t i,4040 4041 2180,,,"['a', 'u', '+', 'd', 'a', 'ɾ', '+', 'tʃ', 'i', 't', 'i']"
Canichana-61_good-1,,Canichana,61_good,ererets,ererets,e ɾ e ɾ e ts,None,Crevels2012,196,,,,e ɾ e ɾ e ts,1257,,,"['e', 'ɾ', 'e', 'ɾ', 'e', 'ts']"
Canichana-62_grass-1,,Canichana,62_grass,nim-hugu,nim-hugu,n i m + h u g u,None,Crevels2012,220,,,,n i m + h u g u,1287 1288,,,"['n', 'i', 'm', '+', 'h', 'u', 'g', 'u']"
Canichana-63_green-1,,Canichana,63_green,ni-cchacha,ni-cchacha,n i + k tʃ a tʃ a,ni = ABS,Crevels2012,246,,,,n i + k tʃ a tʃ a,1319 1320,,,"['n', 'i', '+', 'k', 'tʃ', 'a', 'tʃ', 'a']"
Canichana-67_he-1,,Canichana,67_he,enxale,enxale,e n h a l e,None,Crevels2012,346,,,,e n h a l e,1436,,,"['e', 'n', 'h', 'a', 'l', 'e']"
Canichana-68_head-1,,Canichana,68_head,eu-cucu,eu-cucu,e u + k u k u,eu = 1SG,Crevels2012,366,,,,e u + k u k u,1468 1469,,,"['e', 'u', '+', 'k', 'u', 'k', 'u']"
Canichana-70_heart-1,,Canichana,70_heart,eu-nimara,eu-nimara,e u + n i m a ɾ a,eu = 1SG,Crevels2012,399,,,,e u + n i m a ɾ a,1512 1513,,,"['e', 'u', '+', 'n', 'i', 'm', 'a', 'ɾ', 'a']"
Canichana-72_here-1,,Canichana,72_here,heuniche,heuniche,h e u n i tʃ e,None,Crevels2012,440,,,,h e u n i tʃ e,1566,,,"['h', 'e', 'u', 'n', 'i', 'tʃ', 'e']"
Canichana-75_how-1,,Canichana,75_how,corissi,corissi,k o ɾ i s s i,None,Crevels2012,468,,,,k o ɾ i s s i,1600,,,"['k', 'o', 'ɾ', 'i', 's', 's', 'i']"
Canichana-77_husband-1,,Canichana,77_husband,eu-cohti,eu-cohti,e u + k o h t i,eu = 1SG . This form translates to ‘marido’ (which makes reference to the living together/apart distinction): eu-cihiti,Crevels2012,488,,,,e u + k o h t i,1628 1629,,,"['e', 'u', '+', 'k', 'o', 'h', 't', 'i']"
Canichana-78_i-1,,Canichana,78_i,oxale,oxale,o h a l e,None,Crevels2012,2951,,,,o h a l e,5,,,"['o', 'h', 'a', 'l', 'e']"
Canichana-82_tokill-1,,Canichana,82_tokill,au-ar-chxina,au-ar-chxina,a u + a ɾ + tʃ h i n a,"Because of order of entries, here is the variant: atlege",Crevels2012,2349,,,,a u + a ɾ + tʃ h i n a,4170 4171 4172,,,"['a', 'u', '+', 'a', 'ɾ', '+', 'tʃ', 'h', 'i', 'n', 'a']"
Canichana-84_lake-1,,Canichana,84_lake,ni-hsiph,ni-hsiph,n i + h s i p h,ni = ABS,Crevels2012,552,,,,n i + h s i p h,1715 1716,,,"['n', 'i', '+', 'h', 's', 'i', 'p', 'h']"
Canichana-85_tolaugh-1,,Canichana,85_tolaugh,au-xar-docuna,au-xar-docuna,a u + h a ɾ + d o k u n a,au = 1SG,Crevels2012,2381,,,,a u + h a ɾ + d o k u n a,4227 4228 4229,,,"['a', 'u', '+', 'h', 'a', 'ɾ', '+', 'd', 'o', 'k', 'u', 'n', 'a']"
Canichana-86_leaf-1,,Canichana,86_leaf,em-tixle,em-tixle,e m + t i h l e,None,Crevels2012,571,,,,e m + t i h l e,1737 1738,,,"['e', 'm', '+', 't', 'i', 'h', 'l', 'e']"
Canichana-88_leg-1,,Canichana,88_leg,eu-chota,eu-chota,e u + tʃ o t a,eu = 1SG,Crevels2012,628,,,,e u + tʃ o t a,1800 1801,,,"['e', 'u', '+', 'tʃ', 'o', 't', 'a']"
Canichana-89_tolie-1,,Canichana,89_tolie,ato,ato,a t o,None,Crevels2012,2399,,,,a t o,4245,,,"['a', 't', 'o']"
Canichana-92_long-1,,Canichana,92_long,clatse,clatse,k l a ts e,None,Crevels2012,670,,,,k l a ts e,1856,,,"['k', 'l', 'a', 'ts', 'e']"
Canichana-94_manmalehuman-1,,Canichana,94_manmalehuman,enacu,enacu,e n a k u,None,Crevels2012,723,,,,e n a k u,1918,,,"['e', 'n', 'a', 'k', 'u']"
Canichana-96_meatflesh-1,,Canichana,96_meatflesh,ni-huaka,ni-huaka,n i + w a k a,ni = ABS,Crevels2012,759,,,,n i + w a k a,1958 1959,,,"['n', 'i', '+', 'w', 'a', 'k', 'a']"
Canichana-97_mother-1,,Canichana,97_mother,eu-tana,eu-tana,e u + t a n a,eu = 1SG,Crevels2012,782,,,,e u + t a n a,1985 1986,,,"['e', 'u', '+', 't', 'a', 'n', 'a']"
Canichana-99_mouth-1,,Canichana,99_mouth,eu-chene,eu-chene,e u + tʃ e n e,eu = 1SG,Crevels2012,837,,,,e u + tʃ e n e,2052 2053,,,"['e', 'u', '+', 'tʃ', 'e', 'n', 'e']"
Canichana-100_name-1,,Canichana,100_name,ehu-acu,ehu-acu,e h u + a k u,None,Crevels2012,869,,,,e h u + a k u,2091 2092,,,"['e', 'h', 'u', '+', 'a', 'k', 'u']"
Canichana-106_nose-1,,Canichana,106_nose,eu-xe,eu-xe,e u + h e,None,Crevels2012,1014,,,,e u + h e,2258 1712,,,"['e', 'u', '+', 'h', 'e']"
Canichana-108_old-1,,Canichana,108_old,em-mara,em-mara,e m + m a ɾ a,None,Crevels2012,1062,,,,e m + m a ɾ a,2338 2339,,,"['e', 'm', '+', 'm', 'a', 'ɾ', 'a']"
Canichana-109_one-1,,Canichana,109_one,merece,merece,m e ɾ e k e,None,Crevels2012,1091,,,,m e ɾ e k e,2370,,,"['m', 'e', 'ɾ', 'e', 'k', 'e']"
Canichana-115_torain-1,,Canichana,115_torain,nina,nina,n i n a,None,Crevels2012,2476,,,,n i n a,4345,,,"['n', 'i', 'n', 'a']"
Canichana-116_red-1,,Canichana,116_red,nim-bitsi,nim-bitsi,n i m + b i ts i,None,Crevels2012,1142,,,,n i m + b i ts i,2464 2465,,,"['n', 'i', 'm', '+', 'b', 'i', 'ts', 'i']"
Canichana-119_river-1,,Canichana,119_river,nih-cuguxu,nih-cuguxu,n i h + k u g u h u,ni = ABS,Crevels2012,1212,,,,n i h + k u g u h u,2558 2559,,,"['n', 'i', 'h', '+', 'k', 'u', 'g', 'u', 'h', 'u']"
Canichana-125_salt-1,,Canichana,125_salt,ne-ulucu,ne-ulucu,n e + u l u k u,ni = ABS,Crevels2012,1311,,,,n e + u l u k u,2701 2702,,,"['n', 'e', '+', 'u', 'l', 'u', 'k', 'u']"
Canichana-126_sand-1,,Canichana,126_sand,melchiga,melchiga,m e l tʃ i g a,None,Crevels2012,1327,,,,m e l tʃ i g a,2726,,,"['m', 'e', 'l', 'tʃ', 'i', 'g', 'a']"
Canichana-127_say-1,,Canichana,127_say,en-assi,en-assi,e n + a s s i,en = 2SG,Crevels2012,1351,,,,e n + a s s i,2754 2755,,,"['e', 'n', '+', 'a', 's', 's', 'i']"
Canichana-130_see-1,,Canichana,130_see,au-xar-coivoe,au-xar-coivoe,a u + h a ɾ + k o i v o e,au = 1SG,Crevels2012,1390,,,,a u + h a ɾ + k o i v o e,2822 2823 2824,,,"['a', 'u', '+', 'h', 'a', 'ɾ', '+', 'k', 'o', 'i', 'v', 'o', 'e']"
Canichana-135_tosing-1,,Canichana,135_tosing,au-jar-sonisna,au-jar-sonisna,a u + j a ɾ + s o n i s n a,au = 1SG,Crevels2012,2533,,,,a u + j a ɾ + s o n i s n a,4403 4404 4405,,,"['a', 'u', '+', 'j', 'a', 'ɾ', '+', 's', 'o', 'n', 'i', 's', 'n', 'a']"
Canichana-137_skinpersons-1,,Canichana,137_skinpersons,eu-shalesik,eu-shalesik,e u + ʃ a l e s i k,eu = 1SG,Crevels2012,1488,,,,e u + ʃ a l e s i k,2958 2959,,,"['e', 'u', '+', 'ʃ', 'a', 'l', 'e', 's', 'i', 'k']"
Canichana-138_sky-1,,Canichana,138_sky,eu-kuneo-taoli,eu-kuneo-taoli,e u + k u n e o + t a o l i,eu = 1SG,Crevels2012,1500,,,,e u + k u n e o + t a o l i,2978 2979 2980,,,"['e', 'u', '+', 'k', 'u', 'n', 'e', 'o', '+', 't', 'a', 'o', 'l', 'i']"
Canichana-139_sleep-1,,Canichana,139_sleep,agaxa,agaxa,a g a h a,None,Crevels2012,1526,,,,a g a h a,3014,,,"['a', 'g', 'a', 'h', 'a']"
Canichana-140_small-1,,Canichana,140_small,chumache,chumache,tʃ u m a tʃ e,None,Crevels2012,1544,,,,tʃ u m a tʃ e,3044,,,"['tʃ', 'u', 'm', 'a', 'tʃ', 'e']"
Canichana-152_star-1,,Canichana,152_star,ni-coma,ni-coma,n i + k o m a,ni = ABS,Crevels2012,1647,,,,n i + k o m a,3174 3175,,,"['n', 'i', '+', 'k', 'o', 'm', 'a']"
Canichana-154_stone-1,,Canichana,154_stone,ni-cumchi,ni-cumchi,n i + k u m tʃ i,ni = ABS,Crevels2012,1691,,,,n i + k u m tʃ i,3245 3246,,,"['n', 'i', '+', 'k', 'u', 'm', 'tʃ', 'i']"
Canichana-157_sun-1,,Canichana,157_sun,ni-coxli,ni-coxli,n i + k o h l i,ni = ABS,Crevels2012,1735,,,,n i + k o h l i,3303 3304,,,"['n', 'i', '+', 'k', 'o', 'h', 'l', 'i']"
Canichana-161_that-1,,Canichana,161_that,eje,eje,e j e,None,Crevels2012,1781,,,,e j e,3369,,,"['e', 'j', 'e']"
Canichana-162_there-1,,Canichana,162_there,nocohche,nocohche,n o k o h tʃ e,None,Crevels2012,1795,,,,n o k o h tʃ e,3398,,,"['n', 'o', 'k', 'o', 'h', 'tʃ', 'e']"
Canichana-163_they-1,,Canichana,163_they,ikona,ikona,i k o n a,None,Crevels2012,1810,,,,i k o n a,3429,,,"['i', 'k', 'o', 'n', 'a']"
Canichana-167_this-1,,Canichana,167_this,jovieje,jovieje,j o v i e j e,None,Crevels2012,1869,,,,j o v i e j e,3524,,,"['j', 'o', 'v', 'i', 'e', 'j', 'e']"
Canichana-168_thou-1,,Canichana,168_thou,inahali,inahali,i n a h a l i,None,Crevels2012,1890,,,,i n a h a l i,3556,,,"['i', 'n', 'a', 'h', 'a', 'l', 'i']"
Canichana-169_three-1,,Canichana,169_three,caarxata,caarxata,k a a ɾ h a t a,None,Crevels2012,1904,,,,k a a ɾ h a t a,3584,,,"['k', 'a', 'a', 'ɾ', 'h', 'a', 't', 'a']"
Canichana-172_tongue-1,,Canichana,172_tongue,au-chava,au-chava,a u + tʃ a v a,au = 1SG,Crevels2012,2839,,,,a u + tʃ a v a,4814 4815,,,"['a', 'u', '+', 'tʃ', 'a', 'v', 'a']"
Canichana-173_toothfrontratherthanmolar-1,,Canichana,173_toothfrontratherthanmolar,eu-huti,eu-huti,e u + h u t i,eu = 1SG,Crevels2012,2862,,,,e u + h u t i,4848 4849,,,"['e', 'u', '+', 'h', 'u', 't', 'i']"
Canichana-174_tree-1,,Canichana,174_tree,ni-yiga,ni-yiga,n i + j i g a,ni = ABS,Crevels2012,2888,,,,n i + j i g a,4890 4891,,,"['n', 'i', '+', 'j', 'i', 'g', 'a']"
Canichana-176_two-1,,Canichana,176_two,caadita,caadita,k a a d i t a,"Because it's the form that many authors give, here is the variant: eu-colileche",Crevels2012,2903,,,,k a a d i t a,4929,,,"['k', 'a', 'a', 'd', 'i', 't', 'a']"
Canichana-178_towalk-1,,Canichana,178_towalk,au-xar-cuiyama,au-xar-cuiyama,a u + h a ɾ + k u i j a m a,au = 1SG,Crevels2012,2792,,,,a u + h a ɾ + k u i j a m a,4755 4756 4757,,,"['a', 'u', '+', 'h', 'a', 'ɾ', '+', 'k', 'u', 'i', 'j', 'a', 'm', 'a']"
Canichana-181_water-1,,Canichana,181_water,ne-se,ne-se,n e + s e,ni = ABS,Crevels2012,2932,,,,n e + s e,4977 4978,,,"['n', 'e', '+', 's', 'e']"
Canichana-182_we-1,,Canichana,182_we,ohexxalxina,ohexxalxina,o h e h h a l h i n a,None,Crevels2012,2956,,,,o h e h h a l h i n a,5017,,,"['o', 'h', 'e', 'h', 'h', 'a', 'l', 'h', 'i', 'n', 'a']"
Canichana-184_what-1,,Canichana,184_what,emta,emta,e m t a,None,Crevels2012,2995,,,,e m t a,5082,,,"['e', 'm', 't', 'a']"
Canichana-185_when-1,,Canichana,185_when,yahuaxana,yahuaxana,j a w a h a n a,None,Crevels2012,3013,,,,j a w a h a n a,5109,,,"['j', 'a', 'w', 'a', 'h', 'a', 'n', 'a']"
Canichana-186_where-1,,Canichana,186_where,lava,lava,l a v a,None,Crevels2012,3031,,,,l a v a,5134,,,"['l', 'a', 'v', 'a']"
Canichana-187_white-1,,Canichana,187_white,m-bara,m-bara,m + b a ɾ a,None,Crevels2012,3050,,,,m + b a ɾ a - - -,5163 5164,,,"['m', '+', 'b', 'a', 'ɾ', 'a']"
Canichana-188_who-1,,Canichana,188_who,ctanhati,ctanhati,k t a n h a t i,None,Crevels2012,3078,,,,k t a n h a t i,5203,,,"['k', 't', 'a', 'n', 'h', 'a', 't', 'i']"
Canichana-191_wind-1,,Canichana,191_wind,ne-uraxabhin,ne-uraxabhin,n e + u ɾ a h a b h i n,ni = ABS,Crevels2012,3133,,,,n e + u ɾ a h a b h i n,5280 5281,,,"['n', 'e', '+', 'u', 'ɾ', 'a', 'h', 'a', 'b', 'h', 'i', 'n']"
Canichana-195_woman-1,,Canichana,195_woman,iquegahui,iquegahui,i k e g a w i,None,Crevels2012,3188,,,,i k e g a w i,5356,,,"['i', 'k', 'e', 'g', 'a', 'w', 'i']"
Canichana-196_woods-1,,Canichana,196_woods,ni-scu,ni-scu,n i + s k u,ni = ABS,Crevels2012,3215,,,,n i + s k u,5392 5393,,,"['n', 'i', '+', 's', 'k', 'u']"
Canichana-198_ye-1,,Canichana,198_ye,nha-ikho-na,nha-ikho-na,n h a + i k h o + n a,None,Crevels2012,3244,,,,n h a + i k h o + n a,5438 5439 5440,,,"['n', 'h', 'a', '+', 'i', 'k', 'h', 'o', '+', 'n', 'a']"
Juri-187_white-1,,Juri,187_white,háre,háre,ʔ a ɾ e,Martius: albus,Martius1867,3056,,,,ʔ a ɾ e,5169,,,"['ʔ', 'a', 'ɾ', 'e']"
Juri-187_white-2,,Juri,187_white,ahré,ahré,a ʔ ɾ e,Martius: albus,Martius1867,3056,,,,a ʔ ɾ e,5169,,,"['a', 'ʔ', 'ɾ', 'e']"
Juri-187_white-3,,Juri,187_white,aâre,aâre,a a ɾ e,Martius: albus,Martius1867,3056,,,,a a ɾ e,5169,,,"['a', 'a', 'ɾ', 'e']"
Juri-199_year-1,,Juri,199_year,(ghomea) yuráa,yuráa,j u ɾ a a,Martius: annus (unus),Martius1867,3269,,,,j u ɾ a a,5477,,,"['j', 'u', 'ɾ', 'a', 'a']"
Juri-181_water-1,,Juri,181_water,o(a)ra,ora,o ɾ a,Martius: aqua,Martius1867,2935,,,,- o - ɾ a,4981,,,"['o', 'ɾ', 'a']"
Juri-181_water-2,,Juri,181_water,coörá,coörá,c o o ɾ a,Martius: aqua,Martius1867,2935,,,,c o o ɾ a,4981,,,"['c', 'o', 'o', 'ɾ', 'a']"
Juri-181_water-3,,Juri,181_water,ghoaraq,ghoaraq,g o a ɾ a q,Martius: aqua,Martius1867,2950,,,,g o a ɾ a q,4996,,,"['g', 'o', 'a', 'ɾ', 'a', 'q']"
Juri-174_tree-1,,Juri,174_tree,noinlno,noinlno,n o i n l n o,Martius: arbor,Martius1867,2883,,,,n o i n - ( l n o ),4886,,,"['n', 'o', 'i', 'n', 'l', 'n', 'o']"
Juri-174_tree-2,,Juri,174_tree,noinó,noinó,n o i n o,Martius: arbor,Martius1867,2883,,,,n o i n o ( - - - ),4886,,,"['n', 'o', 'i', 'n', 'o']"
Juri-69_tohear-1,,Juri,69_tohear,tscho-naenióhnä,tscho-naenióhnä,dʒ o + n a e n i o ʔ n a,Martius: audio,Martius1867,2281,,,,dʒ o + n a e n i o ʔ n a,4071 4072,,,"['dʒ', 'o', '+', 'n', 'a', 'e', 'n', 'i', 'o', 'ʔ', 'n', 'a']"
Juri-69_tohear-2,,Juri,69_tohear,shaneyune,shaneyune,ʃ a n e j u n e,Martius: audio,Martius1867,2294,,,,ʃ a n e j u n e,4085,,,"['ʃ', 'a', 'n', 'e', 'j', 'u', 'n', 'e']"
Juri-13_bird-1,,Juri,13_bird,rhicopy,rhicopy,ɾ ʔ i c o pʲ,Martius: avis,Martius1867,1894,,,,ɾ ʔ i c o pʲ -,356,,,"['ɾ', 'ʔ', 'i', 'c', 'o', 'pʲ']"
Juri-13_bird-2,,Juri,13_bird,récapu,récapu,ɾ e c a p u,Martius: avis,Martius1867,1992,,,,ɾ - e c a p u,370,,,"['ɾ', 'e', 'c', 'a', 'p', 'u']"
Juri-36_ear-1,,Juri,36_ear,tschu-tinäho,tschu-tinäho,dʒ u + t i n a ʔ o,Martius: auris,Martius1867,3442,,,,dʒ u + t i n a ʔ o,737 738,,,"['dʒ', 'u', '+', 't', 'i', 'n', 'a', 'ʔ', 'o']"
Juri-36_ear-2,,Juri,36_ear,su-ineu,su-ineu,s u + i n e u,Martius: auris,Martius1867,3442,,,,s u + - i n e - u,737 738,,,"['s', 'u', '+', 'i', 'n', 'e', 'u']"
Juri-32_todrink-1,,Juri,32_todrink,tsch-ägóheo,tsch-ägóheo,dʒ + a g o ʔ e o,Martius: bibo,Martius1867,2098,,,,dʒ + a g o ʔ e o,3836 3837,,,"['dʒ', '+', 'a', 'g', 'o', 'ʔ', 'e', 'o']"
Juri-134_short-1,,Juri,134_short,nogmó,nogmó,n o g + m o,Martius: brevis,Martius1867,1454,,,,n o g + m o,2910,,,"['n', 'o', 'g', '+', 'm', 'o']"
Juri-134_short-2,,Juri,134_short,súohne,súohne,s u o ʔ n e,Martius: brevis,Martius1867,1470,,,,s u o ʔ n e,2926,,,"['s', 'u', 'o', 'ʔ', 'n', 'e']"
Juri-134_short-3,,Juri,134_short,erímo,erímo,e ɾ i + m o,Martius: brevis,Martius1867,1471,,,,e ɾ i + m o,2927,,,"['e', 'ɾ', 'i', '+', 'm', 'o']"
Juri-65_hair-1,,Juri,65_hair,tschu-gerüönicó,tschu-gerüönicó,dʒ u + g e ɾ ɨ o n i c o,Martius: capillus,Martius1867,279,,,,dʒ u + g e ɾ ɨ o n i c o,1362 1363,,,"['dʒ', 'u', '+', 'g', 'e', 'ɾ', 'ɨ', 'o', 'n', 'i', 'c', 'o']"
Juri-65_hair-2,,Juri,65_hair,sukiriuii,sukiriuii,s u k i ɾ i u i i,Martius: capillus,Martius1867,292,,,,s u k i ɾ i u ( i i ),1379,,,"['s', 'u', 'k', 'i', 'ɾ', 'i', 'u', 'i', 'i']"
Juri-65_hair-3,,Juri,65_hair,tikiriú,tikiriú,t i k i ɾ i u,Martius: capillus,Martius1867,292,,,,t i k i ɾ i u ( - - ),1379,,,"['t', 'i', 'k', 'i', 'ɾ', 'i', 'u']"
Juri-68_head-1,,Juri,68_head,tschu-gerühó,tschu-gerühó,dʒ u + g e ɾ ɨ ʔ o,Martius: caput,Martius1867,369,,,,dʒ u + g e ɾ ɨ ʔ o,1472 1473,,,"['dʒ', 'u', '+', 'g', 'e', 'ɾ', 'ɨ', 'ʔ', 'o']"
Juri-68_head-2,,Juri,68_head,su-kiriu,su-kiriu,s u + k i ɾ i u,Martius: caput,Martius1867,384,,,,s u + - k i ɾ i u,1488 1475,,,"['s', 'u', '+', 'k', 'i', 'ɾ', 'i', 'u']"
Juri-68_head-3,,Juri,68_head,(tcho) kireú,kireú,k i ɾ e u,Martius: caput,Martius1867,370,,,,- k i ɾ e u,1475,,,"['k', 'i', 'ɾ', 'e', 'u']"
Juri-96_meatflesh-1,,Juri,96_meatflesh,naí,naí,n a i,Martius: caro,Martius1867,763,,,,n a i,1962,,,"['n', 'a', 'i']"
Juri-96_meatflesh-2,,Juri,96_meatflesh,tuóieh,tuóieh,t u o i e ʔ,Martius: caro,Martius1867,773,,,,t u o i e ʔ,1971,,,"['t', 'u', 'o', 'i', 'e', 'ʔ']"
Juri-122_rope-1,,Juri,122_rope,nepenöoli,nepenöoli,n e p e n o o l i,Martius: chorda,Martius1867,1270,,,,n e p e n o o l i,2645,,,"['n', 'e', 'p', 'e', 'n', 'o', 'o', 'l', 'i']"
Juri-103_neck-1,,Juri,103_neck,tschu0púnoho,tschu0púnoho,dʒ u θ p u n o ʔ o,Martius: collum,Martius1867,944,,,,dʒ u θ p u n o ʔ o,2164,,,"['dʒ', 'u', 'θ', 'p', 'u', 'n', 'o', 'ʔ', 'o']"
Juri-103_neck-2,,Juri,103_neck,suponou,suponou,s u p o n o u,Martius: collum,Martius1867,961,,,,s u - p o n o - u,2178,,,"['s', 'u', 'p', 'o', 'n', 'o', 'u']"
Juri-70_heart-1,,Juri,70_heart,su-mêniko,su-mêniko,s u + m e n i k o,Martius: cor,Martius1867,402,,,,s u + m e n i k o,1516 1517,,,"['s', 'u', '+', 'm', 'e', 'n', 'i', 'k', 'o']"
Juri-8_bark-1,,Juri,8_bark,coinoá,coinoá,c o i n o a,Martius: cortex,Martius1867,985,,,,c o i n o a,222,,,"['c', 'o', 'i', 'n', 'o', 'a']"
Juri-88_leg-1,,Juri,88_leg,tschu-inóo,tschu-inóo,dʒ u + i n o o,Martius: crus,Martius1867,631,,,,dʒ u + i n o o,1804 1805,,,"['dʒ', 'u', '+', 'i', 'n', 'o', 'o']"
Juri-137_skinpersons-1,,Juri,137_skinpersons,näimé,näimé,n a i m e,Martius: cutis,Martius1867,1491,,,,n a i m e,2962,,,"['n', 'a', 'i', 'm', 'e']"
