Doculect,Concept,Segments
yagu1244,HEART,"['h', 'a', 'tʃ', 'i']"
yagu1244,LIVER,"['h', 'ũ', 'w', 'a', 't', 'u']"
yagu1244,LIVER,"['hʷ', 'a', 't', 'u']"
yagu1244,SPIT,"['h', 'ũ', 't', 'o', '+', 'tʃ', 'i']"
yagu1244,SPIT,"['t', 'o', 'tʃ', 'i']"
yagu1244,SPIT,"['h', 'ũ', 'r', 'i']"
yagu1244,VOMIT,"['k', 'o', 't', 'y/j', 'a', 'n', 'ũ', 'y/j']"
yagu1244,VOMIT,"['h', 'i', 'y/j', 'a', 'n', 'i']"
yagu1244,VOMIT,"['y/j', 'a', 'n', 'i']"
yagu1244,BITE,"['s', 'ũ', 'y/j']"
yagu1244,BITE,"['s', 'ũ', 'm', 'u', 't', 'u', 'y/j']"
yagu1244,SLEEP,"['m', 'ã', 'y/j']"
yagu1244,KILL,"['h', 'ũ', 'w', 'a', 'y/j']"
yagu1244,KILL,"['hʷ', 'a', 'y/j']"
yagu1244,KILL,"['m', 'u', 'n', 'u']"
yagu1244,EAT,"['h', 'i', 'm', 'y/j', 'i']"
yagu1244,EAT,"['h', 'm', 'i']"
yagu1244,ROTTEN,"['p', 'u', 'r', 'y/j', 'a']"
yagu1244,ROTTEN,"['p', 'u', '+', 'ɲ', 'u']"
yagu1244,DRINK,"['h', 'a', 't', 'u']"
yagu1244,SUCK,"['t', 'i', 'r', 'i', 'y/j']"
yagu1244,SUCK,"['t', 'u', 'r', 'i', 'y/j']"
yagu1244,SUCK,"['r', 'i', 'ɲ', 'i']"
yagu1244,FAT (ORGANIC SUBSTANCE),"['n', 'ĩ', 'd', 'i']"
yagu1244,SALT,"['t', 'i', 'w', 'y/j', 'i']"
yagu1244,EGG,"['h', 'ũ']"
yagu1244,EGG,"['h', 'i', 'w', 'a', 'd', 'a']"
yagu1244,SEW,"['k', 'u', 'r', 'u', 'tʃ', 'u']"
yagu1244,SEW,"['s', 'i', 'n', 'i']"
yagu1244,SEW,"['s', 'u', 'n', 'i']"
yagu1244,DIG,"['h', 'ũ', 'm', 'i']"
yagu1244,DIG,"['d', 'a', 'p', 'u', 'n', 'u']"
yagu1244,SEED,"['s', 'i']"
yagu1244,SEED,"['t', 'a', 'd', 'i']"
yagu1244,GRASS,"['s', 'o']"
yagu1244,GRASS,"['w', 'a', 'tʃ', 'u', 'y/j']"
yagu1244,ROOT,"['h', 'ũ', 'n', 'u', 't', 'i']"
yagu1244,ROOT,"['n', 'u', 't', 'i']"
yagu1244,ROOT,"['n', 'u', 't', 'i', 'h', 'y/j', 'ũ']"
yagu1244,LEAF,"['w', 'ĩ']"
yagu1244,LEAF,"['n', 'a', 'w', 'ĩ']"
yagu1244,FLOWER,"['b', 'i']"
yagu1244,TREE,"['n', 'ĩ', 'n', 'u']"
yagu1244,BARK,"['h', 'a', 'y/j']"
yagu1244,BARK,"['h', 'i', 'w', 'a', 'y/j']"
yagu1244,TIE,"['p', 'u', 'tʃ', 'u']"
yagu1244,ROPE,"['h', 'ũ']"
yagu1244,CUT,"['h', 'a', 'r', 'ũ', 'y/j']"
yagu1244,CUT,"['h', 'ũ', 'n', 's', 'i']"
yagu1244,SPLIT,"['r', 'u', 'w', 'e']"
yagu1244,SPLIT,"['r', 'u', 'w', 'e', '+', 'n', 'u', 'y/j']"
yagu1244,RUB,"['h', 'ĩ', 'w', 'a']"
yagu1244,RUB,"['h', 'm', 'y/j', 'u', 'n', 'u']"
yagu1244,RUB,"['m', 'i', 'n', 'u']"
yagu1244,RUB,"['p', 'ũ', 'y/j']"
yagu1244,PULL,"['t', 'i', 'y/j']"
yagu1244,SQUEEZE,"['r', 'u', 'y/j', 'u', 'n', 'u']"
yagu1244,SQUEEZE,"['m', 'ũ', 'tʃ', 'i']"
yagu1244,WASH,"['s', 'u', 't', 'a']"
yagu1244,WASH,"['s', 'a']"
yagu1244,WASH,"['h', 'a', 's', 'a']"
yagu1244,TURN AROUND,"['h', 'a', 'n', 'u', 'm', 'i', 't', 'y/j', 'a']"
yagu1244,TURN AROUND,"['h', 'a', 'n', 'u', 'm', 'i', 't', 'y/j', 'e']"
yagu1244,FALL,"['h', 'ũ', 'p', 'a', 't', 'y/j', 'e']"
yagu1244,FALL,"['n', 'õ', 't', 'a', 'y/j']"
yagu1244,FALL,"['h', 'ũ', 'y/j']"
yagu1244,THROW,"['h', 'a', 't', 'y/j', 'a']"
yagu1244,FLOW,"['s', 'i']"
yagu1244,FLOAT,"['p', 'u', 'p', 'ã', 'y/j', 'ã']"
yagu1244,SWIM,"['n', 'ũ', 'n', 'i']"
yagu1244,FLY (MOVE THROUGH AIR),"['h', 'ĩ']"
yagu1244,FLY (MOVE THROUGH AIR),"['r', 'a', 't', 'y/j', 'e']"
yagu1244,BLOW (OF WIND),"['d', 'u']"
yagu1244,BLOW (OF WIND),"['r', 'u', 'd', 'i']"
yagu1244,BLOW (OF WIND),"['d', 'u', 'h', 'ã']"
yagu1244,BLOW (OF WIND),"['d', 'u', 'w', 'u', 'y/j', 'ẽ']"
yagu1244,WALK,"['r', 'u', 'p', 'i']"
yagu1244,WALK,"['w', 'ũ', 't', 'a', 'y/j', 'ã']"
yagu1244,COME,"['h', 'n', 'i']"
yagu1244,PUSH,"['h', 'a', 't', 'y/j', 'a']"
yagu1244,ROAD,"['n', 'ũ']"
yagu1244,ROAD,"['n', 'ũ', 'k', 'i']"
yagu1244,HOLD,"['h', 'ũ', 'r', 'i']"
yagu1244,GIVE,"['s', 'ã', 'y/j']"
yagu1244,SIT,"['m', 'ã', 's', 'a']"
yagu1244,SIT,"['k', 'u', 'r', 'u']"
yagu1244,STAND,"['r', 'a', 'n', 'i']"
yagu1244,RIGHT,"['n', 't', 'i', 't', 'y/j', 'u', 'd', 'a', 'y/j']"
yagu1244,LEFT,"['m', 'ĩ', 'd', 'a', 'y/j']"
yagu1244,NEAR,"['n', 'ũ', 'h', 'i']"
yagu1244,NEAR,"['d', 'i']"
yagu1244,FAR,"['r', 'i', 'p', 'y/j', 'a']"
yagu1244,BIG,"['h', 'ã', 'm', 'u']"
yagu1244,BIG,"['k', 'i']"
yagu1244,SMALL,"['p', 'a', 's', 'i']"
yagu1244,SMALL,"['d', 'e']"
yagu1244,SMALL,"['w', 'a', 'm', 'i', 'r', 'i']"
yagu1244,LONG,"['h', 'ã', 'm', 'u', 'k', 'ã']"
yagu1244,LONG,"['k', 'i']"
yagu1244,SHORT,"['h', 'a', 'p', 'u']"
yagu1244,SHORT,"['w', 'a', 'p', 'u']"
yagu1244,WIDE,"['k', 'õ']"
yagu1244,WIDE,"['h', 'ã', 'm', 'u']"
yagu1244,NARROW,"['p', 'a', 's', 'i']"
yagu1244,THICK,"['w', 'a', 't', 'a', 'n', 'u']"
yagu1244,STRAIGHT,"['w', 'a', 's', 'e']"
yagu1244,ONE,"['t', 'a', 'r', 'a', 'k', 'i']"
yagu1244,TWO,"['h', 'ũ', 'y/j']"
yagu1244,TWO,"['d', 'a', 'r', 'a', 'h', 'ũ', 'y/j']"
yagu1244,THREE,"['m', 'u', 'm', 'u', 'r', 'ĩ']"
yagu1244,FOUR,"['d', 'a', 'r', 'y/j', 'a', 'h', 'ũ', 'y/j', 'u']"
yagu1244,FIVE,"['t', 'a', 'd', 'a', 'h', 'y/j', 'o']"
yagu1244,COUNT,"['s', 'a', 'r', 'a', 'n', 'u']"
yagu1244,COUNT,"['s', 'u', 'r', 'a', 'n', 'u']"
yagu1244,ALL,"['t', 'ĩ', 't', 'ã', 'h', 'ũ']"
yagu1244,MANY,"['h', 'a', 'r', 'y/j', 'i']"
yagu1244,MANY,"['h', 'u']"
yagu1244,MANY,"['r', 'a', 'h', 'u']"
yagu1244,FEW,"['d', 'e']"
yagu1244,FEW,"['p', 'a', 's', 'i']"
yagu1244,FEW,"['d', 'e', 'r', 'ĩ']"
yagu1244,SOME,"['t', 'a', 'r', 'a']"
yagu1244,SOME,"['d', 'e', 'r', 'ĩ']"
yagu1244,NEW,"['w', 'a', 'd', 'i']"
yagu1244,OLD,"['t', 'ã', 'r', 'i', 'h', 'ẽ']"
yagu1244,OLD,"['r', 'i', 'm', 'i', 't', 'y/j', 'u']"
yagu1244,DAY (NOT NIGHT),"['h', 'n', 'd', 'a']"
yagu1244,DAY (NOT NIGHT),"['h', 'ũ', 'd', 'a']"
yagu1244,DAY (NOT NIGHT),"['r', 'u', 'n', 'd', 'a']"
yagu1244,NIGHT,"['n', 'u', 'p', 'o', 'r', 'a']"
yagu1244,YEAR,"['n', 'i', 'h', 'y/j', 'ã']"
yagu1244,YEAR,"['w', 'a', 't', 'a']"
yagu1244,SMELL (PERCEIVE),"['h', 'i', 'r', 'i']"
yagu1244,SMELL (PERCEIVE),"['h', 'ũ', 's', 'i']"
yagu1244,HEAR,"['t', 'u', 'w', 'ã', 'tʃ', 'u']"
yagu1244,SEE,"['d', 'i']"
yagu1244,SEE,"['h', 'ũ', 'n', 'ũ', 'y/j']"
yagu1244,WHITE,"['h', 'a', 'p', 'a', 'r', 'u']"
yagu1244,WHITE,"['p', 'u', 'p', 'a']"
yagu1244,WHITE,"['w', 'a', 'p', 'a', 'r', 'u']"
yagu1244,BLACK,"['w', 'a', 'd', 'a', 'k', 'u']"
yagu1244,BLACK,"['w', 'a', 'n', 'u', 'k', 'u']"
yagu1244,RED,"['r', 'u', 'n', 'a', 'y/j']"
yagu1244,RED,"['w', 'a', 'r', 'a', 'd', 'a']"
yagu1244,GREEN,"['h', 'a', 't', 'y/j', 'a']"
yagu1244,GREEN,"['w', 'a', 's', 'u', 'n', 'ũ']"
yagu1244,YELLOW,"['w', 'a', 's', 'u', 'n', 'ũ', 'd', 'i']"
yagu1244,SMOOTH,"['w', 'a', 's', 'i', 'd', 'y/j', 'a']"
yagu1244,SHARP,"['m', 'õ', 't', 'a', 'r', 'a']"
yagu1244,SHARP,"['h', 'i', 'm', 'y/j', 'u', 'r', 'a']"
yagu1244,BLUNT,"['n', 'e', '+', 'm', 'õ', 't', 'a', 'r', 'a']"
yagu1244,BLUNT,"['m', 'õ', 't', 'a', 'd', 'i']"
yagu1244,BLUNT,"['n', 'e', '+', 'h', 'm', 'y/j', 'u', 'n', 'u', 's', 'a', 'r', 'a']"
yagu1244,HEAVY,"['s', 'a', 'r', 'a', 'n', 's', 'a', 'r', 'a']"
yagu1244,HEAVY,"['h', 'i', 'n', 'r', 'a', '+', 'w', 'a', 'd', 'a', 'tʃ', 'ũ']"
yagu1244,WET,"['p', 'a', 'r', 'o', 'n', 'i']"
yagu1244,WET,"['p', 'a', 'r', 'u', 'y/j']"
yagu1244,WET,"['p', 'u', 'p', 'o']"
yagu1244,DRY,"['p', 'ũ', 'y/j']"
yagu1244,DRY,"['s', 'i', 's', 'ã']"
yagu1244,DRY,"['r', 'i', 'd', 'y/j', 'e']"
yagu1244,DIRTY,"['k', 'a', 'n', 's', 'i']"
yagu1244,DIRTY,"['m', 'ĩ']"
yagu1244,LAUGH,"['t', 'o', 'd', 'i']"
yagu1244,PLAY,"['t', 'ĩ', 's', 'a']"
yagu1244,PLAY,"['t', 'i', 'y/j', 'ĩ', 's', 'a']"
yagu1244,GOOD,"['s', 'a', 'm', 'ĩ']"
yagu1244,GOOD,"['w', 'a', 's', 'e']"
yagu1244,GOOD,"['s', 'a', 'm', 'i']"
yagu1244,BAD,"['n', 'i', 'k', 'y/j', 'a', 'r', 'ã', 'y/j']"
yagu1244,BAD,"['n', 'e', '+', 's', 'a', 'm', 'i']"
yagu1244,CORRECT (RIGHT),"['w', 'a', 's', 'e']"
yagu1244,KNOW (SOMETHING),"['d', 'a', 't', 'y/j', 'a']"
yagu1244,AND,"['h', 'a', 'r', 'y/j', 'e']"
yagu1244,AND,"['n', 't', 'i']"
yagu1244,BECAUSE,"['d', 'a', 'r', 'y/j', 'a', 'h', 'ũ']"
yagu1244,BECAUSE,"['t', 'a', 'p', 'i']"
yagu1244,IF,"['t', 'i']"
yagu1244,HOW,"['n', 'ũ', 't', 'y/j', 'u', 'r', 'a', 'm', 'u', 's', 'i']"
yagu1244,WHAT,"['n', 'ũ', 't', 'y/j', 'a', 'r', 'a']"
yagu1244,WHAT,"['t', 'ã']"
yagu1244,WHEN,"['n', 'ũ', 't', 'y/j', 'e', 'r', 'i', 'w', 'y/j', 'e']"
yagu1244,WHERE,"['t', 'e']"
yagu1244,WHERE,"['n', 'ũ', 't', 'i']"
yagu1244,WHO,"['tʃ', 'ĩ']"
yagu1244,SING,"['m', 'u', 'r', 'ã', 'y/j']"
yagu1244,SAY,"['h', 't', 'a', 'y/j']"
yagu1244,NAME,"['h', 'ĩ', 't', 'y/j', 'a']"
yagu1244,FIGHT,"['h', 'ũ', 'w', 'a', 'y/j']"
yagu1244,FIGHT,"['t', 'a', 'p', 'ũ', 'y/j']"
yagu1244,HUNT,"['d', 'a', 'p', 'u', 'y/j']"
yagu1244,HUNT,"['d', 'u']"
