ID	CONCEPT_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOCODE	CONCEPT_CONCEPTICON_ID	COMMENT	FAMILY	SUBGROUP	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	COGIDS	ALIGNMENT	MORPHEMES	STRUCTURE
999	4_ashes	ashes	WitotoMurui	Murui Huitoto	huθeɸo	huθeɸo	h u θ e ɸ o		646		Huitotoan	Huitotoan	3 7 3 7 3 7	AXBYBZ	HYDEBU	30	30.H.C 30.Y.V 30.D.C 30.E.V 30.B.C 30.U.V	2.0 1.5 1.75 1.3 1.75 0.8	huθeɸo	0	66	115	h u θ e ɸ o	h u θ e ɸ o	c v c v c v
1205	4_ashes	ashes	WitotoNipode	Nüpode Huitoto	hítuegɯ	hítuegɯ	h i t u e g ɯ		646		Huitotoan	Huitotoan	3 7 1 7 7 1 7	AXBYYBZ	HITYEKI	31	31.H.C 31.I.V 31.T.C 31.Y.V 31.E.V 31.K.C 31.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	hituegɯ	0	67	116	h i t u e g ɯ	h i t u e g ɯ	c v c v v c v
1386	4_ashes	ashes	Aguaruna	Aguaruna	juku	juku	j ʊ k ʊ		646		Chicham	Chicham	6 7 1 7	AXBZ	JYKY	2	2.J.C 2.Y.V 2.K.C 2.Y.V	2.0 1.5 1.75 0.8	jʊkʊ	0	52	99	j ʊ - k ʊ - - -	j ʊ k ʊ	c v c v
1526	4_ashes	ashes	Arabela	Arabela	j̃uaka	j̃uaka	h u a k a		646		Zaparoan	Zaparoan	3 7 7 1 7	AXYBZ	HYAKA	4	4.H.C 4.Y.V 4.A.V 4.K.C 4.A.V	2.0 1.5 1.3 1.75 0.8	huaka	0	53	100	h u a k a	h u a k a	c v v c v
1660	4_ashes	ashes	Candoshi-Shapra	Candoshi-Shapra	poʂatʃi	poʂatʃi	p o ʂ a tʃ i		646		Candoshi-Shapra	Isolate	1 7 3 7 1 7	AXBYBZ	PUSATI	6	6.P.C 6.U.V 6.S.C 6.A.V 6.T.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	poʂatʃi	0	55	103	p o ʂ a tʃ i	p o ʂ a tʃ i	c v c v c v
1772	4_ashes	ashes	Chayahuita	Shawi	waɾianoʔ	waɾianoʔ	w a ɾ i a n o ʔ		646		Cahuapanan	Cahuapanan	6 7 5 7 7 4 7 1	AXBYYBYN	WARIANUH	8	8.W.C 8.A.V 8.R.C 8.I.V 8.A.V 8.N.C 8.U.V 8.H.c	2.0 1.5 1.75 1.3 1.3 1.75 1.3 0.8	waɾianoʔ	0	57	106	w a ɾ i a n o ʔ	w a ɾ i a n o ʔ	c v c v v c v c
2020	4_ashes	ashes	Taushiro	Taushiro	tuʔka	tuʔka	t u ʔ k a		646		Taushiro	Isolate	1 7 1 1 7	AXMBZ	TYHKA	23	23.T.C 23.Y.V 23.H.c 23.K.C 23.A.V	2.0 1.5 1.1 1.75 0.8	tuʔka	0	63	112	t u ʔ k a	t u ʔ k a	c v c c v
2131	4_ashes	ashes	Waorani	Sabela	gõdãi	gõdãi	g o d a i		646		Waorani	Isolate	1 7 1 7 7	AXBYZ	KUTAI	28	28.K.C 28.U.V 28.T.C 28.A.V 28.I.V	2.0 1.5 1.75 1.3 0.8	godai	0	65	114	g o d a i	g o d a i	c v c v v
2341	4_ashes	ashes	Bora	Bora	pá-ʧiíhʲɯ	pá-ʧiíhʲɯ	p a + tʃ i i hʲ ɯ		646		Boran	Boran	1 7 9 1 7 7 3 7	AX_AXYBZ	PA_TIIHI	5	5.P.C 5.A.V 5._._ 5.T.C 5.I.V 5.I.V 5.H.C 5.I.V	2.0 1.5 0.0 2.0 1.5 1.3 1.75 0.8	pa+tʃiihʲɯ	0	54	101 102	p a - + tʃ i i hʲ ɯ	p a + tʃ i i hʲ ɯ	c v + c v v c v
2342	4_ashes	ashes	Muinane	Muinane	bai-gííhɨ	bai-gííhɨ	b a i + g i i h ɨ		646		Boran	Boran	1 7 7 9 1 7 7 3 7	AXZ_AXYBZ	PAI_KIIHI	14	14.P.C 14.A.V 14.I.V 14._._ 14.K.C 14.I.V 14.I.V 14.H.C 14.I.V	2.0 1.5 0.8 0.0 2.0 1.5 1.3 1.75 0.8	bai+giihɨ	0	54	101 102	b a i + g i i h ɨ	b a i + g i i h ɨ	c v v + c v v c v
2738	4_ashes	ashes	AchuarShiwiar	Achuar	yukú̃ũ	yukú̃ũ	j u k uː		646		Chicham	Chicham	6 7 1 7	AXBZ	JYKY	1	1.J.C 1.Y.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8	jukuː	0	52	99	j u - k uː - - -	j u k uː	c v c v
3367	4_ashes	ashes	Shiwilu	Jebero	pendalu'	pendalu'	pˀ ə n ð a l u ʔ		646		Cahuapanan	Cahuapanan	1 7 4 3 7 5 7 1	AXMBYBYN	PENDALYH	21	21.P.C 21.E.V 21.N.c 21.D.C 21.A.V 21.L.C 21.Y.V 21.H.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	pˀənðaluʔ	0	62	111	pˀ ə n ð a l u ʔ	pˀ ə n ð a l u ʔ	c v c c v c v c
3546	4_ashes	ashes	Shuar	Shuar	yunkúnim	yunkúnim	j u ŋ k u n i m		646		Chicham	Chicham	6 7 4 1 7 4 7 4	AXMBYBYN	JYNKYNIM	22	22.J.C 22.Y.V 22.N.c 22.K.C 22.Y.V 22.N.C 22.I.V 22.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	juŋkunim	0	52	99	j u ŋ k u n i m	j u ŋ k u n i m	c v c c v c v c
3930	4_ashes	ashes	Urarina	Urarina	ahan̪ẽ́	ahan̪ẽ́	a h a n e		646		Urarina	Isolate	7 3 7 4 7	XBYBZ	AHANE	26	26.A.V 26.H.C 26.A.V 26.N.C 26.E.V	1.5 1.75 1.3 1.75 0.8	ahane	0	64	113	a h a n e	a h a n e	v c v c v
4215	4_ashes	ashes	Wampis	Huambisa	yunkunim	yunkunim	j u n k u n i m		646		Chicham	Chicham	6 7 4 1 7 4 7 4	AXMBYBYN	JYNKYNIM	27	27.J.C 27.Y.V 27.N.c 27.K.C 27.Y.V 27.N.C 27.I.V 27.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	junkunim	0	52	99	j u n k u n i m	j u n k u n i m	c v c c v c v c
4305	4_ashes	ashes	Yagua	Yagua	pupo	pupo	p u p o		646		Peba-Yagua	Peba-Yagua	1 7 1 7	AXBZ	PYPU	32	32.P.C 32.Y.V 32.P.C 32.U.V	2.0 1.5 1.75 0.8	pupo	0	68	117	p u p o	p u p o	c v c v
4511	4_ashes	ashes	Yanesha	Yanesha'	sapoeɲ	sapoeɲ	s a p o e ɲ		646		Arawakan	Arawakan	3 7 1 7 7 4	AXBYYN	SAPUEN	34	34.S.C 34.A.V 34.P.C 34.U.V 34.E.V 34.N.c	2.0 1.5 1.75 1.3 1.3 0.8	sapoeɲ	0	70	119	s a p o e ɲ	s a p o e ɲ	c v c v v c
5	5_at	at	Iquito	Iquito	=jina	=jina	h i n a		1461	at	Zaparoan	Zaparoan	3 7 4 7	AXBZ	HINA	11	11.H.C 11.I.V 11.N.C 11.A.V	2.0 1.5 1.75 0.8	hina	0	73	132	h i n a	h i n a	c v c v
702	5_at	at	Resigaro	Resígaro	ná	ná	n a		1461		Arawakan	Arawakan	4 7	AX	NA	20	20.N.C 20.A.V	2.0 1.5	na	0	74	133	n a	n a	c v
911	5_at	at	WitotoMinica	Minica Huitoto	mo	mo	m o		1461		Huitotoan	Huitotoan	4 7	AX	MU	29	29.M.C 29.U.V	2.0 1.5	mo	0	76	135	m o	m o	c v
1119	5_at	at	WitotoMurui	Murui Huitoto	mo	mo	m o		1461		Huitotoan	Huitotoan	4 7	AX	MU	30	30.M.C 30.U.V	2.0 1.5	mo	0	76	135	m o	m o	c v
1323	5_at	at	WitotoNipode	Nüpode Huitoto	mo	mo	m o		1461		Huitotoan	Huitotoan	4 7	AX	MU	31	31.M.C 31.U.V	2.0 1.5	mo	0	76	135	m o	m o	c v
2607	5_at	at	Bora	Bora	-βɯ	-βɯ	β ɯ		1461		Boran	Boran	3 7	AX	BI	5	5.B.C 5.I.V	2.0 1.5	βɯ	0	72	131	β ɯ	β ɯ	c v
2608	5_at	at	Muinane	Muinane	-βɨ	-βɨ	β ɨ		1461		Boran	Boran	3 7	AX	BI	14	14.B.C 14.I.V	2.0 1.5	βɨ	0	72	131	β ɨ	β ɨ	c v
2739	5_at	at	AchuarShiwiar	Achuar	-num	-num	n u m		1461	From examples and order this is the second most used form: -nam	Chicham	Chicham	4 7 4	AXN	NYM	1	1.N.C 1.Y.V 1.M.c	2.0 1.5 0.8	num	0	71	130	n u m	n u m	c v c
3368	5_at	at	Shiwilu	Jebero	=k	=k	k		1461		Cahuapanan	Cahuapanan	1	A	K	21	21.K.C	2.0	k	0	75	134	k -	k	c
3547	5_at	at	Shuar	Shuar	-nam	-nam	n a m		1461	With consonant-ending nouns	Chicham	Chicham	4 7 4	AXN	NAM	22	22.N.C 22.A.V 22.M.c	2.0 1.5 0.8	nam	0	71	130	n a m	n a m	c v c
3548	5_at	at	Shuar	Shuar	-num	-num	n u m		1461	With vowel-ending nouns	Chicham	Chicham	4 7 4	AXN	NYM	22	22.N.C 22.Y.V 22.M.c	2.0 1.5 0.8	num	0	71	130	n u m	n u m	c v c
4040	5_at	at	Urarina	Urarina	kɨ́	kɨ́	k i		1461		Urarina	Isolate	1 7	AX	KI	26	26.K.C 26.I.V	2.0 1.5	ki	0	75	134	k i	k i	c v
4246	5_at	at	Wampis	Huambisa	-num / nam / -i	-num	n u m		1461	locative postposition -num / nam /- i	Chicham	Chicham	4 7 4	AXN	NYM	27	27.N.C 27.Y.V 27.M.c	2.0 1.5 0.8	num	0	71	130	n u m	n u m	c v c
4247	5_at	at	Wampis	Huambisa	-num / nam / -i	nam	n a m		1461	locative postposition -num / nam /- i	Chicham	Chicham	4 7 4	AXN	NAM	27	27.N.C 27.A.V 27.M.c	2.0 1.5 0.8	nam	0	71	130	n a m	n a m	c v c
4248	5_at	at	Wampis	Huambisa	-num / nam / -i	-i	i		1461	locative postposition -num / nam /- i	Chicham	Chicham	7	X	I	27	27.I.V	1.5	i	0	78	137	i	i	v
4662	5_at	at	Yanesha	Yanesha'	-o	-o	o		1461		Arawakan	Arawakan	7	X	U	34	34.U.V	1.5	o	0	77	136	o	o	v
4665	5_at	at	Zaparo	Záparo	=hinya	=hinya	h i ɲ a		1461		Zaparoan	Zaparoan	3 7 4 7	AXBZ	HINA	35	35.H.C 35.I.V 35.N.C 35.A.V	2.0 1.5 1.75 0.8	hiɲa	0	73	132	h i ɲ a	h i ɲ a	c v c v
6	6_backpersons	back (person's)	Iquito	Iquito	jiwíriku	jiwíriku	h i w i r i k u		1291	back	Zaparoan	Zaparoan	3 7 6 7 5 7 1 7	AXBYBYBZ	HIWIRIKY	11	11.H.C 11.I.V 11.W.C 11.I.V 11.R.C 11.I.V 11.K.C 11.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hiwiriku	0	83	153	h i w i r i k u	h i w i r i k u	c v c v c v c v
333	6_backpersons	back (person's)	Ocaina	Ocaina	hɯɯʔxo	hɯɯʔxo	h ɯː ʔ x o		1291		Huitotoan	Huitotoan	3 7 1 3 7	AXBCZ	HIHGU	16	16.H.C 16.I.V 16.H.C 16.G.C 16.U.V	2.0 1.5 1.75 1.5 0.8	hɯːʔxo	0	87	158	h ɯː ʔ x - - o	h ɯː ʔ x o	c v c c v
334	6_backpersons	back (person's)	Ocaina	Ocaina	hɯɯʔxomó	hɯɯʔxomó	h ɯː ʔ x o m o		1291		Huitotoan	Huitotoan	3 7 1 3 7 4 7	AXBCYBZ	HIHGUMU	16	16.H.C 16.I.V 16.H.C 16.G.C 16.U.V 16.M.C 16.U.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	hɯːʔxomo	0	87	158	h ɯː ʔ x o m o	h ɯː ʔ x o m o	c v c c v c v
585	6_backpersons	back (person's)	Resigaro	Resígaro	βán̥í	βán̥í	β a n̥ i		1291		Arawakan	Arawakan	3 7 4 7	AXBZ	BANI	20	20.B.C 20.A.V 20.N.C 20.I.V	2.0 1.5 1.75 0.8	βan̥i	0	89	160	β a n̥ i	β a n̥ i	c v c v
760	6_backpersons	back (person's)	WitotoMinica	Minica Huitoto	emódo	emódo	e m o d o		1291		Huitotoan	Huitotoan	7 4 7 1 7	XBYBZ	EMUTU	29	29.E.V 29.M.C 29.U.V 29.T.C 29.U.V	1.5 1.75 1.3 1.75 0.8	emodo	0	94	166	e m o d o	e m o d o	v c v c v
761	6_backpersons	back (person's)	WitotoMinica	Minica Huitoto	heráɯkɯ	heráɯkɯ	h e ɾ a ɯ k ɯ		1291		Huitotoan	Huitotoan	3 7 5 7 7 1 7	AXBYYBZ	HERAIKI	29	29.H.C 29.E.V 29.R.C 29.A.V 29.I.V 29.K.C 29.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	heɾaɯkɯ	0	95	167	h e ɾ a ɯ k ɯ	h e ɾ a ɯ k ɯ	c v c v v c v
762	6_backpersons	back (person's)	WitotoMinica	Minica Huitoto	ɸekániko	ɸekániko	ɸ e k a n i k o		1291		Huitotoan	Huitotoan	3 7 1 7 4 7 1 7	AXBYBYBZ	BEKANIKU	29	29.B.C 29.E.V 29.K.C 29.A.V 29.N.C 29.I.V 29.K.C 29.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ɸekaniko	0	100	173	ɸ e k a n i k o	ɸ e k a n i k o	c v c v c v c v
978	6_backpersons	back (person's)	WitotoMurui	Murui Huitoto	emodo	emodo	e m o d o		1291		Huitotoan	Huitotoan	7 4 7 1 7	XBYBZ	EMUTU	30	30.E.V 30.M.C 30.U.V 30.T.C 30.U.V	1.5 1.75 1.3 1.75 0.8	emodo	0	94	166	e m o d o	e m o d o	v c v c v
1188	6_backpersons	back (person's)	WitotoNipode	Nüpode Huitoto	heráɯkɯ	heráɯkɯ	h e ɾ a ɯ k ɯ		1291		Huitotoan	Huitotoan	3 7 5 7 7 1 7	AXBYYBZ	HERAIKI	31	31.H.C 31.E.V 31.R.C 31.A.V 31.I.V 31.K.C 31.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	heɾaɯkɯ	0	95	167	h e ɾ a ɯ k ɯ	h e ɾ a ɯ k ɯ	c v c v v c v
1387	6_backpersons	back (person's)	Aguaruna	Aguaruna	tuntup	tuntup	t ʊ n t ʊ p		1291		Chicham	Chicham	1 7 4 1 7 1	AXMBYN	TYNTYP	2	2.T.C 2.Y.V 2.N.c 2.T.C 2.Y.V 2.P.c	2.0 1.5 1.1 1.75 1.3 0.8	tʊntʊp	0	79	149	t ʊ n t ʊ p -	t ʊ n t ʊ p	c v c c v c
1661	6_backpersons	back (person's)	Candoshi-Shapra	Candoshi-Shapra	kooʃitʃ	kooʃitʃ	k oː ʃ i tʃ		1291		Candoshi-Shapra	Isolate	1 7 3 7 1	AXBYN	KUSIT	6	6.K.C 6.U.V 6.S.C 6.I.V 6.T.c	2.0 1.5 1.75 1.3 0.8	koːʃitʃ	0	80	150	k oː ʃ i tʃ	k oː ʃ i tʃ	c v c v c
1773	6_backpersons	back (person's)	Chayahuita	Shawi	pinɨn	pinɨn	p i n ɨ n		1291		Cahuapanan	Cahuapanan	1 7 4 7 4	AXBYN	PININ	8	8.P.C 8.I.V 8.N.C 8.I.V 8.N.c	2.0 1.5 1.75 1.3 0.8	pinɨn	0	81	151	p i n ɨ n	p i n ɨ n	c v c v c
1900	6_backpersons	back (person's)	Muniche	Muniche	tumɾɨʔɨ	tumɾɨʔɨ	t u m ɾ ɨ ʔ ɨ		1291		Muniche	Isolate	1 7 4 5 7 1 7	AXBCYBZ	TYMRIHI	15	15.T.C 15.Y.V 15.M.C 15.R.C 15.I.V 15.H.C 15.I.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	tumɾɨʔɨ	0	86	157	t u m ɾ ɨ ʔ ɨ	t u m ɾ ɨ ʔ ɨ	c v c c v c v
2021	6_backpersons	back (person's)	Taushiro	Taushiro	aʔxontɨʔna_ʔku	aʔxontɨʔna_ʔku	a ʔ x o n t ɨ ʔ n a + ʔ k u		1291		Taushiro	Isolate	7 1 3 7 4 1 7 1 4 7 9 1 1 7	XBCYMBYBCZ_ACZ	AHGUNTIHNA_HKY	23	23.A.V 23.H.C 23.G.C 23.U.V 23.N.c 23.T.C 23.I.V 23.H.C 23.N.C 23.A.V 23._._ 23.H.C 23.K.C 23.Y.V	1.5 1.75 1.5 1.3 1.1 1.75 1.3 1.75 1.5 0.8 0.0 2.0 1.5 0.8	aʔxontɨʔna+ʔku	0	91	162 163	a ʔ x o n t ɨ ʔ n a + ʔ k u	a ʔ x o n t ɨ ʔ n a + ʔ k u	v c c v c c v c c v + c c v
2132	6_backpersons	back (person's)	Waorani	Sabela	tækæjabæ	tækæjabæ	t æ k æ j a b æ		1291		Waorani	Isolate	1 7 1 7 6 7 1 7	AXBYBYBZ	TEKEJAPE	28	28.T.C 28.E.V 28.K.C 28.E.V 28.J.C 28.A.V 28.P.C 28.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tækæjabæ	0	93	165	t æ k æ j a b æ	t æ k æ j a b æ	c v c v c v c v
2740	6_backpersons	back (person's)	AchuarShiwiar	Achuar	tuntúp	tuntúp	t u n t u p		1291		Chicham	Chicham	1 7 4 1 7 1	AXMBYN	TYNTYP	1	1.T.C 1.Y.V 1.N.c 1.T.C 1.Y.V 1.P.c	2.0 1.5 1.1 1.75 1.3 0.8	tuntup	0	79	149	t u n t u p -	t u n t u p	c v c c v c
3369	6_backpersons	back (person's)	Shiwilu	Jebero	pitek	pitek	p i tˀ ə k		1291		Cahuapanan	Cahuapanan	1 7 1 7 1	AXBYN	PITEK	21	21.P.C 21.I.V 21.T.C 21.E.V 21.K.c	2.0 1.5 1.75 1.3 0.8	pitˀək	0	90	161	p i tˀ ə k	p i tˀ ə k	c v c v c
3549	6_backpersons	back (person's)	Shuar	Shuar	tuntupe	tuntupe	t u n t u p ɨ		1291		Chicham	Chicham	1 7 4 1 7 1 7	AXMBYBZ	TYNTYPI	22	22.T.C 22.Y.V 22.N.c 22.T.C 22.Y.V 22.P.C 22.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	tuntupɨ	0	79	149	t u n t u p ɨ	t u n t u p ɨ	c v c c v c v
3959	6_backpersons	back (person's)	Urarina	Urarina	han̪ũd̺í	han̪ũd̺í	h a n u d i		1291		Urarina	Isolate	3 7 4 7 1 7	AXBYBZ	HANYTI	26	26.H.C 26.A.V 26.N.C 26.Y.V 26.T.C 26.I.V	2.0 1.5 1.75 1.3 1.75 0.8	hanudi	0	92	164	h a n u d i	h a n u d i	c v c v c v
4144	6_backpersons	back (person's)	Wampis	Huambisa	tuntup	tuntup	t u n t u p		1291		Chicham	Chicham	1 7 4 1 7 1	AXMBYN	TYNTYP	27	27.T.C 27.Y.V 27.N.c 27.T.C 27.Y.V 27.P.c	2.0 1.5 1.1 1.75 1.3 0.8	tuntup	0	79	149	t u n t u p -	t u n t u p	c v c c v c
4283	6_backpersons	back (person's)	Yagua	Yagua	sata_sa	sata_sa	s a t a + s a		1291		Peba-Yagua	Peba-Yagua	3 7 1 7 9 3 7	AXBZ_AX	SATA_SA	32	32.S.C 32.A.V 32.T.C 32.A.V 32._._ 32.S.C 32.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	sata+sa	0	96	168 169	s a t a + s a	s a t a + s a	c v c v + c v
4476	6_backpersons	back (person's)	Yanesha	Yanesha'	tʃeˀɲets	tʃeˀɲets	tʃ e ʔ ɲ e ts		1291		Arawakan	Arawakan	1 7 1 4 7 2	AXBCYN	TEHNEC	34	34.T.C 34.E.V 34.H.C 34.N.C 34.E.V 34.C.c	2.0 1.5 1.75 1.5 1.3 0.8	tʃeʔɲets	0	98	171	tʃ e ʔ ɲ e ts	tʃ e ʔ ɲ e ts	c v c c v c
4666	6_backpersons	back (person's)	Zaparo	Záparo	ushiawku	ushiawku	u ʃ i au k u		1291		Zaparoan	Zaparoan	7 3 7 7 1 7	XBYYBZ	YSIAKY	35	35.Y.V 35.S.C 35.I.V 35.A.V 35.K.C 35.Y.V	1.5 1.75 1.3 1.3 1.75 0.8	uʃiauku	0	99	172	u ʃ i au k u	u ʃ i au k u	v c v v c v
7	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	Iquito	Iquito	sɨɨ́sana	sɨɨ́sana	s ɨː s a n a		1292	bad	Zaparoan	Zaparoan	3 7 3 7 4 7	AXBYBZ	SISANA	11	11.S.C 11.I.V 11.S.C 11.A.V 11.N.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sɨːsana	0	103	183	s ɨː s a n a	s ɨː s a n a	c v c v c v
201	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	Ticuna	Ticuna	chiʼ̂è	chiʼ̂è	tɕ i ʔ e		1292	be bad	Ticuna-Yuri	Ticuna-Yuri	2 7 1 7	AXBZ	CIHE	25	25.C.C 25.I.V 25.H.C 25.E.V	2.0 1.5 1.75 0.8	tɕiʔe	0	114	196	tɕ i ʔ e	tɕ i ʔ e	c v c v
438	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	Ocaina	Ocaina	ɯìɯìra	ɯìɯìra	ɯ i ɯ i r a		1292		Huitotoan	Huitotoan	7 7 7 7 5 7	XYYYBZ	IIIIRA	16	16.I.V 16.I.V 16.I.V 16.I.V 16.R.C 16.A.V	1.5 1.3 1.3 1.3 1.75 0.8	ɯiɯira	0	108	190	ɯ i ɯ i r a	ɯ i ɯ i r a	v v v v c v
603	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	Resigaro	Resígaro	matsʰíβaʔnúʔ	matsʰíβaʔnúʔ	m a tsʰ i β a ʔ n u ʔ		1292		Arawakan	Arawakan	4 7 2 7 3 7 1 4 7 1	AXBYBYBCYN	MACIBAHNYH	20	20.M.C 20.A.V 20.C.C 20.I.V 20.B.C 20.A.V 20.H.C 20.N.C 20.Y.V 20.H.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.5 1.3 0.8	matsʰiβaʔnuʔ	0	110	192	m a tsʰ i β a ʔ n u ʔ	m a tsʰ i β a ʔ n u ʔ	c v c v c v c c v c
835	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	WitotoMinica	Minica Huitoto	ɸɯénìde	ɸɯénìde	ɸ ɯ e n i d e		1292		Huitotoan	Huitotoan	3 7 7 4 7 1 7	AXYBYBZ	BIENITE	29	29.B.C 29.I.V 29.E.V 29.N.C 29.I.V 29.T.C 29.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	ɸɯenide	0	118	201	ɸ ɯ e n i d e	ɸ ɯ e n i d e	c v v c v c v
1051	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	WitotoMurui	Murui Huitoto	maraiɲede	maraiɲede	m a r ai ɲ e d e		1292		Huitotoan	Huitotoan	4 7 5 7 4 7 1 7	AXBYBYBZ	MARANETE	30	30.M.C 30.A.V 30.R.C 30.A.V 30.N.C 30.E.V 30.T.C 30.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	maraiɲede	0	119	202	m a r ai ɲ e d e	m a r ai ɲ e d e	c v c v c v c v
1257	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	WitotoNipode	Nüpode Huitoto	puénìde	puénìde	p u e n i d e		1292		Huitotoan	Huitotoan	1 7 7 4 7 1 7	AXYBYBZ	PYENITE	31	31.P.C 31.Y.V 31.E.V 31.N.C 31.I.V 31.T.C 31.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	puenide	0	118	201	p u e n i d e	p u e n i d e	c v v c v c v
1388	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	Aguaruna	Aguaruna	katsɨk	katsɨk	k a ts ɨ k		1292		Chicham	Chicham	1 7 2 7 1	AXBYN	KACIK	2	2.K.C 2.A.V 2.C.C 2.I.V 2.K.c	2.0 1.5 1.75 1.3 0.8	katsɨk	0	102	182	k a ts ɨ k	k a ts ɨ k	c v c v c
1527	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	Arabela	Arabela	sesaaka	sesaaka	s ɨ s aː k a		1292		Zaparoan	Zaparoan	3 7 3 7 1 7	AXBYBZ	SISAKA	4	4.S.C 4.I.V 4.S.C 4.A.V 4.K.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sɨsaːka	0	103	183	s ɨ s aː k a	s ɨ s aː k a	c v c v c v
1662	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	Candoshi-Shapra	Candoshi-Shapra	jootaɾiita	jootaɾiita	j oː t a ɾ iː t a		1292		Candoshi-Shapra	Isolate	6 7 1 7 5 7 1 7	AXBYBYBZ	JUTARITA	6	6.J.C 6.U.V 6.T.C 6.A.V 6.R.C 6.I.V 6.T.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	joːtaɾiːta	0	105	187	j oː t a ɾ iː t a	j oː t a ɾ iː t a	c v c v c v c v
1901	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	Muniche	Muniche	smecu	smecu	s m e c u		1292		Muniche	Isolate	3 4 7 1 7	ACXBZ	SMECY	15	15.S.C 15.M.C 15.E.V 15.C.C 15.Y.V	2.0 1.5 1.5 1.75 0.8	smecu	0	107	189	s m e c u	s m e c u	c c v c v
2022	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	Taushiro	Taushiro	jaʔkantu	jaʔkantu	j a ʔ k a n t u		1292		Taushiro	Isolate	6 7 1 1 7 4 1 7	AXMBYMBZ	JAHKANTY	23	23.J.C 23.A.V 23.H.c 23.K.C 23.A.V 23.N.c 23.T.C 23.Y.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	jaʔkantu	0	113	195	j a ʔ k a n t u	j a ʔ k a n t u	c v c c v c c v
2133	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	Waorani	Sabela	wẽdæ_wẽdæ	wẽdæ_wẽdæ	w e d æ + w e d æ		1292		Waorani	Isolate	6 7 1 7 9 6 7 1 7	AXBZ_AXBZ	WETE_WETE	28	28.W.C 28.E.V 28.T.C 28.E.V 28._._ 28.W.C 28.E.V 28.T.C 28.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	wedæ+wedæ	0	117	199 200	w e d æ + w e d æ	w e d æ + w e d æ	c v c v + c v c v
2441	7_baddeleteriousorunsuitable	bad (deleterious or unsuitable)	Bora	Bora	ími-tʰʲɯ́-ne	ími-tʰʲɯ́-ne	i m i + tʰʲ ɯ + n ɛ		1292		Boran	Boran	7 4 7 9 1 7 9 4 7	XBZ_AX_AX	IMI_TI_NE	5	5.I.V 5.M.C 5.I.V 5._._ 5.T.C 5.I.V 5._._ 5.N.C 5.E.V	1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5	imi+tʰʲɯ+nɛ	0	104	184 185 186	i m i + tʰʲ ɯ + n ɛ	i m i + tʰʲ ɯ + n ɛ	v c v + c v + c v
