ID	STRUCTURE	FREQUENCY	AchuarShiwiar	Aguaruna	Andoa	Arabela	Bora	Candoshi-Shapra	Chayahuita	Chibito	Coeruna	Iquito	Juri	MiranhaCarapana-Tapuya	Muinane	Muniche	Ocaina	Omurano	Pebas	Proto-Bora-Muinane	Resigaro	Shiwilu	Shuar	Taushiro	Tequiraca	Ticuna	Urarina	Wampis	Waorani	WitotoMinica	WitotoMurui	WitotoNipode	Yagua	Yameo	Yanesha	Zaparo	COGNATESETS	CONCEPTS
5	C	50	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ʔ	Ø	Ø	Ø	Ø	Ø	tʲ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	d	d	d	Ø	Ø	Ø	Ø	259:8, 431:6, 593:6, 640:1, 663:6, 1055:0, 1160:8, 1301:5, 1304:5, 1407:4, 1444:6, 1536:4, 1600:6, 1672:3, 1832:2, 1832:9, 1861:4, 1939:4, 2233:3, 2263:8, 2284:5, 2391:0, 2423:3, 2453:5, 2521:6, 2562:5, 2592:6, 2603:4, 2605:1, 2605:4, 2641:3, 2690:2, 2712:12, 2732:6, 2755:5, 2783:6, 2815:5, 2874:4, 3022:6, 3069:7, 3177:0, 3292:8, 3388:8, 3403:6, 3642:4, 1020:0, 1653:4, 1673:3, 511:3, 525:0	back (person's) / black / blood / dry (substance) / dull (knife) / feather (larger feathers rather than down) / green / heavy / leg / nose / not / one / red / rotten (especially log) / see / sharp (as knife) / sleep / smooth / star / stick (of wood) / there / thick / thin / to bite / to cut / to fly / to hear / to live / to pull / to push / to sew / to smell (perceive odor) / to split / to squeeze / to swim / to think / to throw / to tie / to vomit / to wash / tooth (front rather than molar) / when? / white / with (accompanying) / yellow
7	C	29	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɾ	r	ɾ	Ø	Ø	Ø	Ø	259:5, 431:3, 539:1, 595:0, 640:6, 685:1, 777:0, 922:6, 1078:3, 1160:5, 1283:0, 1301:0, 1444:3, 1600:0, 1600:3, 1672:0, 2084:0, 2263:5, 2540:0, 3022:3, 3069:4, 3145:2, 3292:2, 3292:5, 3388:5, 3463:4, 3568:1, 522:2, 561:2	back (person's) / bark / black / dry (substance) / far / green / heavy / in / lake / leg / long / near / old / red / rope / rotten (especially log) / sharp (as knife) / smooth / stick (of wood) / to dig / to eat / to sing / when? / white / wind / woman / yellow
11	C	23	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	h	h	h	Ø	Ø	Ø	Ø	119:0, 542:0, 593:0, 1120:0, 1160:0, 1259:0, 1342:0, 1444:0, 1618:0, 1752:0, 1832:0, 2263:0, 2562:0, 2641:0, 2815:0, 2947:0, 3145:0, 3403:0, 3454:0, 3503:0, 561:0, 3357:0, 522:0	ashes / back (person's) / belly / black / dog / dull (knife) / ear / egg / in / lake / other / red / root / sharp (as knife) / snake / sun / there / thick / to cut / to smell (perceive odor) / to wash / water / wind
18	C	23	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	n	n	Ø	Ø	Ø	Ø	308:1, 922:3, 1218:4, 1259:4, 1504:2, 1536:1, 1703:0, 1939:1, 2360:2, 2453:2, 2755:2, 2917:2, 2947:2, 2952:0, 2952:2, 3022:0, 3041:0, 3041:3, 3042:0, 3042:3, 3403:3, 493:1, 992:0	all (of a number) / dull (knife) / hand / husband / near / night / river / root / sky / sleep / stone / to bite / to kill / to pull / to tie / two / water / when? / where?
28	C	22	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	Ø	Ø	m	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	m	m	Ø	Ø	Ø	Ø	259:0, 268:0, 409:2, 431:0, 535:0, 704:4, 807:1, 867:0, 867:2, 981:2, 1055:2, 1078:6, 1218:2, 1504:0, 1752:4, 2360:0, 2603:1, 2712:2, 2917:0, 3258:1, 511:1, 672:3	at / back (person's) / green / heart / heavy / in / long / louse / name / new / not / old / river / sky / sun / to kill / to squeeze / to think / two / ye
38	C	21	Ø	Ø	Ø	Ø	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	Ø	m	Ø	Ø	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	m	m	Ø	Ø	Ø	Ø	218:4, 464:0, 569:2, 662:1, 1082:2, 1229:0, 1368:0, 1388:3, 1582:0, 1645:0, 1669:1, 2119:0, 2884:1, 2901:0, 2955:0, 3171:0, 3242:1, 866:0, 1369:0, 3312:0, 3601:0	bad (deleterious or unsuitable) / big / day (opposite of night rather than time measure) / father / grass / how / leaf / name / old / river / sea (ocean) / see / star / stick (of wood) / to eat / tree / two / we / with (accompanying) / ye
44	C	18	Ø	Ø	n	n	Ø	Ø	-	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	n	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	987:0, 1093:0, 1387:0, 1523:4, 1568:1, 1997:1, 2092:4, 2345:3, 2570:5, 155:0, 363:1, 694:4, 3517:0, 851:0, 851:4, 2834:0, 3073:2, 3372:2	I / eye / head / louse / night / nose / one / see / sleep / smoke (of fire) / to come / to drink / to kill / to spit / tongue / tree / who?
16	C	14	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	350:2, 364:0, 649:3, 662:7, 1089:3, 1325:0, 1498:0, 1582:5, 1733:0, 1794:2, 2930:0, 3395:11, 3613:2, 3636:5	bad (deleterious or unsuitable) / big / dull (knife) / father / feather (larger feathers rather than down) / he / head / liver / one / sand / sky / sun / there / water
17	C	14	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	t	t	ɗ	Ø	Ø	Ø	Ø	593:3, 595:3, 663:3, 1055:6, 1752:2, 2012:3, 2084:3, 2213:0, 2213:3, 2263:2, 2360:5, 2540:3, 2592:3, 2732:3	black / not / sun / to come / to cut / to dig / to eat / to flow / to kill / to push / to sing / to split / to throw
26	C	13	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɸ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɸ	ɸ	p	Ø	Ø	Ø	Ø	100:2, 542:2, 1301:2, 1703:2, 2233:0, 2521:3, 2712:7, 2852:2, 3145:4, 3388:2, 3454:2, 844:0, 1020:3	dry (substance) / ear / flower / in / mouth / nose / rotten (especially log) / stone / to fly / to sew / to think / tongue / wind
24	C	10	Ø	Ø	Ø	Ø	kʷ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	g	Ø	Ø	Ø	Ø	g	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	23:5, 364:2, 649:1, 695:0, 811:0, 1267:0, 1325:2, 1524:2, 1645:8, 2860:1	fire / head / liver / louse / mountain / rope / sand / sleep / star / tooth (front rather than molar)
25	C	10	Ø	Ø	Ø	Ø	ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ʔ	Ø	Ø	Ø	Ø	ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	73:3, 133:3, 970:2, 1011:6, 1040:2, 1210:3, 1325:7, 1669:4, 2884:4, 2955:2	five / foot / new / nose / not / river / sand / stick (of wood) / tree / we
36	C	9	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɸ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	θ	θ	t	Ø	Ø	Ø	Ø	100:0, 119:2, 1304:0, 1316:2, 2453:0, 2874:1, 3069:1, 3388:0, 1673:5	ashes / dry (substance) / flower / rotten (especially log) / salt / stick (of wood) / to pull / tooth (front rather than molar) / white
39	C	9	Ø	Ø	Ø	Ø	tʰ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	t	Ø	Ø	Ø	Ø	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	d	Ø	Ø	Ø	487:0, 1011:0, 1041:0, 1141:0, 1210:0, 1711:3, 3115:0, 3395:8, 2327:0	dull (knife) / husband / nose / not / red / river / straight / to hunt (game) / wife
31	C	8	Ø	Ø	Ø	Ø	kʰ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	Ø	Ø	Ø	Ø	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	23:0, 988:3, 1082:0, 1524:0, 1645:3, 2747:3, 3306:0, 3613:0	bone / day (opposite of night rather than time measure) / father / fire / night / old / sleep / star
42	C	8	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	b	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	b	b	b	Ø	Ø	Ø	Ø	704:1, 1304:2, 1342:2, 2012:0, 2592:0, 2732:0, 3292:0, 3081:0	belly / louse / rotten (especially log) / to come / to split / to throw / who? / yellow
47	C	8	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	dʒ	dʒ	dʒ	Ø	Ø	Ø	Ø	126:1, 1579:2, 1717:1, 1861:0, 2562:2, 3108:1, 3179:1, 1369:4	big / cloud / fog / sea (ocean) / smoke (of fire) / thin / to smell (perceive odor) / wide
69	C	7	Ø	Ø	m	m	Ø	Ø	Ø	Ø	Ø	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	w	Ø	Ø	m	1523:0, 2345:1, 3265:1, 567:2, 1289:0, 3184:0, 3517:2	eye / leaf / rotten (especially log) / sleep / to kill / woman / year
92	C	7	Ø	Ø	h	h	Ø	Ø	Ø	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	h	Ø	w	Ø	Ø	Ø	Ø	Ø	Ø	h	1689:4, 3184:4, 3627:2, 648:4, 1568:3, 141:3, 155:2	feather (larger feathers rather than down) / foot / liver / nose / smoke (of fire) / stone / woman
40	C	6	Ø	Ø	Ø	Ø	tsʰ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	s	Ø	Ø	Ø	Ø	ts	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	218:0, 797:0, 1089:0, 1111:0, 1711:0, 3395:0	dull (knife) / grass / mother / one / other / straight
41	C	6	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɲ	423:1, 1387:4, 1932:2, 1997:3, 2276:4, 2407:3	heavy / see / to bite / to come / to hear / to live
63	C	6	Ø	Ø	Ø	Ø	pʰ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɸ	Ø	Ø	Ø	Ø	p	p	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	530:0, 988:0, 2978:0, 2978:2, 3266:0, 2720:0	in / night / to throw / wet / year
50	C	5	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	g	g	g	Ø	Ø	Ø	Ø	1280:2, 3177:2, 3463:2, 3503:3, 3642:1	bark / egg / feather (larger feathers rather than down) / rope / with (accompanying)
134	C	5	Ø	Ø	Ø	Ø	β	Ø	Ø	Ø	Ø	Ø	Ø	Ø	β	Ø	Ø	Ø	p	β	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	p	-	Ø	Ø	239:0, 1711:8, 3395:5, 2327:2, 3061:0	at / dull (knife) / straight / to hunt (game) / white
57	C	4	Ø	Ø	Ø	Ø	tʃ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	g	Ø	Ø	Ø	Ø	g	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	12:3, 2277:0, 3282:0, 3413:0	ashes / dust / to hear / yellow
58	C	4	Ø	Ø	Ø	Ø	hʲ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	h	Ø	Ø	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	12:5, 515:5, 842:2, 3413:2	ashes / dust / if / mouth
60	C	4	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	h	Ø	Ø	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	397:0, 1107:0, 3229:0, 3468:0	earth (soil) / heart / here / worm
62	C	4	Ø	Ø	Ø	Ø	ɲ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1107:3, 1607:2, 2901:3, 3468:2	earth (soil) / here / snake / two
86	C	4	Ø	Ø	kʷ	kʷ	Ø	Ø	Ø	Ø	Ø	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	217:4, 1269:6, 155:4, 1289:2	grass / nose / rope / rotten (especially log)
93	C	4	Ø	Ø	s	s	Ø	Ø	Ø	Ø	Ø	s	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ts	1689:2, 3627:5, 1932:0, 2993:2	feather (larger feathers rather than down) / stone / to bite / what?
148	C	4	Ø	Ø	t	t	Ø	Ø	Ø	Ø	Ø	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	t	Ø	d	Ø	Ø	Ø	Ø	Ø	Ø	t	1110:0, 2276:0, 141:1, 2834:2	foot / other / to hear / tongue
77	C	3	Ø	Ø	Ø	Ø	ɲ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɲ	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	530:2, 1141:7, 2978:5	in / red / wet
78	C	3	Ø	Ø	Ø	Ø	ɾ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	r	Ø	Ø	Ø	Ø	r	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1107:6, 1645:5, 3580:2	fat (organic substance) / here / star
79	C	3	Ø	Ø	Ø	Ø	h.pʰ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɸ	Ø	Ø	Ø	Ø	p.p	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1111:3, 1141:3, 2930:3	other / red / water
80	C	3	Ø	Ø	Ø	ɾ	Ø	Ø	Ø	Ø	Ø	r	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	r	2570:1, 3012:2, 3265:3	to spit / when? / year
91	C	3	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɲ̥	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	n	n	Ø	Ø	Ø	Ø	1685:3, 2882:4, 3312:2	day (opposite of night rather than time measure) / stick (of wood) / tree
126	C	3	Ø	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	j	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	dʒ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	j	217:0, 1269:4, 1127:2	grass / person / rope
145	C	3	Ø	Ø	Ø	Ø	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	Ø	m̥	Ø	Ø	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	m	m	Ø	Ø	Ø	Ø	866:2, 1685:1, 2882:1	name / stick (of wood) / tree
97	C	2	Ø	Ø	Ø	Ø	h.tsʰ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	s	Ø	Ø	Ø	Ø	t.ts	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	121:0, 302:2	fog / hand
98	C	2	Ø	Ø	Ø	Ø	h.kʰ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k.k	Ø	Ø	Ø	Ø	k.k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	218:2, 1711:5	grass / straight
99	C	2	Ø	Ø	Ø	Ø	ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	302:0, 515:0	hand / if
101	C	2	Ø	Ø	Ø	Ø	ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	569:0, 3519:0	eye / leaf
104	C	2	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɲ	987:2, 2302:3	night / to hit
105	C	2	Ø	Ø	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	Ø	Ø	Ø	Ø	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	988:2, 2747:2	bone / night
107	C	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	d	t	d	Ø	Ø	Ø	Ø	1133:3, 2371:4	say / to know (facts)
117	C	2	Ø	Ø	s	s	Ø	Ø	Ø	Ø	Ø	s	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	s	217:2, 694:0	grass / louse
133	C	2	Ø	Ø	h	h	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	h	1093:6, 2859:3	one / tooth (front rather than molar)
142	C	2	Ø	Ø	h	h	Ø	Ø	Ø	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	hʷ	1307:3, 2276:2	salt / to hear
153	C	2	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	n	n	Ø	n	Ø	Ø	ɲ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	672:1, 2737:0	bone / long
156	C	2	Ø	Ø	Ø	Ø	Ø	Ø	ɾ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	l	tˀ	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	2295:3, 2840:5	to hit / tongue
157	C	2	Ø	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɲ	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	Ø	2295:5, 2840:0	to hit / tongue
161	C	1	Ø	Ø	Ø	Ø	tsʰ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	s	Ø	Ø	Ø	Ø	s	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	73:0	five
162	C	1	Ø	Ø	Ø	Ø	h.tsʰ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	s	Ø	Ø	Ø	Ø	ts.ts	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	73:5	five
163	C	1	Ø	Ø	k	kʷ	Ø	Ø	Ø	Ø	Ø	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	kʷ	77:0	I
164	C	1	Ø	Ø	h	-	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	hʲ	77:2	I
167	C	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɸ	ɸ	g	Ø	Ø	Ø	Ø	119:4	ashes
170	C	1	Ø	Ø	Ø	Ø	h.tʰ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	t	Ø	Ø	Ø	Ø	t.t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	133:0	foot
181	C	1	Ø	Ø	Ø	Ø	pʲ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	b	Ø	Ø	Ø	Ø	b	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	353:3	he
183	C	1	Ø	Ø	Ø	Ø	Ø	m	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	365:0	head
184	C	1	Ø	Ø	Ø	Ø	Ø	-	ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	365:4	head
189	C	1	Ø	Ø	Ø	k	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	423:3	heavy
196	C	1	Ø	Ø	Ø	Ø	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	dʒ	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	464:2	how
197	C	1	Ø	Ø	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	tʃ	Ø	Ø	Ø	Ø	tʃ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	515:2	if
198	C	1	Ø	Ø	Ø	Ø	tʃʰ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	tʃ	Ø	Ø	Ø	Ø	tʃ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	515:3	if
201	C	1	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	∼	Ø	Ø	-	567:4	leaf
203	C	1	Ø	Ø	Ø	w	Ø	Ø	Ø	Ø	Ø	w	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	w	648:2	liver
206	C	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ʔ	Ø	Ø	-	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	672:5	long
207	C	1	Ø	Ø	kʷ	kʷ	Ø	Ø	Ø	Ø	Ø	kʷ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	694:2	louse
208	C	1	Ø	Ø	h	h	Ø	Ø	Ø	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	w	694:6	louse
210	C	1	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɲ	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	695:2	louse
