ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	ALIGNMENT	COGID	COGIDS	SOURCE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
3145	Juri	egg	eaté	eaté	e a t e	Martius: ovum	Ticuna-Yuri	e a t e	3496	810	Martius1867	7 7 1 7	XYBZ	EATE	12	12.E.V 12.A.V 12.T.C 12.E.V	1.5 1.3 1.75 0.8	eate	0
3394	Shiwilu	egg	kadu’	kadu’	k a ð u ʔ	None	Cahuapanan	k a ð u ʔ	3495	808	Valenzuela2012	1 7 3 7 1	AXBYN	KADYH	21	21.K.C 21.A.V 21.D.C 21.Y.V 21.H.c	2.0 1.5 1.75 1.3 0.8	kaðuʔ	0
3574	Shuar	egg	nujint	nujint	n u h i n t	None	Chicham	n u h i n.t	3489	800	Pellizzaro2005	4 7 3 7 4 1	AXBYLN	NYHINT	22	22.N.C 22.Y.V 22.H.C 22.I.V 22.N.c 22.T.c	2.0 1.5 1.75 1.3 1.1 0.8	nuhint	0
3779	Omurano	egg	ū͜ŭ́n	ū͜ŭ́n	uː n	Tessmann: Ei	Isolate	uː n	3498	813	Tessmann1930	7 4	XN	YN	17	17.Y.V 17.N.c	1.5 0.8	uːn	0
3856	Yameo	egg	waalán̊	waalán̊	w a a l a n	Tessmann: Ei	Peba-Yagua	w a.a l a n	3506	820	Tessmann1930	6 7 7 5 7 4	AXYBYN	WAALAN	33	33.W.C 33.A.V 33.A.V 33.L.C 33.A.V 33.N.c	2.0 1.5 1.3 1.75 1.3 0.8	waalan	0
3894	Urarina	egg	t̪ahé	t̪ahé	t a h e	None	Isolate	t a h e	3501	817	Peña2023	1 7 3 7	AXBZ	TAHE	26	26.T.C 26.A.V 26.H.C 26.E.V	2.0 1.5 1.75 0.8	tahe	0
4122	Wampis	egg	nujin	nujin	n u h i n	None	Chicham	n u h i n	3489	800	Peña2023	4 7 3 7 4	AXBYN	NYHIN	27	27.N.C 27.Y.V 27.H.C 27.I.V 27.N.c	2.0 1.5 1.75 1.3 0.8	nuhin	0
4315	Yagua	egg	wada	wada	w a d a	None	Peba-Yagua	w a d a -	3506	820	Gonzales2023	6 7 1 7	AXBZ	WATA	32	32.W.C 32.A.V 32.T.C 32.A.V	2.0 1.5 1.75 0.8	wada	0
4525	Yanesha	egg	paˀmeˀ	paˀmeˀ	p aˀ m eˀ	None	Arawakan	p aˀ m eˀ	3507	822	Peña2024	1 7 4 7	AXBZ	PAME	34	34.P.C 34.A.V 34.M.C 34.E.V	2.0 1.5 1.75 0.8	paˀmeˀ	0
4682	Zaparo	egg	iku	iku	i k u	None	Zaparoan	- - - i k u	3490	801	Beier2014	7 1 7	XBZ	IKY	35	35.I.V 35.K.C 35.Y.V	1.5 1.75 0.8	iku	0
40	Iquito	eye	namija	namija	n a m i h a	eye	Zaparoan	n a m i h a	3517	834	Michael2022	4 7 4 7 3 7	AXBYBZ	NAMIHA	11	11.N.C 11.A.V 11.M.C 11.I.V 11.H.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	namiha	0
220	Ticuna	eye	-ʼétǜ	-ʼétǜ	ʔ e t ɯ	[-tr.] eye	Ticuna-Yuri	ʔ e t ɯ	3518	835	Bertet2020	1 7 1 7	AXBZ	HETI	25	25.H.C 25.E.V 25.T.C 25.I.V	2.0 1.5 1.75 0.8	ʔetɯ	0
328	Ocaina	eye	ohɯ́ɯ́	ohɯ́ɯ́	o h ɯː	None	Huitotoan	o h ɯː	3538	855	Huber2021	7 3 7	XBZ	UHI	16	16.U.V 16.H.C 16.I.V	1.5 1.75 0.8	ohɯː	0
580	Resigaro	eye	ín̥iú	ín̥iú	i n̥ i u	None	Arawakan	i n̥ i u	3531	849	Huber2021	7 4 7 7	XBYZ	INIY	20	20.I.V 20.N.C 20.I.V 20.Y.V	1.5 1.75 1.3 0.8	in̥iu	0
750	WitotoMinica	eye	uíhɯ	uíhɯ	u i h ɯ	None	Huitotoan	u.i h ɯ	3538	855	Huber2021	7 7 3 7	XYBZ	YIHI	29	29.Y.V 29.I.V 29.H.C 29.I.V	1.5 1.3 1.75 0.8	uihɯ	0
972	WitotoMurui	eye	uiθɯ	uiθɯ	u i θ ɯ	None	Huitotoan	u.i θ ɯ	3538	855	Huber2021	7 7 3 7	XYBZ	YIDI	30	30.Y.V 30.I.V 30.D.C 30.I.V	1.5 1.3 1.75 0.8	uiθɯ	0
1182	WitotoNipode	eye	uíhɯ	uíhɯ	u i h ɯ	None	Huitotoan	u.i h ɯ	3538	855	Huber2021	7 7 3 7	XYBZ	YIHI	31	31.Y.V 31.I.V 31.H.C 31.I.V	1.5 1.3 1.75 0.8	uihɯ	0
1415	Aguaruna	eye	hii	hii	h iː	None	Chicham	h iː	3516	833	Johansson2021	3 7	AX	HI	2	2.H.C 2.I.V	2.0 1.5	hiː	0
1552	Arabela	eye	namij̃ia	namij̃ia	n a m i h i a	None	Zaparoan	n a m i h.i a	3517	834	Johansson2021	4 7 4 7 3 7 7	AXBYBYZ	NAMIHIA	4	4.N.C 4.A.V 4.M.C 4.I.V 4.H.C 4.I.V 4.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	namihia	0
1682	Candoshi-Shapra	eye	katʃitʃ	katʃitʃ	k a tʃ i tʃ	None	Isolate	k a tʃ i tʃ	3520	837	Johansson2021	1 7 1 7 1	AXBYN	KATIT	6	6.K.C 6.A.V 6.T.C 6.I.V 6.T.c	2.0 1.5 1.75 1.3 0.8	katʃitʃ	0
1795	Chayahuita	eye	yaʔpiɾa	yaʔpiɾa	j a ʔ p i ɾ a	None	Cahuapanan	j a ʔ p i ɾ a	3523	840	Johansson2021	6 7 1 1 7 5 7	AXMBYBZ	JAHPIRA	8	8.J.C 8.A.V 8.H.c 8.P.C 8.I.V 8.R.C 8.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	jaʔpiɾa	0
1924	Muniche	eye	wɨʔnɨ	wɨʔnɨ	w ɨ ʔ n ɨ	igual a 'boca' en jívaro	Isolate	w ɨ ʔ n ɨ	3527	845	Johansson2021	6 7 1 4 7	AXBCZ	WIHNI	15	15.W.C 15.I.V 15.H.C 15.N.C 15.I.V	2.0 1.5 1.75 1.5 0.8	wɨʔnɨ	0
2044	Taushiro	eye	aʔtʃiwihiʔ	aʔtʃiwihiʔ	a ʔ tʃ i w i h i ʔ	None	Isolate	a ʔ tʃ i w i h i ʔ	3534	851	Johansson2021	7 1 1 7 6 7 3 7 1	XMBYBYBYN	AHTIWIHIH	23	23.A.V 23.H.c 23.T.C 23.I.V 23.W.C 23.I.V 23.H.C 23.I.V 23.H.c	1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 0.8	aʔtʃiwihiʔ	0
2159	Waorani	eye	awĩka	awĩka	a w i k a	None	Isolate	a w i k a	3537	854	Johansson2021	7 6 7 1 7	XBYBZ	AWIKA	28	28.A.V 28.W.C 28.I.V 28.K.C 28.A.V	1.5 1.75 1.3 1.75 0.8	awika	0
2277	Proto-Bora-Muinane	eye	aʤɨ-ɨ	aʤɨ-ɨ	a dʒ ɨ + ɨ	None	Boran	- a dʒ ɨ + ɨ	3519	835 836	Seifart2024	7 1 7 9 7	XBZ_X	ATI_I	19	19.A.V 19.T.C 19.I.V 19._._ 19.I.V	1.5 1.75 0.8 0.0 1.5	adʒɨ+ɨ	0
2278	Bora	eye	ʔáʧɯ-ɯ	ʔáʧɯ-ɯ	ʔ a tʃ ɯ + ɯ	above-CLF:ROUND	Boran	ʔ a tʃ ɯ + ɯ	3519	835 836	Seifart2024	1 7 1 7 9 7	AXBZ_X	HATI_I	5	5.H.C 5.A.V 5.T.C 5.I.V 5._._ 5.I.V	2.0 1.5 1.75 0.8 0.0 1.5	ʔatʃɯ+ɯ	0
2279	Muinane	eye	ááʤɨ-ɨ	ááʤɨ-ɨ	a a dʒ ɨ + ɨ	None	Boran	- a.a dʒ ɨ + ɨ	3519	835 836	Seifart2024	7 7 1 7 9 7	XYBZ_X	AATI_I	14	14.A.V 14.A.V 14.T.C 14.I.V 14._._ 14.I.V	1.5 1.3 1.75 0.8 0.0 1.5	aadʒɨ+ɨ	0
2769	AchuarShiwiar	eye	jĩĩ	jĩĩ	h iː	None	Chicham	h iː	3516	833	Fast2008	3 7	AX	HI	1	1.H.C 1.I.V	2.0 1.5	hiː	0
2933	Andoa	eye	namíjya	namíjya	n a m i h j a	None	Zaparoan	n a m i h.j a	3517	834	Michael2009	4 7 4 7 3 6 7	AXBYBCZ	NAMIHJA	3	3.N.C 3.A.V 3.M.C 3.I.V 3.H.C 3.J.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	namihja	0
2978	Canichana	eye	eu-tot	eu-tot	e u + t o t	eu = 1SG	Isolate	e u + t o t	3521	838 839	Crevels2012	7 7 9 1 7 1	XZ_AXN	EY_TUT	7	7.E.V 7.Y.V 7._._ 7.T.C 7.U.V 7.T.c	1.5 0.8 0.0 2.0 1.5 0.8	eu+tot	0
3135	Juri	eye	tschu-äti	tschu-äti	dʒ u + a t i	Martius: oculus	Ticuna-Yuri	dʒ u + - a t i	3526	843 835	Martius1867	1 7 9 7 1 7	AX_XBZ	TY_ATI	12	12.T.C 12.Y.V 12._._ 12.A.V 12.T.C 12.I.V	2.0 1.5 0.0 1.5 1.75 0.8	dʒu+ati	0
3136	Juri	eye	su-itty	su-itty	s u + i t tʲ	Martius: oculus	Ticuna-Yuri	s u + i t tʲ	3540	858 859	Martius1867	3 7 9 7 1 1	AX_XLN	SY_ITT	12	12.S.C 12.Y.V 12._._ 12.I.V 12.T.c 12.T.c	2.0 1.5 0.0 1.5 1.1 0.8	su+ittʲ	0
3137	Juri	eye	(tcho) ití	ití	i t i	Martius: oculus	Ticuna-Yuri	- i t i	3518	835	Martius1867	7 1 7	XBZ	ITI	12	12.I.V 12.T.C 12.I.V	1.5 1.75 0.8	iti	0
3236	Coeruna	eye	coiaassá	coiaassá	k o i a a s s a	Martius: oculus	Huitotoan	k o i a a s s a	3525	842	Martius1867	1 7 7 7 7 3 3 7	AXYYYMBZ	KUIAASSA	10	10.K.C 10.U.V 10.I.V 10.A.V 10.A.V 10.S.c 10.S.C 10.A.V	2.0 1.5 1.3 1.3 1.3 1.1 1.75 0.8	koiaassa	0
3282	Pebas	eye	vinimichi	vinimichi	v i n i m i tʃ i	Martius: oculus	Peba-Yagua	v i n i m i tʃ i	3536	853	Martius1867	3 7 4 7 4 7 1 7	AXBYBYBZ	BINIMITI	18	18.B.C 18.I.V 18.N.C 18.I.V 18.M.C 18.I.V 18.T.C 18.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	vinimitʃi	0
3333	MiranhaCarapana-Tapuya	eye	gaussö	gaussö	g + a u s s o	Martius: oculus	Huitotoan	g + a u s s o	1058	2317 844	Martius1867	1 9 7 7 3 3 7	A_XYMBZ	K_AYSSU	13	13.K.C 13._._ 13.A.V 13.Y.V 13.S.c 13.S.C 13.U.V	2.0 0.0 1.5 1.3 1.1 1.75 0.8	g+ausso	0
3395	Shiwilu	eye	lada	lada	l a ð a	None	Cahuapanan	l a ð a	3533	850	Valenzuela2012	5 7 3 7	AXBZ	LADA	21	21.L.C 21.A.V 21.D.C 21.A.V	2.0 1.5 1.75 0.8	laða	0
3575	Shuar	eye	ji̠	ji̠	h i	None	Chicham	h i	3516	833	Pellizzaro2005	3 7	AX	HI	22	22.H.C 22.I.V	2.0 1.5	hi	0
3720	Chibito	eye	montsá (mantsá)	montsá	m o n ts a	Tessmann: Auge	Isolate	m o n ts a	3524	841	Tessmann1930	4 7 4 2 7	AXMBZ	MUNCA	9	9.M.C 9.U.V 9.N.c 9.C.C 9.A.V	2.0 1.5 1.1 1.75 0.8	montsa	0
3740	Omurano	eye	(a)natn̄n	natn̄n	n a t n n	Tessmann: Auge	Isolate	n a t n n	3529	847	Tessmann1930	4 7 1 4 4	AXBCN	NATNN	17	17.N.C 17.A.V 17.T.C 17.N.C 17.N.c	2.0 1.5 1.75 1.5 0.8	natnn	0
3800	Tequiraca	eye	atū́ka̯	atū́ka̯	a t u k a	Tessmann: Auge	Isolate	a t u k a	3535	852	Tessmann1930	7 1 7 1 7	XBYBZ	ATYKA	24	24.A.V 24.T.C 24.Y.V 24.K.C 24.A.V	1.5 1.75 1.3 1.75 0.8	atuka	0
3871	Urarina	eye	n̪ũʰt̪á	n̪ũʰt̪á	n ṳ t a	None	Isolate	n ṳ t a	1666	32	Peña2023	4 7 1 7	AXBZ	NYTA	26	26.N.C 26.Y.V 26.T.C 26.A.V	2.0 1.5 1.75 0.8	nṳta	0
4128	Wampis	eye	jii	jii	h iː	None	Chicham	h iː	3516	833	Peña2023	3 7	AX	HI	27	27.H.C 27.I.V	2.0 1.5	hiː	0
4272	Yagua	eye	nisi	nisi	n i s i	None	Peba-Yagua	- - n i - - s i	3536	853	Gonzales2023	4 7 3 7	AXBZ	NISI	32	32.N.C 32.I.V 32.S.C 32.I.V	2.0 1.5 1.75 0.8	nisi	0
4462	Yanesha	eye	keʎojet͡s	keʎojet͡s	k e ʎ o + j e + ts	None	Arawakan	k e ʎ o + j e + ts	3539	857 2318 2319	Peña2024	1 7 5 7 9 6 7 9 2	AXBZ_AX_A	KELU_JE_C	34	34.K.C 34.E.V 34.L.C 34.U.V 34._._ 34.J.C 34.E.V 34._._ 34.C.C	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0	keʎo+je+ts	0
4683	Zaparo	eye	namihya	namihya	n a m i hʲ a	None	Zaparoan	n a m i hʲ a	3517	834	Beier2014	4 7 4 7 3 7	AXBYBZ	NAMIHA	35	35.N.C 35.A.V 35.M.C 35.I.V 35.H.C 35.A.V	2.0 1.5 1.75 1.3 1.75 0.8	namihʲa	0
42	Iquito	far	síipa	síipa	s iː p a	far	Zaparoan	s iː p a	3558	881	Michael2022	3 7 1 7	AXBZ	SIPA	11	11.S.C 11.I.V 11.P.C 11.A.V	2.0 1.5 1.75 0.8	siːpa	0
223	Ticuna	far	kòi̋(?)	kòi̋	k o i	far away (?)	Ticuna-Yuri	k o i	3564	887	Bertet2020	1 7 7	AXZ	KUI	25	25.K.C 25.U.V 25.I.V	2.0 1.5 0.8	koi	0
224	Ticuna	far	yȁʼnà	yȁʼnà	dʑ a ʔ n a	far away	Ticuna-Yuri	dʑ a ʔ n a	3559	882	Bertet2020	2 7 1 4 7	AXBCZ	CAHNA	25	25.C.C 25.A.V 25.H.C 25.N.C 25.A.V	2.0 1.5 1.75 1.5 0.8	dʑaʔna	0
535	Ocaina	far	aan̥ɯ	aan̥ɯ	aː n̥ ɯ	None	Huitotoan	aː n̥ ɯ	3560	883	Huber2021	7 4 7	XBZ	ANI	16	16.A.V 16.N.C 16.I.V	1.5 1.75 0.8	aːn̥ɯ	0
710	Resigaro	far	ʤaβákúʔ	ʤaβákúʔ	dʒ a β a k u ʔ	None	Arawakan	dʒ a β a k u ʔ	3561	884	Huber2021	1 7 3 7 1 7 1	AXBYBYN	TABAKYH	20	20.T.C 20.A.V 20.B.C 20.A.V 20.K.C 20.Y.V 20.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	dʒaβakuʔ	0
920	WitotoMinica	far	are	are	a ɾ e	None	Huitotoan	a ɾ e	3568	890	Huber2021	7 5 7	XBZ	ARE	29	29.A.V 29.R.C 29.E.V	1.5 1.75 0.8	aɾe	0
921	WitotoMinica	far	hɯ́ka	hɯ́ka	h ɯ k a	None	Huitotoan	h ɯ k a	3570	893	Huber2021	3 7 1 7	AXBZ	HIKA	29	29.H.C 29.I.V 29.K.C 29.A.V	2.0 1.5 1.75 0.8	hɯka	0
1128	WitotoMurui	far	are	are	a r e	None	Huitotoan	a r e	3568	890	Huber2021	7 5 7	XBZ	ARE	30	30.A.V 30.R.C 30.E.V	1.5 1.75 0.8	are	0
1332	WitotoNipode	far	are	are	a ɾ e	None	Huitotoan	a ɾ e	3568	890	Huber2021	7 5 7	XBZ	ARE	31	31.A.V 31.R.C 31.E.V	1.5 1.75 0.8	aɾe	0
1333	WitotoNipode	far	hɯ́ka	hɯ́ka	h ɯ k a	None	Huitotoan	h ɯ k a	3570	893	Huber2021	3 7 1 7	AXBZ	HIKA	31	31.H.C 31.I.V 31.K.C 31.A.V	2.0 1.5 1.75 0.8	hɯka	0
1417	Aguaruna	far	atuʃat	atuʃat	a t ʊ ʃ a t	None	Chicham	a t ʊ ʃ a t	3552	877	Johansson2021	7 1 7 3 7 1	XBYBYN	ATYSAT	2	2.A.V 2.T.C 2.Y.V 2.S.C 2.A.V 2.T.c	1.5 1.75 1.3 1.75 1.3 0.8	atʊʃat	0
1554	Arabela	far	tukwakaanu	tukwakaanu	t u kʷ a + k aː n u	None	Zaparoan	t u kʷ a + k aː n u	3554	878 54	Johansson2021	1 7 1 7 9 1 7 4 7	AXBZ_AXBZ	TYKA_KANY	4	4.T.C 4.Y.V 4.K.C 4.A.V 4._._ 4.K.C 4.A.V 4.N.C 4.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	tukʷa+kaːnu	0
1684	Candoshi-Shapra	far	aɾapi	aɾapi	a ɾ a p i	None	Isolate	a ɾ a p i	3555	879	Johansson2021	7 5 7 1 7	XBYBZ	ARAPI	6	6.A.V 6.R.C 6.A.V 6.P.C 6.I.V	1.5 1.75 1.3 1.75 0.8	aɾapi	0
1797	Chayahuita	far	akɨ	akɨ	a k ɨ	None	Cahuapanan	a k ɨ	3557	880	Johansson2021	7 1 7	XBZ	AKI	8	8.A.V 8.K.C 8.I.V	1.5 1.75 0.8	akɨ	0
1926	Muniche	far	tihna	tihna	t i h n a	None	Isolate	t i h n a	3559	882	Johansson2021	1 7 3 4 7	AXBCZ	TIHNA	15	15.T.C 15.I.V 15.H.C 15.N.C 15.A.V	2.0 1.5 1.75 1.5 0.8	tihna	0
2046	Taushiro	far	ɨʔiwan	ɨʔiwan	ɨ ʔ i w a n	None	Isolate	ɨ ʔ i w a n	3563	886	Johansson2021	7 1 7 6 7 4	XBYBYN	IHIWAN	23	23.I.V 23.H.C 23.I.V 23.W.C 23.A.V 23.N.c	1.5 1.75 1.3 1.75 1.3 0.8	ɨʔiwan	0
2161	Waorani	far	goobæ	goobæ	g o o b æ	None	Isolate	g o o b æ	3566	889	Johansson2021	1 7 7 1 7	AXYBZ	KUUPE	28	28.K.C 28.U.V 28.U.V 28.P.C 28.E.V	2.0 1.5 1.3 1.75 0.8	goobæ	0
2771	AchuarShiwiar	far	arák	arák	a r a k	Because of order of the entries: téjchau	Chicham	a r a k	3551	876	Fast2008	7 5 7 1	XBYN	ARAK	1	1.A.V 1.R.C 1.A.V 1.K.c	1.5 1.75 1.3 0.8	arak	0
3397	Shiwilu	far	wi	wi	w i	None	Cahuapanan	w i	3562	885	Valenzuela2012	6 7	AX	WI	21	21.W.C 21.I.V	2.0 1.5	wi	0
3577	Shuar	far	yajá	yajá	j a h a	None	Chicham	j a h - a	3559	882	Pellizzaro2005	6 7 3 7	AXBZ	JAHA	22	22.J.C 22.A.V 22.H.C 22.A.V	2.0 1.5 1.75 0.8	jaha	0
3943	Urarina	far	kud̺iaaé	kud̺iaaé	k u d i a a e	None	Isolate	k u d i a a e	3565	888	Peña2023	1 7 1 7 7 7 7	AXBYYYZ	KYTIAAE	26	26.K.C 26.Y.V 26.T.C 26.I.V 26.A.V 26.A.V 26.E.V	2.0 1.5 1.75 1.3 1.3 1.3 0.8	kudiaae	0
4238	Wampis	far	yaja	yaja	j a h a	None	Chicham	j a h - a	3559	882	Peña2023	6 7 3 7	AXBZ	JAHA	27	27.J.C 27.A.V 27.H.C 27.A.V	2.0 1.5 1.75 0.8	jaha	0
4410	Yagua	far	ripya	ripya	r i pʲ a	None	Peba-Yagua	- r i pʲ a	3555	879	Gonzales2023	5 7 1 7	AXBZ	RIPA	32	32.R.C 32.I.V 32.P.C 32.A.V	2.0 1.5 1.75 0.8	ripʲa	0
4628	Yanesha	far	aʎapʲaɾ	aʎapʲaɾ	a ʎ a pʲ a ɾ	None	Arawakan	a ʎ a pʲ a ɾ	3569	891	Peña2024	7 5 7 1 7 5	XBYBYN	ALAPAR	34	34.A.V 34.L.C 34.A.V 34.P.C 34.A.V 34.R.c	1.5 1.75 1.3 1.75 1.3 0.8	aʎapʲaɾ	0
4685	Zaparo	far	taikwa	taikwa	t ai kʷ a	None	Zaparoan	t ai kʷ a	3553	878	Beier2014	1 7 1 7	AXBZ	TAKA	35	35.T.C 35.A.V 35.K.C 35.A.V	2.0 1.5 1.75 0.8	taikʷa	0
43	Iquito	fat (organic substance)	wíira	wíira	w iː r a	or grease	Zaparoan	w iː r a	3582	908	Michael2022	6 7 5 7	AXBZ	WIRA	11	11.W.C 11.I.V 11.R.C 11.A.V	2.0 1.5 1.75 0.8	wiːra	0
1430	Aguaruna	fat (organic substance)	wija	wija	w i j a	from quechua wira	Chicham	w i j a	3578	903	Johansson2021	6 7 6 7	AXBZ	WIJA	2	2.W.C 2.I.V 2.J.C 2.A.V	2.0 1.5 1.75 0.8	wija	0
1566	Arabela	fat (organic substance)	kaɾaaka	kaɾaaka	k a ɾ aː k a	None	Zaparoan	k a ɾ aː k a	3579	904	Johansson2021	1 7 5 7 1 7	AXBYBZ	KARAKA	4	4.K.C 4.A.V 4.R.C 4.A.V 4.K.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kaɾaːka	0
1810	Chayahuita	fat (organic substance)	tomaʔ	tomaʔ	t o m a ʔ	None	Cahuapanan	t o m a ʔ	3581	907	Johansson2021	1 7 4 7 1	AXBYN	TUMAH	8	8.T.C 8.U.V 8.M.C 8.A.V 8.H.c	2.0 1.5 1.75 1.3 0.8	tomaʔ	0
2056	Taushiro	fat (organic substance)	iʔxah	iʔxah	i ʔ x a h	None	Isolate	i ʔ x a h	3585	910	Johansson2021	7 1 3 7 3	XBCYN	IHGAH	23	23.I.V 23.H.C 23.G.C 23.A.V 23.H.c	1.5 1.75 1.5 1.3 0.8	iʔxah	0
2174	Waorani	fat (organic substance)	ogĩje	ogĩje	o g i j e	None	Isolate	o g i j e	3588	913	Johansson2021	7 1 7 6 7	XBYBZ	UKIJE	28	28.U.V 28.K.C 28.I.V 28.J.C 28.E.V	1.5 1.75 1.3 1.75 0.8	ogije	0
2480	Proto-Bora-Muinane	fat (organic substance)	dɨɨrɨ-ba	dɨɨrɨ-ba	d ɨ ɨ r ɨ + b a	None	Boran	d ɨ.ɨ r ɨ + b a	3580	905 906	Seifart2024	1 7 7 5 7 9 1 7	AXYBZ_AX	TIIRI_PA	19	19.T.C 19.I.V 19.I.V 19.R.C 19.I.V 19._._ 19.P.C 19.A.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	dɨɨrɨ+ba	0
2481	Bora	fat (organic substance)	tɯ́ɯ́rɯ-pa	tɯ́ɯ́rɯ-pa	t ɯ ɯ ɾ ɯ + p a	None	Boran	t ɯ.ɯ ɾ ɯ + p a	3580	905 906	Seifart2024	1 7 7 5 7 9 1 7	AXYBZ_AX	TIIRI_PA	5	5.T.C 5.I.V 5.I.V 5.R.C 5.I.V 5._._ 5.P.C 5.A.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	tɯɯɾɯ+pa	0
2482	Muinane	fat (organic substance)	dɨ́ɨrɨ-ba	dɨ́ɨrɨ-ba	d ɨ ɨ r ɨ + b a	None	Boran	d ɨ.ɨ r ɨ + b a	3580	905 906	Seifart2024	1 7 7 5 7 9 1 7	AXYBZ_AX	TIIRI_PA	14	14.T.C 14.I.V 14.I.V 14.R.C 14.I.V 14._._ 14.P.C 14.A.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	dɨɨrɨ+ba	0
2772	AchuarShiwiar	fat (organic substance)	mácha	mácha	m a tʃ a	None	Chicham	m a tʃ a	3577	902	Fast2008	4 7 1 7	AXBZ	MATA	1	1.M.C 1.A.V 1.T.C 1.A.V	2.0 1.5 1.75 0.8	matʃa	0
3398	Shiwilu	fat (organic substance)	iyadek	iyadek	i j a ð ə ˀk	None	Cahuapanan	i j a ð ə ˀk	3583	909	Valenzuela2012	7 6 7 3 7 1	XBYBYN	IJADEK	21	21.I.V 21.J.C 21.A.V 21.D.C 21.E.V 21.K.c	1.5 1.75 1.3 1.75 1.3 0.8	ijaðəˀk	0
3982	Urarina	fat (organic substance)	ed̺en̪ẽ́	ed̺en̪ẽ́	e d e n e	None	Isolate	e d e n e	3586	911	Peña2023	7 1 7 4 7	XBYBZ	ETENE	26	26.E.V 26.T.C 26.E.V 26.N.C 26.E.V	1.5 1.75 1.3 1.75 0.8	edene	0
4121	Wampis	fat (organic substance)	kuntut	kuntut	k u n t u t	None	Chicham	k u n t u t	3587	912	Peña2023	1 7 4 1 7 1	AXMBYN	KYNTYT	27	27.K.C 27.Y.V 27.N.c 27.T.C 27.Y.V 27.T.c	2.0 1.5 1.1 1.75 1.3 0.8	kuntut	0
4289	Yagua	fat (organic substance)	nïra	nïra	n ï r a	None	Peba-Yagua	n ï r a	3589	914	Gonzales2023	4 7 5 7	AXBZ	NIRA	32	32.N.C 32.I.V 32.R.C 32.A.V	2.0 1.5 1.75 0.8	nïra	0
4486	Yanesha	fat (organic substance)	posé	posé	p o s e	None	Arawakan	p o s e	3590	915	Peña2024	1 7 3 7	AXBZ	PUSE	34	34.P.C 34.U.V 34.S.C 34.E.V	2.0 1.5 1.75 0.8	pose	0
44	Iquito	father	akɨ	akɨ	a k ɨ	father	Zaparoan	- a k ɨ	3592	922	Michael2022	7 1 7	XBZ	AKI	11	11.A.V 11.K.C 11.I.V	1.5 1.75 0.8	akɨ	0
225	Ticuna	father	-nátǖ	-nátǖ	n a t ɯ	[-tr.] father	Ticuna-Yuri	n a t ɯ	3608	934	Bertet2020	4 7 1 7	AXBZ	NATI	25	25.N.C 25.A.V 25.T.C 25.I.V	2.0 1.5 1.75 0.8	natɯ	0
226	Ticuna	father	pāpa̋	pāpa̋	p a p a	dad	Ticuna-Yuri	p a p a	3605	933	Bertet2020	1 7 1 7	AXBZ	PAPA	25	25.P.C 25.A.V 25.P.C 25.A.V	2.0 1.5 1.75 0.8	papa	0
346	Ocaina	father	mõõ	mõõ	m oː	None	Huitotoan	m oː	3601	930	Huber2021	4 7	AX	MU	16	16.M.C 16.U.V	2.0 1.5	moː	0
347	Ocaina	father	mõõhõ	mõõhõ	m oː + h o	None	Huitotoan	m oː + h o	3602	930 856	Huber2021	4 7 9 3 7	AX_AX	MU_HU	16	16.M.C 16.U.V 16._._ 16.H.C 16.U.V	2.0 1.5 0.0 2.0 1.5	moː+ho	0
595	Resigaro	father	aáʔpe	aáʔpe	aː ʔ p e	None	Arawakan	aː ʔ p e	3603	931	Huber2021	7 1 1 7	XMBZ	AHPE	20	20.A.V 20.H.c 20.P.C 20.E.V	1.5 1.1 1.75 0.8	aːʔpe	0
772	WitotoMinica	father	móo	móo	m oː	None	Huitotoan	m oː	3601	930	Huber2021	4 7	AX	MU	29	29.M.C 29.U.V	2.0 1.5	moː	0
990	WitotoMurui	father	moo	moo	m oː	None	Huitotoan	m oː	3601	930	Huber2021	4 7	AX	MU	30	30.M.C 30.U.V	2.0 1.5	moː	0
1198	WitotoNipode	father	móo	móo	m oː	None	Huitotoan	m oː	3601	930	Huber2021	4 7	AX	MU	31	31.M.C 31.U.V	2.0 1.5	moː	0
