ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	ALIGNMENT	COGID	COGIDS	SOURCE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
999	WitotoMurui	ashes	huθeɸo	huθeɸo	h u θ e ɸ o	None	Huitotoan	h u θ e ɸ o	119	115	Huber2021	3 7 3 7 3 7	AXBYBZ	HYDEBU	30	30.H.C 30.Y.V 30.D.C 30.E.V 30.B.C 30.U.V	2.0 1.5 1.75 1.3 1.75 0.8	huθeɸo	0
1205	WitotoNipode	ashes	hítuegɯ	hítuegɯ	h i t u e g ɯ	None	Huitotoan	h i t u.e g ɯ	119	115	Huber2021	3 7 1 7 7 1 7	AXBYYBZ	HITYEKI	31	31.H.C 31.I.V 31.T.C 31.Y.V 31.E.V 31.K.C 31.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	hituegɯ	0
1386	Aguaruna	ashes	juku	juku	j ʊ k ʊ	None	Chicham	j ʊ - k ʊ	3649	99	Johansson2021	6 7 1 7	AXBZ	JYKY	2	2.J.C 2.Y.V 2.K.C 2.Y.V	2.0 1.5 1.75 0.8	jʊkʊ	0
1525	Arabela	ashes	j̃uaka	j̃uaka	h u a k a	None	Zaparoan	h u a k a	3	100	Johansson2021	3 7 7 1 7	AXYBZ	HYAKA	4	4.H.C 4.Y.V 4.A.V 4.K.C 4.A.V	2.0 1.5 1.3 1.75 0.8	huaka	0
1659	Candoshi-Shapra	ashes	poʂatʃi	poʂatʃi	p o ʂ a tʃ i	None	Isolate	p o ʂ a tʃ i	31	103	Johansson2021	1 7 3 7 1 7	AXBYBZ	PUSATI	6	6.P.C 6.U.V 6.S.C 6.A.V 6.T.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	poʂatʃi	0
1771	Chayahuita	ashes	waɾianoʔ	waɾianoʔ	w a ɾ i + a n o ʔ	None	Cahuapanan	w a ɾ i + a n o ʔ	48	106 15	Johansson2021	6 7 5 7 9 7 4 7 1	AXBZ_XBYN	WARI_ANUH	8	8.W.C 8.A.V 8.R.C 8.I.V 8._._ 8.A.V 8.N.C 8.U.V 8.H.c	2.0 1.5 1.75 0.8 0.0 1.5 1.75 1.3 0.8	waɾi+anoʔ	0
2019	Taushiro	ashes	tuʔka	tuʔka	t u ʔ k a	None	Isolate	t u ʔ k a	96	112	Johansson2021	1 7 1 1 7	AXMBZ	TYHKA	23	23.T.C 23.Y.V 23.H.c 23.K.C 23.A.V	2.0 1.5 1.1 1.75 0.8	tuʔka	0
2130	Waorani	ashes	gõdãi	gõdãi	g o d a i	None	Isolate	g o d a i	110	114	Johansson2021	1 7 1 7 7	AXBYZ	KUTAI	28	28.K.C 28.U.V 28.T.C 28.A.V 28.I.V	2.0 1.5 1.75 1.3 0.8	godai	0
2337	Proto-Bora-Muinane	ashes	bai-giihɨ	bai-giihɨ	b ai + g i i h ɨ	None	Boran	b ai + ( - - ) g i.i h ɨ	12	101 102	Seifart2024	1 7 9 1 7 7 3 7	AX_AXYBZ	PA_KIIHI	19	19.P.C 19.A.V 19._._ 19.K.C 19.I.V 19.I.V 19.H.C 19.I.V	2.0 1.5 0.0 2.0 1.5 1.3 1.75 0.8	bai+giihɨ	0
2338	Bora	ashes	pá-ʧiíhʲɯ	pá-ʧiíhʲɯ	p a + tʃ i i hʲ ɯ	None	Boran	p a + ( - - ) tʃ i.i hʲ ɯ	12	101 102	Seifart2024	1 7 9 1 7 7 3 7	AX_AXYBZ	PA_TIIHI	5	5.P.C 5.A.V 5._._ 5.T.C 5.I.V 5.I.V 5.H.C 5.I.V	2.0 1.5 0.0 2.0 1.5 1.3 1.75 0.8	pa+tʃiihʲɯ	0
2339	Muinane	ashes	bai-gííhɨ	bai-gííhɨ	b ai + g i i h ɨ	None	Boran	b ai + ( - - ) g i.i h ɨ	12	101 102	Seifart2024	1 7 9 1 7 7 3 7	AX_AXYBZ	PA_KIIHI	14	14.P.C 14.A.V 14._._ 14.K.C 14.I.V 14.I.V 14.H.C 14.I.V	2.0 1.5 0.0 2.0 1.5 1.3 1.75 0.8	bai+giihɨ	0
2735	AchuarShiwiar	ashes	yukú̃ũ	yukú̃ũ	j u k uː	None	Chicham	j u - k uː	3649	99	Fast2008	6 7 1 7	AXBZ	JYKY	1	1.J.C 1.Y.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8	jukuː	0
2963	Canichana	ashes	ni-chu’ku ku’napʰ	ni-chu’ku ku’napʰ	n i + tʃ u k u + k u n a pʰ	ni = ABS	Isolate	n i + tʃ u - k u + k u n a pʰ	40	104 99 105	Crevels2012	4 7 9 1 7 1 7 9 1 7 4 7 1	AX_AXBZ_AXBYN	NI_TYKY_KYNAP	7	7.N.C 7.I.V 7._._ 7.T.C 7.Y.V 7.K.C 7.Y.V 7._._ 7.K.C 7.Y.V 7.N.C 7.A.V 7.P.c	2.0 1.5 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8	ni+tʃuku+kunapʰ	0
3364	Shiwilu	ashes	pendalu'	pendalu'	pˀ ə n ð + a l u ʔ	None	Cahuapanan	pˀ ə n ð + a l u ʔ	89	111 15	Valenzuela2012	1 7 4 3 9 7 5 7 1	AXLN_XBYN	PEND_ALYH	21	21.P.C 21.E.V 21.N.c 21.D.c 21._._ 21.A.V 21.L.C 21.Y.V 21.H.c	2.0 1.5 1.1 0.8 0.0 1.5 1.75 1.3 0.8	pˀənð+aluʔ	0
3543	Shuar	ashes	yunkúnim	yunkúnim	j u ŋ k u + n i m	None	Chicham	j u ŋ k u + n i m	3650	99 793	Pellizzaro2005	6 7 4 1 7 9 4 7 4	AXMBZ_AXN	JYNKY_NIM	22	22.J.C 22.Y.V 22.N.c 22.K.C 22.Y.V 22._._ 22.N.C 22.I.V 22.M.c	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 0.8	juŋku+nim	0
3781	Omurano	ashes	n̄jótši	n̄jótši	ɲ o tʃ i	Tessmann: Asche	Isolate	ɲ o tʃ i	71	109	Tessmann1930	4 7 1 7	AXBZ	NUTI	17	17.N.C 17.U.V 17.T.C 17.I.V	2.0 1.5 1.75 0.8	ɲotʃi	0
3858	Yameo	ashes	ō̠ṛšĕ́'	ō̠ṛšĕ́'	o r ʃ e	Tessmann: Asche	Peba-Yagua	o r ʃ e	137	118	Tessmann1930	7 5 3 7	XMBZ	URSE	33	33.U.V 33.R.c 33.S.C 33.E.V	1.5 1.1 1.75 0.8	orʃe	0
3926	Urarina	ashes	ahan̪ẽ́	ahan̪ẽ́	a h a n e	None	Isolate	a h a n e	101	113	Peña2023	7 3 7 4 7	XBYBZ	AHANE	26	26.A.V 26.H.C 26.A.V 26.N.C 26.E.V	1.5 1.75 1.3 1.75 0.8	ahane	0
4211	Wampis	ashes	yunkunim	yunkunim	j u n k u + n i m	None	Chicham	j u n k u + n i m	3650	99 793	Peña2023	6 7 4 1 7 9 4 7 4	AXMBZ_AXN	JYNKY_NIM	27	27.J.C 27.Y.V 27.N.c 27.K.C 27.Y.V 27._._ 27.N.C 27.I.V 27.M.c	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 0.8	junku+nim	0
4300	Yagua	ashes	pupo	pupo	p u p o	None	Peba-Yagua	p u p o	130	117	Gonzales2023	1 7 1 7	AXBZ	PYPU	32	32.P.C 32.Y.V 32.P.C 32.U.V	2.0 1.5 1.75 0.8	pupo	0
4506	Yanesha	ashes	sapoeɲ	sapoeɲ	s a p o + e ɲ	None	Arawakan	s a p o + e ɲ	147	119 445	Peña2024	3 7 1 7 9 7 4	AXBZ_XN	SAPU_EN	34	34.S.C 34.A.V 34.P.C 34.U.V 34._._ 34.E.V 34.N.c	2.0 1.5 1.75 0.8 0.0 1.5 0.8	sapo+eɲ	0
4836	Wampis	ashes	yuku	yuku	j u k u	None	Chicham	j u - k u	3649	99	Peña2023	6 7 1 7	AXBZ	JYKY	27	27.J.C 27.Y.V 27.K.C 27.Y.V	2.0 1.5 1.75 0.8	juku	0
5	Iquito	at	=jina	=jina	h i n a	at	Zaparoan	h i n a	247	132	Michael2022	3 7 4 7	AXBZ	HINA	11	11.H.C 11.I.V 11.N.C 11.A.V	2.0 1.5 1.75 0.8	hina	0
702	Resigaro	at	ná	ná	n a	None	Arawakan	n a	254	133	Huber2021	4 7	AX	NA	20	20.N.C 20.A.V	2.0 1.5	na	0
911	WitotoMinica	at	mo	mo	m o	None	Huitotoan	m o	268	135	Huber2021	4 7	AX	MU	29	29.M.C 29.U.V	2.0 1.5	mo	0
1119	WitotoMurui	at	mo	mo	m o	None	Huitotoan	m o	268	135	Huber2021	4 7	AX	MU	30	30.M.C 30.U.V	2.0 1.5	mo	0
1323	WitotoNipode	at	mo	mo	m o	None	Huitotoan	m o	268	135	Huber2021	4 7	AX	MU	31	31.M.C 31.U.V	2.0 1.5	mo	0
2603	Proto-Bora-Muinane	at	-βɨ	-βɨ	β ɨ	None	Boran	β ɨ	239	131	Seifart2024	3 7	AX	BI	19	19.B.C 19.I.V	2.0 1.5	βɨ	0
2604	Bora	at	-βɯ	-βɯ	β ɯ	None	Boran	β ɯ	239	131	Seifart2024	3 7	AX	BI	5	5.B.C 5.I.V	2.0 1.5	βɯ	0
2605	Muinane	at	-βɨ	-βɨ	β ɨ	None	Boran	β ɨ	239	131	Seifart2024	3 7	AX	BI	14	14.B.C 14.I.V	2.0 1.5	βɨ	0
2736	AchuarShiwiar	at	-num	-num	n u m	From examples and order this is the second most used form: -nam	Chicham	n u m	235	130	Fast2008	4 7 4	AXN	NYM	1	1.N.C 1.Y.V 1.M.c	2.0 1.5 0.8	num	0
3365	Shiwilu	at	=k	=k	k	None	Cahuapanan	k	263	134	Valenzuela2012	1	A	K	21	21.K.C	2.0	k	0
3544	Shuar	at	-nam	-nam	n a m	With consonant-ending nouns	Chicham	n a m	235	130	Pellizzaro2005	4 7 4	AXN	NAM	22	22.N.C 22.A.V 22.M.c	2.0 1.5 0.8	nam	0
3545	Shuar	at	-num	-num	n u m	With vowel-ending nouns	Chicham	n u m	235	130	Pellizzaro2005	4 7 4	AXN	NYM	22	22.N.C 22.Y.V 22.M.c	2.0 1.5 0.8	num	0
4036	Urarina	at	kɨ́	kɨ́	k i	Probablemente k + -ɨ́ locativo. Se parece a la forma shiwilu, aunque tiene diferente distribución sintáctica (clítico en shiwilu y demostrativo en urarina), chequear si puede ser posible cognado	Isolate	k i	466	16	Peña2023	1 7	AX	KI	26	26.K.C 26.I.V	2.0 1.5	ki	0
4241	Wampis	at	-num / nam / -i	-num	n u m	locative postposition -num / nam /- i	Chicham	n u m	235	130	Peña2023	4 7 4	AXN	NYM	27	27.N.C 27.Y.V 27.M.c	2.0 1.5 0.8	num	0
4242	Wampis	at	-num / nam / -i	nam	n a m	locative postposition -num / nam /- i	Chicham	n a m	235	130	Peña2023	4 7 4	AXN	NAM	27	27.N.C 27.A.V 27.M.c	2.0 1.5 0.8	nam	0
4243	Wampis	at	-num / nam / -i	-i	i	locative postposition -num / nam /- i	Chicham	i	284	137	Peña2023	7	X	I	27	27.I.V	1.5	i	0
4657	Yanesha	at	-o	-o	o	None	Arawakan	o	276	136	Peña2024	7	X	U	34	34.U.V	1.5	o	0
4660	Zaparo	at	=hinya	=hinya	h i ɲ a	None	Zaparoan	h i ɲ a	247	132	Beier2014	3 7 4 7	AXBZ	HINA	35	35.H.C 35.I.V 35.N.C 35.A.V	2.0 1.5 1.75 0.8	hiɲa	0
6	Iquito	back (person's)	jiwíriku	jiwíriku	h i w i r i + k u	back	Zaparoan	h i w i r i + k u	414	153 18	Michael2022	3 7 6 7 5 7 9 1 7	AXBYBZ_AX	HIWIRI_KY	11	11.H.C 11.I.V 11.W.C 11.I.V 11.R.C 11.I.V 11._._ 11.K.C 11.Y.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	hiwiri+ku	0
333	Ocaina	back (person's)	hɯɯʔxo	hɯɯʔxo	h ɯː ʔ + x o	back-CLF:INHER	Huitotoan	h ɯː ʔ - + x o	522	167 108	Huber2021	3 7 1 9 3 7	AXN_AX	HIH_GU	16	16.H.C 16.I.V 16.H.c 16._._ 16.G.C 16.U.V	2.0 1.5 0.8 0.0 2.0 1.5	hɯːʔ+xo	0
334	Ocaina	back (person's)	hɯɯʔxomó	hɯɯʔxomó	h ɯː ʔ + x o + m o	back-CLF:INHER-LOC?	Huitotoan	h ɯː ʔ - + x o + m o	523	167 108 1420	Huber2021	3 7 1 9 3 7 9 4 7	AXN_AX_AX	HIH_GU_MU	16	16.H.C 16.I.V 16.H.c 16._._ 16.G.C 16.U.V 16._._ 16.M.C 16.U.V	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5	hɯːʔ+xo+mo	0
585	Resigaro	back (person's)	βán̥í	βán̥í	β a n̥ i	None	Arawakan	β a n̥ i	467	160	Huber2021	3 7 4 7	AXBZ	BANI	20	20.B.C 20.A.V 20.N.C 20.I.V	2.0 1.5 1.75 0.8	βan̥i	0
760	WitotoMinica	back (person's)	emódo	emódo	e m o d o	None	Huitotoan	( - ) e m o d o	511	166	Huber2021	7 4 7 1 7	XBYBZ	EMUTU	29	29.E.V 29.M.C 29.U.V 29.T.C 29.U.V	1.5 1.75 1.3 1.75 0.8	emodo	0
761	WitotoMinica	back (person's)	heráɯkɯ	heráɯkɯ	h e ɾ aɯ + k ɯ	back-CLF:INHER	Huitotoan	h e ɾ aɯ + k ɯ	522	167 108	Huber2021	3 7 5 7 9 1 7	AXBZ_AX	HERA_KI	29	29.H.C 29.E.V 29.R.C 29.A.V 29._._ 29.K.C 29.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	heɾaɯ+kɯ	0
762	WitotoMinica	back (person's)	ɸekániko	ɸekániko	ɸ e k a n i k o	None	Huitotoan	ɸ e k a n i k o	565	173	Huber2021	3 7 1 7 4 7 1 7	AXBYBYBZ	BEKANIKU	29	29.B.C 29.E.V 29.K.C 29.A.V 29.N.C 29.I.V 29.K.C 29.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ɸekaniko	0
978	WitotoMurui	back (person's)	emodo	emodo	e m o d o	None	Huitotoan	( - ) e m o d o	511	166	Huber2021	7 4 7 1 7	XBYBZ	EMUTU	30	30.E.V 30.M.C 30.U.V 30.T.C 30.U.V	1.5 1.75 1.3 1.75 0.8	emodo	0
1188	WitotoNipode	back (person's)	heráɯkɯ	heráɯkɯ	h e ɾ aɯ + k ɯ	back-CLF:INHER	Huitotoan	h e ɾ aɯ + k ɯ	522	167 108	Huber2021	3 7 5 7 9 1 7	AXBZ_AX	HERA_KI	31	31.H.C 31.E.V 31.R.C 31.A.V 31._._ 31.K.C 31.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	heɾaɯ+kɯ	0
1387	Aguaruna	back (person's)	tuntup	tuntup	t ʊ n t ʊ p	None	Chicham	t ʊ n t ʊ p	385	149	Johansson2021	1 7 4 1 7 1	AXMBYN	TYNTYP	2	2.T.C 2.Y.V 2.N.c 2.T.C 2.Y.V 2.P.c	2.0 1.5 1.1 1.75 1.3 0.8	tʊntʊp	0
1660	Candoshi-Shapra	back (person's)	kooʃitʃ	kooʃitʃ	k oː ʃ i tʃ	None	Isolate	k oː ʃ i tʃ	389	150	Johansson2021	1 7 3 7 1	AXBYN	KUSIT	6	6.K.C 6.U.V 6.S.C 6.I.V 6.T.c	2.0 1.5 1.75 1.3 0.8	koːʃitʃ	0
1772	Chayahuita	back (person's)	pinɨn	pinɨn	p i + n ɨ n	None	Cahuapanan	p i + n ɨ n	547	17 151	Johansson2021	1 7 9 4 7 4	AX_AXN	PI_NIN	8	8.P.C 8.I.V 8._._ 8.N.C 8.I.V 8.N.c	2.0 1.5 0.0 2.0 1.5 0.8	pi+nɨn	0
1899	Muniche	back (person's)	tumɾɨʔɨ	tumɾɨʔɨ	t u m ɾ ɨ ʔ ɨ	None	Isolate	t u m ɾ ɨ ʔ ɨ	444	157	Johansson2021	1 7 4 5 7 1 7	AXBCYBZ	TYMRIHI	15	15.T.C 15.Y.V 15.M.C 15.R.C 15.I.V 15.H.C 15.I.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	tumɾɨʔɨ	0
2020	Taushiro	back (person's)	aʔxontɨʔna_ʔku	aʔxontɨʔna_ʔku	a ʔ x o n t ɨ ʔ n a + ʔ k u	None	Isolate	a ʔ x o n t ɨ ʔ n a + ʔ k u	482	162 163	Johansson2021	7 1 3 7 4 1 7 1 4 7 9 1 1 7	XBCYMBYBCZ_ACZ	AHGUNTIHNA_HKY	23	23.A.V 23.H.C 23.G.C 23.U.V 23.N.c 23.T.C 23.I.V 23.H.C 23.N.C 23.A.V 23._._ 23.H.C 23.K.C 23.Y.V	1.5 1.75 1.5 1.3 1.1 1.75 1.3 1.75 1.5 0.8 0.0 2.0 1.5 0.8	aʔxontɨʔna+ʔku	0
2131	Waorani	back (person's)	tækæjabæ	tækæjabæ	t æ k æ j a b æ	None	Isolate	t æ k æ j a b æ	504	165	Johansson2021	1 7 1 7 6 7 1 7	AXBYBYBZ	TEKEJAPE	28	28.T.C 28.E.V 28.K.C 28.E.V 28.J.C 28.A.V 28.P.C 28.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tækæjabæ	0
2737	AchuarShiwiar	back (person's)	tuntúp	tuntúp	t u n t u p	None	Chicham	t u n t u p	385	149	Fast2008	1 7 4 1 7 1	AXMBYN	TYNTYP	1	1.T.C 1.Y.V 1.N.c 1.T.C 1.Y.V 1.P.c	2.0 1.5 1.1 1.75 1.3 0.8	tuntup	0
3088	Juri	back (person's)	tschu-ibaüh	tschu-ibaüh	dʒ u + i b a ɨ ʔ	Martius: dorsum	Ticuna-Yuri	dʒ u + i b a ɨ ʔ	421	154 155	Martius1867	1 7 9 7 1 7 7 1	AX_XBYYN	TY_IPAIH	12	12.T.C 12.Y.V 12._._ 12.I.V 12.P.C 12.A.V 12.I.V 12.H.c	2.0 1.5 0.0 1.5 1.75 1.3 1.3 0.8	dʒu+ibaɨʔ	0
3216	Coeruna	back (person's)	coamoho	coamoho	k oa m o ʔ o	Martius: dorsum	Huitotoan	( k ) oa m o ʔ o	511	166	Martius1867	1 7 4 7 1 7	AXBYBZ	KUMUHU	10	10.K.C 10.U.V 10.M.C 10.U.V 10.H.C 10.U.V	2.0 1.5 1.75 1.3 1.75 0.8	koamoʔo	0
3312	MiranhaCarapana-Tapuya	back (person's)	göthzatüná	göthzatüná	g + o dz a t ɨ n a	Martius: dorsum	Huitotoan	g + o dz a t ɨ n a	3457	753 156	Martius1867	1 9 7 2 7 1 7 4 7	A_XBYBYBZ	K_UCATINA	13	13.K.C 13._._ 13.U.V 13.C.C 13.A.V 13.T.C 13.I.V 13.N.C 13.A.V	2.0 0.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	g+odzatɨna	0
3366	Shiwilu	back (person's)	pitek	pitek	p i + tˀ ə k	None	Cahuapanan	p i + tˀ ə k	548	17 161	Valenzuela2012	1 7 9 1 7 1	AX_AXN	PI_TEK	21	21.P.C 21.I.V 21._._ 21.T.C 21.E.V 21.K.c	2.0 1.5 0.0 2.0 1.5 0.8	pi+tˀək	0
3546	Shuar	back (person's)	tuntupe	tuntupe	t u n t u p ɨ	None	Chicham	t u n t u p.ɨ	385	149	Pellizzaro2005	1 7 4 1 7 1 7	AXMBYBZ	TYNTYPI	22	22.T.C 22.Y.V 22.N.c 22.T.C 22.Y.V 22.P.C 22.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	tuntupɨ	0
3761	Omurano	back (person's)	anaθáb̯a	anaθáb̯a	a n a θ a b a	Tessmann: Rücken	Isolate	a n a θ a b a	458	159	Tessmann1930	7 4 7 3 7 1 7	XBYBYBZ	ANADAPA	17	17.A.V 17.N.C 17.A.V 17.D.C 17.A.V 17.P.C 17.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	anaθaba	0
3833	Yameo	back (person's)	išĕ̯n’á	išĕ̯n’á	i ʃ e n a	Tessmann: Rücken	Peba-Yagua	i ʃ e n a	549	170	Tessmann1930	7 3 7 4 7	XBYBZ	ISENA	33	33.I.V 33.S.C 33.E.V 33.N.C 33.A.V	1.5 1.75 1.3 1.75 0.8	iʃena	0
3955	Urarina	back (person's)	han̪ũd̺í	han̪ũd̺í	h a n u d i	None	Isolate	h a n u d i	498	164	Peña2023	3 7 4 7 1 7	AXBYBZ	HANYTI	26	26.H.C 26.A.V 26.N.C 26.Y.V 26.T.C 26.I.V	2.0 1.5 1.75 1.3 1.75 0.8	hanudi	0
4140	Wampis	back (person's)	tuntup	tuntup	t u n t u p	None	Chicham	t u n t u p	385	149	Peña2023	1 7 4 1 7 1	AXMBYN	TYNTYP	27	27.T.C 27.Y.V 27.N.c 27.T.C 27.Y.V 27.P.c	2.0 1.5 1.1 1.75 1.3 0.8	tuntup	0
4278	Yagua	back (person's)	sata_sa	sata_sa	s a t !ã/a s a	None	Peba-Yagua	s a t !ã/a s a	591	1758	Gonzales2023	3 7 1 7 3 7	AXBYBZ	SATASA	32	32.S.C 32.A.V 32.T.C 32.A.V 32.S.C 32.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sat!ã/asa	0
4471	Yanesha	back (person's)	tʃeˀɲets	tʃeˀɲets	tʃ eˀ + ɲ e + ts	None	Arawakan	tʃ eˀ + ɲ e + ts	550	171 754 2223	Peña2024	1 7 9 4 7 9 2	AX_AX_A	TE_NE_C	34	34.T.C 34.E.V 34._._ 34.N.C 34.E.V 34._._ 34.C.C	2.0 1.5 0.0 2.0 1.5 0.0 2.0	tʃeˀ+ɲe+ts	0
4661	Zaparo	back (person's)	ushiawku	ushiawku	u ʃ i au + k u	None	Zaparoan	u ʃ i au + k u	555	172 18	Beier2014	7 3 7 7 9 1 7	XBYZ_AX	YSIA_KY	35	35.Y.V 35.S.C 35.I.V 35.A.V 35._._ 35.K.C 35.Y.V	1.5 1.75 1.3 0.8 0.0 2.0 1.5	uʃiau+ku	0
7	Iquito	bad (deleterious or unsuitable)	sɨɨ́sana	sɨɨ́sana	s ɨː s a + n a	None	Zaparoan	s ɨː s a + n a	708	19 20	Michael2022	3 7 3 7 9 4 7	AXBZ_AX	SISA_NA	11	11.S.C 11.I.V 11.S.C 11.A.V 11._._ 11.N.C 11.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	sɨːsa+na	0
201	Ticuna	bad (deleterious or unsuitable)	chiʼ̂è	chiʼ̂è	tɕ i ʔ e	be bad	Ticuna-Yuri	tɕ i ʔ e	760	196	Bertet2020	2 7 1 7	AXBZ	CIHE	25	25.C.C 25.I.V 25.H.C 25.E.V	2.0 1.5 1.75 0.8	tɕiʔe	0
438	Ocaina	bad (deleterious or unsuitable)	ɯìɯìra	ɯìɯìra	ɯ i ɯ i r a	None	Huitotoan	ɯ i ɯ i r a	710	190	Huber2021	7 7 7 7 5 7	XYYYBZ	IIIIRA	16	16.I.V 16.I.V 16.I.V 16.I.V 16.R.C 16.A.V	1.5 1.3 1.3 1.3 1.75 0.8	ɯiɯira	0
603	Resigaro	bad (deleterious or unsuitable)	matsʰíβaʔnúʔ	matsʰíβaʔnúʔ	m a tsʰ i β a ʔ n u ʔ	None	Arawakan	m a tsʰ i β - a ʔ n u ʔ	733	193	Huber2021	4 7 2 7 3 7 1 4 7 1	AXBYBYBCYN	MACIBAHNYH	20	20.M.C 20.A.V 20.C.C 20.I.V 20.B.C 20.A.V 20.H.C 20.N.C 20.Y.V 20.H.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.5 1.3 0.8	matsʰiβaʔnuʔ	0
835	WitotoMinica	bad (deleterious or unsuitable)	ɸɯénìde	ɸɯénìde	ɸ ɯ e + n i + d e	None	Huitotoan	ɸ ɯ e + n i + d e	805	201 158 116	Huber2021	3 7 7 9 4 7 9 1 7	AXZ_AX_AX	BIE_NI_TE	29	29.B.C 29.I.V 29.E.V 29._._ 29.N.C 29.I.V 29._._ 29.T.C 29.E.V	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5	ɸɯe+ni+de	0
1051	WitotoMurui	bad (deleterious or unsuitable)	maraiɲede	maraiɲede	m a r ai + ɲ e + d e	good.ATT-NEG - LK	Huitotoan	m a r ai + ɲ e + d e	810	202 158 116	Huber2021	4 7 5 7 9 4 7 9 1 7	AXBZ_AX_AX	MARA_NE_TE	30	30.M.C 30.A.V 30.R.C 30.A.V 30._._ 30.N.C 30.E.V 30._._ 30.T.C 30.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5	marai+ɲe+de	0
1257	WitotoNipode	bad (deleterious or unsuitable)	puénìde	puénìde	p u e + n i + d e	None	Huitotoan	p u e + n i + d e	805	201 158 116	Huber2021	1 7 7 9 4 7 9 1 7	AXZ_AX_AX	PYE_NI_TE	31	31.P.C 31.Y.V 31.E.V 31._._ 31.N.C 31.I.V 31._._ 31.T.C 31.E.V	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5	pue+ni+de	0
1388	Aguaruna	bad (deleterious or unsuitable)	katsɨk	katsɨk	k a ts ɨ k	None	Chicham	k a ts ɨ k	645	182	Johansson2021	1 7 2 7 1	AXBYN	KACIK	2	2.K.C 2.A.V 2.C.C 2.I.V 2.K.c	2.0 1.5 1.75 1.3 0.8	katsɨk	0
1526	Arabela	bad (deleterious or unsuitable)	sesaaka	sesaaka	s ɨ s aː + k a	None	Zaparoan	s ɨ s aː + k a	707	19 183	Johansson2021	3 7 3 7 9 1 7	AXBZ_AX	SISA_KA	4	4.S.C 4.I.V 4.S.C 4.A.V 4._._ 4.K.C 4.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	sɨsaː+ka	0
1661	Candoshi-Shapra	bad (deleterious or unsuitable)	jootaɾiita	jootaɾiita	j oː t a ɾ iː t a	None	Isolate	j oː t a ɾ iː t a	682	187	Johansson2021	6 7 1 7 5 7 1 7	AXBYBYBZ	JUTARITA	6	6.J.C 6.U.V 6.T.C 6.A.V 6.R.C 6.I.V 6.T.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	joːtaɾiːta	0
1900	Muniche	bad (deleterious or unsuitable)	smecu	smecu	s m e c u	Posible raíz sme o derivación de smei 'molestarse'; cf. smeyu 'estar colérico' (Michael et al 2009); comparar con formas Canichama y Bora/Muinane	Isolate	s m e c u	696	189	Johansson2021	3 4 7 1 7	ACXBZ	SMECY	15	15.S.C 15.M.C 15.E.V 15.C.C 15.Y.V	2.0 1.5 1.5 1.75 0.8	smecu	0
2021	Taushiro	bad (deleterious or unsuitable)	jaʔkantu	jaʔkantu	j a ʔ k a n t u	None	Isolate	j a ʔ k a n t u	756	195	Johansson2021	6 7 1 1 7 4 1 7	AXMBYMBZ	JAHKANTY	23	23.J.C 23.A.V 23.H.c 23.K.C 23.A.V 23.N.c 23.T.C 23.Y.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	jaʔkantu	0
2132	Waorani	bad (deleterious or unsuitable)	wẽdæ_wẽdæ	wẽdæ_wẽdæ	w e d æ + w e d æ	None	Isolate	w e d æ + w e d æ	786	199 200	Johansson2021	6 7 1 7 9 6 7 1 7	AXBZ_AXBZ	WETE_WETE	28	28.W.C 28.E.V 28.T.C 28.E.V 28._._ 28.W.C 28.E.V 28.T.C 28.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	wedæ+wedæ	0
