Doculect A	Doculect B	Concept	Form A	Form B	Cogid	Distance from Identity Score	Levenshtein Distance	Bigram Distance	Trigram Distance	Combined Distance	Same Family?
Bora	Proto-Bora-Muinane	green	a h tʰʲ ɯ β a	a i t t ɨ β a	821	0.64	0.5714285714285714	0.5714285714285714	0.5	0.5707142857142857	no
Bora	Muinane	green	a h tʰʲ ɯ β a	a t tʲ ɨ β a + n o	821	0.64	0.6666666666666666	0.6666666666666666	0.6333333333333334	0.6516666666666666	yes
Muinane	Proto-Bora-Muinane	green	a t tʲ ɨ β a + n o	a i t t ɨ β a	821	0.6799999999999999	0.5555555555555556	0.6111111111111112	0.5333333333333334	0.595	no
Muinane	Bora	green	a t tʲ ɨ β a + n o	a h tʰʲ ɯ β a	821	0.64	0.6666666666666666	0.6666666666666666	0.6333333333333334	0.6516666666666666	yes
Proto-Bora-Muinane	Bora	new	b o ʔ + n o	p ɛ ʔ + n ɛ	1347	0.48	0.5	0.4166666666666667	0.38095238095238093	0.4444047619047619	no
Proto-Bora-Muinane	Muinane	new	b o ʔ + n o	b o ʔ o + n o	1347	0.64	0.14285714285714285	0.21428571428571427	0.16666666666666666	0.29095238095238096	no
Bora	Proto-Bora-Muinane	new	p ɛ ʔ + n ɛ	b o ʔ + n o	1347	0.48	0.5	0.4166666666666667	0.38095238095238093	0.4444047619047619	no
Bora	Muinane	new	p ɛ ʔ + n ɛ	b o ʔ o + n o	1347	0.6	0.5714285714285714	0.5714285714285714	0.5	0.5607142857142857	yes
Muinane	Proto-Bora-Muinane	new	b o ʔ o + n o	b o ʔ + n o	1347	0.64	0.14285714285714285	0.21428571428571427	0.16666666666666666	0.29095238095238096	no
Muinane	Bora	new	b o ʔ o + n o	p ɛ ʔ + n ɛ	1347	0.6	0.5714285714285714	0.5714285714285714	0.5	0.5607142857142857	yes
Proto-Bora-Muinane	Ocaina	name	m o m o	m aː m̥ ɯ	1275	0.52	0.75	0.625	0.4666666666666666	0.5904166666666667	no
Proto-Bora-Muinane	WitotoMinica	name	m o m o	m a m e k ɯ	1275	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
Proto-Bora-Muinane	WitotoMurui	name	m o m o	m a m e k ɯ	1275	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
Proto-Bora-Muinane	WitotoNipode	name	m o m o	m a m e k ɯ	1275	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
Proto-Bora-Muinane	Bora	name	m o m o	m ɛ m ɛ	1275	0.48	0.5	0.375	0.3333333333333333	0.4220833333333333	no
Proto-Bora-Muinane	Muinane	name	m o m o	m o m o	1275	0.28	0.0	0.0	0.0	0.07	no
Bora	Ocaina	name	m ɛ m ɛ	m aː m̥ ɯ	1275	0.52	0.75	0.625	0.4666666666666666	0.5904166666666667	no
Bora	WitotoMinica	name	m ɛ m ɛ	m a m e k ɯ	1275	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
Bora	WitotoMurui	name	m ɛ m ɛ	m a m e k ɯ	1275	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
Bora	WitotoNipode	name	m ɛ m ɛ	m a m e k ɯ	1275	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
Bora	Proto-Bora-Muinane	name	m ɛ m ɛ	m o m o	1275	0.48	0.5	0.375	0.3333333333333333	0.4220833333333333	no
Bora	Muinane	name	m ɛ m ɛ	m o m o	1275	0.43999999999999995	0.5	0.375	0.3333333333333333	0.4120833333333333	yes
Muinane	Ocaina	name	m o m o	m aː m̥ ɯ	1275	0.52	0.75	0.625	0.4666666666666666	0.5904166666666667	no
Muinane	WitotoMinica	name	m o m o	m a m e k ɯ	1275	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
Muinane	WitotoMurui	name	m o m o	m a m e k ɯ	1275	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
Muinane	WitotoNipode	name	m o m o	m a m e k ɯ	1275	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
Muinane	Proto-Bora-Muinane	name	m o m o	m o m o	1275	0.28	0.0	0.0	0.0	0.07	no
Muinane	Bora	name	m o m o	m ɛ m ɛ	1275	0.43999999999999995	0.5	0.375	0.3333333333333333	0.4120833333333333	yes
Proto-Bora-Muinane	Bora	how	m ɨ ʔ ɨ	m ɯ ʔ t ɯ	973	0.64	0.6	0.5	0.49999999999999994	0.5599999999999999	no
Proto-Bora-Muinane	Muinane	how	m ɨ ʔ ɨ	m ɨ dʒ ɨ	973	0.48	0.25	0.25	0.2	0.295	no
Bora	Proto-Bora-Muinane	how	m ɯ ʔ t ɯ	m ɨ ʔ ɨ	973	0.64	0.6	0.5	0.49999999999999994	0.5599999999999999	no
Bora	Muinane	how	m ɯ ʔ t ɯ	m ɨ dʒ ɨ	973	0.6	0.8	0.7	0.611111111111111	0.6777777777777777	yes
Muinane	Proto-Bora-Muinane	how	m ɨ dʒ ɨ	m ɨ ʔ ɨ	973	0.48	0.25	0.25	0.2	0.295	no
Muinane	Bora	how	m ɨ dʒ ɨ	m ɯ ʔ t ɯ	973	0.6	0.8	0.7	0.611111111111111	0.6777777777777777	yes
Proto-Bora-Muinane	Bora	here	h i + n o o + r i	i + ɲ ɛ ɛ + ɾ i	957	0.6799999999999999	0.5555555555555556	0.6111111111111112	0.5666666666666667	0.6033333333333333	no
Proto-Bora-Muinane	Muinane	here	h i + n o o + r i	h i + n e e + r i	957	0.48	0.2222222222222222	0.2222222222222222	0.19999999999999998	0.2811111111111111	no
Bora	Proto-Bora-Muinane	here	i + ɲ ɛ ɛ + ɾ i	h i + n o o + r i	957	0.6799999999999999	0.5555555555555556	0.6111111111111112	0.5333333333333332	0.595	no
Bora	Muinane	here	i + ɲ ɛ ɛ + ɾ i	h i + n e e + r i	957	0.64	0.5555555555555556	0.6111111111111112	0.5333333333333332	0.585	yes
Muinane	Proto-Bora-Muinane	here	h i + n e e + r i	h i + n o o + r i	957	0.48	0.2222222222222222	0.2222222222222222	0.19999999999999998	0.2811111111111111	no
Muinane	Bora	here	h i + n e e + r i	i + ɲ ɛ ɛ + ɾ i	957	0.64	0.5555555555555556	0.6111111111111112	0.5666666666666667	0.5933333333333333	yes
Proto-Bora-Muinane	Bora	there	o o + n o	ɛ ɛ + n ɛ	2064	0.48	0.6	0.5	0.4444444444444444	0.5061111111111112	no
Proto-Bora-Muinane	Muinane	there	o o + n o	o o + n o	2064	0.28	0.0	0.0	0.0	0.07	no
Bora	Proto-Bora-Muinane	there	ɛ ɛ + n ɛ	o o + n o	2064	0.48	0.6	0.5	0.4444444444444444	0.5061111111111112	no
Bora	Muinane	there	ɛ ɛ + n ɛ	o o + n o	2064	0.43999999999999995	0.6	0.5	0.4444444444444444	0.4961111111111111	yes
Muinane	Proto-Bora-Muinane	there	o o + n o	o o + n o	2064	0.28	0.0	0.0	0.0	0.07	no
Muinane	Bora	there	o o + n o	ɛ ɛ + n ɛ	2064	0.43999999999999995	0.6	0.5	0.4444444444444444	0.4961111111111111	yes
Proto-Bora-Muinane	Bora	other	ts i + p p i	tsʰ i + h pʰ i	1462	0.52	0.5	0.5	0.42857142857142855	0.48714285714285716	no
Proto-Bora-Muinane	Muinane	other	ts i + p p i	s i + ɸ i	1462	0.64	0.5	0.5	0.47619047619047616	0.5290476190476191	no
Bora	Proto-Bora-Muinane	other	tsʰ i + h pʰ i	ts i + p p i	1462	0.52	0.5	0.5	0.42857142857142855	0.48714285714285716	no
Bora	Muinane	other	tsʰ i + h pʰ i	s i + ɸ i	1462	0.6	0.5	0.5	0.47619047619047616	0.5190476190476191	yes
Muinane	Proto-Bora-Muinane	other	s i + ɸ i	ts i + p p i	1462	0.64	0.5	0.5	0.47619047619047616	0.5290476190476191	no
Muinane	Bora	other	s i + ɸ i	tsʰ i + h pʰ i	1462	0.6	0.5	0.5	0.47619047619047616	0.5190476190476191	yes
Proto-Bora-Muinane	Bora	fog	t ts u	o h tsʰ o	724	0.64	1.0	0.875	0.7333333333333333	0.8120833333333334	no
Proto-Bora-Muinane	Muinane	fog	t ts u	s u ɨ	724	0.64	1.0	0.6666666666666666	0.49999999999999994	0.7016666666666667	no
Bora	Proto-Bora-Muinane	fog	o h tsʰ o	t ts u	724	0.64	1.0	0.875	0.7333333333333333	0.8120833333333334	no
Bora	Muinane	fog	o h tsʰ o	s u ɨ	724	0.6	1.0	0.875	0.7333333333333333	0.8020833333333334	yes
Muinane	Proto-Bora-Muinane	fog	s u ɨ	t ts u	724	0.64	1.0	0.6666666666666666	0.49999999999999994	0.7016666666666667	no
Muinane	Bora	fog	s u ɨ	o h tsʰ o	724	0.6	1.0	0.875	0.7333333333333333	0.8020833333333334	yes
Proto-Bora-Muinane	Bora	to flow	n i i β a	n i i β a	2397	0.19999999999999996	0.0	0.0	0.0	0.04999999999999999	no
Proto-Bora-Muinane	Muinane	to flow	n i i β a	n i i β a + ʔ i	2397	0.6799999999999999	0.375	0.375	0.37037037037037035	0.4500925925925926	no
Bora	Proto-Bora-Muinane	to flow	n i i β a	n i i β a	2397	0.19999999999999996	0.0	0.0	0.0	0.04999999999999999	no
Bora	Muinane	to flow	n i i β a	n i i β a + ʔ i	2397	0.64	0.375	0.375	0.37037037037037035	0.4400925925925926	yes
Muinane	Proto-Bora-Muinane	to flow	n i i β a + ʔ i	n i i β a	2397	0.6799999999999999	0.375	0.375	0.37037037037037035	0.4500925925925926	no
Muinane	Bora	to flow	n i i β a + ʔ i	n i i β a	2397	0.64	0.375	0.375	0.37037037037037035	0.4400925925925926	yes
Proto-Bora-Muinane	Bora	sea (ocean)	m u u a i	m o o a	1688	0.64	0.6	0.6	0.5	0.585	no
Proto-Bora-Muinane	Muinane	sea (ocean)	m u u a i	m u u a i	1688	0.28	0.0	0.0	0.0	0.07	no
Bora	Proto-Bora-Muinane	sea (ocean)	m o o a	m u u a i	1688	0.64	0.6	0.6	0.5	0.585	no
Bora	Muinane	sea (ocean)	m o o a	m u u a i	1688	0.6	0.6	0.6	0.5	0.575	yes
Muinane	Proto-Bora-Muinane	sea (ocean)	m u u a i	m u u a i	1688	0.28	0.0	0.0	0.0	0.07	no
Muinane	Bora	sea (ocean)	m u u a i	m o o a	1688	0.6	0.6	0.6	0.5	0.575	yes
Proto-Bora-Muinane	Bora	wet	p e e p a i + n o	pʰ ɨ ɨ pʰ a + ɲ ɛ	3005	0.64	0.7777777777777778	0.7777777777777778	0.7	0.7238888888888888	no
Proto-Bora-Muinane	Muinane	wet	p e e p a i + n o	ɸ e e ɸ a + ɲ o	3005	0.64	0.4444444444444444	0.5	0.4333333333333333	0.5044444444444444	no
Proto-Bora-Muinane	Muinane	wet	m a a	m a a ɲ o	3002	0.64	0.4	0.4	0.38888888888888884	0.4572222222222222	no
Bora	Proto-Bora-Muinane	wet	pʰ ɨ ɨ pʰ a + ɲ ɛ	p e e p a i + n o	3005	0.64	0.7777777777777778	0.7777777777777778	0.7	0.7238888888888888	no
Bora	Muinane	wet	pʰ ɨ ɨ pʰ a + ɲ ɛ	ɸ e e ɸ a + ɲ o	3005	0.48	0.625	0.5625	0.5185185185185185	0.5465046296296296	yes
Muinane	Proto-Bora-Muinane	wet	m a a ɲ o	m a a	3002	0.64	0.4	0.4	0.38888888888888884	0.4572222222222222	no
Muinane	Proto-Bora-Muinane	wet	ɸ e e ɸ a + ɲ o	p e e p a i + n o	3005	0.64	0.4444444444444444	0.5	0.4333333333333333	0.5044444444444444	no
Muinane	Bora	wet	ɸ e e ɸ a + ɲ o	pʰ ɨ ɨ pʰ a + ɲ ɛ	3005	0.48	0.625	0.5625	0.5185185185185185	0.5465046296296296	yes
Proto-Bora-Muinane	Bora	to wash	n i t t ɨ	n i h tʰʲ ɯ	2857	0.52	0.6	0.5	0.4444444444444444	0.5161111111111112	no
Proto-Bora-Muinane	Muinane	to wash	n i t t ɨ	n i t t ɨ + ʔ i	2857	0.6799999999999999	0.375	0.375	0.37037037037037035	0.4500925925925926	no
Bora	Proto-Bora-Muinane	to wash	n i h tʰʲ ɯ	n i t t ɨ	2857	0.52	0.6	0.5	0.4444444444444444	0.5161111111111112	no
Bora	Muinane	to wash	n i h tʰʲ ɯ	n i t t ɨ + ʔ i	2857	0.64	0.75	0.6875	0.6296296296296297	0.6767824074074075	yes
Muinane	Proto-Bora-Muinane	to wash	n i t t ɨ + ʔ i	n i t t ɨ	2857	0.6799999999999999	0.375	0.375	0.37037037037037035	0.4500925925925926	no
Muinane	Bora	to wash	n i t t ɨ + ʔ i	n i h tʰʲ ɯ	2857	0.64	0.75	0.6875	0.6296296296296297	0.6767824074074075	yes
Proto-Bora-Muinane	Bora	worm	h ɨ ʔ b a	ɯ ɯ p a	3217	0.64	0.8	0.8	0.6666666666666666	0.7266666666666667	no
Proto-Bora-Muinane	Muinane	worm	h ɨ ʔ b a	h ɨ ʔ ɨ b a	3217	0.64	0.16666666666666666	0.25	0.19047619047619047	0.3117857142857143	no
Bora	Proto-Bora-Muinane	worm	ɯ ɯ p a	h ɨ ʔ b a	3217	0.64	0.8	0.8	0.6666666666666666	0.7266666666666667	no
Bora	Muinane	worm	ɯ ɯ p a	h ɨ ʔ ɨ b a	3217	0.6	0.8333333333333334	0.8333333333333334	0.7142857142857143	0.7452380952380953	yes
Muinane	Proto-Bora-Muinane	worm	h ɨ ʔ ɨ b a	h ɨ ʔ b a	3217	0.64	0.16666666666666666	0.25	0.19047619047619047	0.3117857142857143	no
Muinane	Bora	worm	h ɨ ʔ ɨ b a	ɯ ɯ p a	3217	0.6	0.8333333333333334	0.8333333333333334	0.7142857142857143	0.7452380952380953	yes
Proto-Bora-Muinane	Bora	with (accompanying)	m a	m a	3170	0.24	0.0	0.0	0.0	0.06	no
Proto-Bora-Muinane	Muinane	with (accompanying)	m a	m a	3170	0.24	0.0	0.0	0.0	0.06	no
Bora	Proto-Bora-Muinane	with (accompanying)	m a	m a	3170	0.24	0.0	0.0	0.0	0.06	no
Bora	Muinane	with (accompanying)	m a	m a	3170	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
Muinane	Proto-Bora-Muinane	with (accompanying)	m a	m a	3170	0.24	0.0	0.0	0.0	0.06	no
Muinane	Bora	with (accompanying)	m a	m a	3170	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
Proto-Bora-Muinane	Iquito	in	p a i n o	h i n a	1028	0.76	0.6	0.5	0.5	0.59	no
Proto-Bora-Muinane	Bora	in	p a i n o	pʰ a ɲ ɛ	1028	0.64	0.8	0.7	0.611111111111111	0.6877777777777777	no
Proto-Bora-Muinane	Muinane	in	p a i n o	ɸ a ɲ o	1028	0.64	0.6	0.6	0.5555555555555555	0.5988888888888888	no
Proto-Bora-Muinane	Zaparo	in	p a i n o	h i ɲ a	1028	0.72	0.8	0.7	0.611111111111111	0.7077777777777777	no
Bora	Iquito	in	pʰ a ɲ ɛ	h i n a	1028	0.64	1.0	0.875	0.6666666666666666	0.7954166666666667	no
Bora	Proto-Bora-Muinane	in	pʰ a ɲ ɛ	p a i n o	1028	0.64	0.8	0.7	0.611111111111111	0.6877777777777777	no
Bora	Muinane	in	pʰ a ɲ ɛ	ɸ a ɲ o	1028	0.48	0.5	0.375	0.3333333333333333	0.4220833333333333	yes
Bora	Zaparo	in	pʰ a ɲ ɛ	h i ɲ a	1028	0.6	0.75	0.625	0.4666666666666666	0.6104166666666667	no
Muinane	Iquito	in	ɸ a ɲ o	h i n a	1028	0.6	1.0	0.875	0.6666666666666666	0.7854166666666667	no
Muinane	Proto-Bora-Muinane	in	ɸ a ɲ o	p a i n o	1028	0.64	0.6	0.6	0.5555555555555555	0.5988888888888888	no
Muinane	Bora	in	ɸ a ɲ o	pʰ a ɲ ɛ	1028	0.48	0.5	0.375	0.3333333333333333	0.4220833333333333	yes
Muinane	Zaparo	in	ɸ a ɲ o	h i ɲ a	1028	0.56	0.75	0.625	0.4666666666666666	0.6004166666666667	no
Proto-Bora-Muinane	Bora	at	β ɨ	β ɯ	71	0.43999999999999995	0.5	0.25	0.2222222222222222	0.35305555555555557	no
Proto-Bora-Muinane	Muinane	at	β ɨ	β ɨ	71	0.19999999999999996	0.0	0.0	0.0	0.04999999999999999	no
Bora	Proto-Bora-Muinane	at	β ɯ	β ɨ	71	0.43999999999999995	0.5	0.25	0.2222222222222222	0.35305555555555557	no
Bora	Muinane	at	β ɯ	β ɨ	71	0.4	0.5	0.25	0.2222222222222222	0.34305555555555556	yes
Muinane	Proto-Bora-Muinane	at	β ɨ	β ɨ	71	0.19999999999999996	0.0	0.0	0.0	0.04999999999999999	no
Muinane	Bora	at	β ɨ	β ɯ	71	0.4	0.5	0.25	0.2222222222222222	0.34305555555555556	yes
Proto-Bora-Muinane	Bora	if	ʔ a tʃ tʃ i i h ɨ	ʔ a h tʃʰ i i hʲ ɯ	1019	0.52	0.5	0.4375	0.40740740740740733	0.46622685185185186	no
Proto-Bora-Muinane	Muinane	if	ʔ a tʃ tʃ i i h ɨ	a tʃ tʃ i h ɨ	1019	0.64	0.25	0.3125	0.2962962962962963	0.3746990740740741	no
Bora	Proto-Bora-Muinane	if	ʔ a h tʃʰ i i hʲ ɯ	ʔ a tʃ tʃ i i h ɨ	1019	0.52	0.5	0.4375	0.40740740740740733	0.46622685185185186	no
Bora	Muinane	if	ʔ a h tʃʰ i i hʲ ɯ	a tʃ tʃ i h ɨ	1019	0.6	0.75	0.6875	0.5925925925925926	0.6575231481481482	yes
Muinane	Proto-Bora-Muinane	if	a tʃ tʃ i h ɨ	ʔ a tʃ tʃ i i h ɨ	1019	0.64	0.25	0.3125	0.2962962962962963	0.3746990740740741	no
Muinane	Bora	if	a tʃ tʃ i h ɨ	ʔ a h tʃʰ i i hʲ ɯ	1019	0.6	0.75	0.75	0.6666666666666666	0.6916666666666667	yes
Proto-Bora-Muinane	Muinane	wide	k a r e	k a r e k u n o	3108	0.64	0.5	0.5	0.48148148148148145	0.5303703703703704	no
Muinane	Proto-Bora-Muinane	wide	k a r e k u n o	k a r e	3108	0.64	0.5	0.5	0.48148148148148145	0.5303703703703704	no
Proto-Bora-Muinane	Bora	narrow	i i h e	ɨ ɨ h ɨ	1293	0.48	0.75	0.625	0.5333333333333333	0.5970833333333333	no
Proto-Bora-Muinane	Muinane	narrow	i i h e	i i h e + n e	1293	0.6799999999999999	0.42857142857142855	0.42857142857142855	0.41666666666666663	0.48845238095238097	no
Bora	Proto-Bora-Muinane	narrow	ɨ ɨ h ɨ	i i h e	1293	0.48	0.75	0.625	0.5333333333333333	0.5970833333333333	no
Bora	Muinane	narrow	ɨ ɨ h ɨ	i i h e + n e	1293	0.64	0.8571428571428571	0.7857142857142857	0.75	0.7582142857142857	yes
Muinane	Proto-Bora-Muinane	narrow	i i h e + n e	i i h e	1293	0.6799999999999999	0.42857142857142855	0.42857142857142855	0.41666666666666663	0.48845238095238097	no
Muinane	Bora	narrow	i i h e + n e	ɨ ɨ h ɨ	1293	0.64	0.8571428571428571	0.7857142857142857	0.75	0.7582142857142857	yes
Proto-Bora-Muinane	Bora	thick	p e e m e	pʰ ɨ ɨ m ɨ	2098	0.48	0.8	0.7	0.611111111111111	0.6477777777777778	no
Proto-Bora-Muinane	Muinane	thick	p e e m e	ɸ e e m e + n e	2098	0.6799999999999999	0.5	0.5	0.48148148148148145	0.5403703703703704	no
Bora	Proto-Bora-Muinane	thick	pʰ ɨ ɨ m ɨ	p e e m e	2098	0.48	0.8	0.7	0.611111111111111	0.6477777777777778	no
Bora	Muinane	thick	pʰ ɨ ɨ m ɨ	ɸ e e m e + n e	2098	0.64	0.875	0.8125	0.7777777777777778	0.7763194444444445	yes
Muinane	Proto-Bora-Muinane	thick	ɸ e e m e + n e	p e e m e	2098	0.6799999999999999	0.5	0.5	0.48148148148148145	0.5403703703703704	no
Muinane	Bora	thick	ɸ e e m e + n e	pʰ ɨ ɨ m ɨ	2098	0.64	0.875	0.8125	0.7777777777777778	0.7763194444444445	yes
Proto-Bora-Muinane	Iquito	thin	ɨ t ts i	k iː s a n a	2117	0.72	1.0	0.9166666666666666	0.8095238095238095	0.861547619047619	no
Proto-Bora-Muinane	Bora	thin	ɨ t ts i	ɯ h tsʰ i	2117	0.6	0.75	0.75	0.6	0.675	no
Proto-Bora-Muinane	Muinane	thin	ɨ t ts i	ɨ s i n o	2117	0.64	0.8	0.6	0.5555555555555555	0.6488888888888888	no
Proto-Bora-Muinane	Bora	thin	a i n i	a n i	2114	0.64	0.25	0.375	0.26666666666666666	0.3829166666666667	no
Proto-Bora-Muinane	Muinane	thin	a i n i	a ɲ i n o	2114	0.64	0.4	0.4	0.3333333333333333	0.4433333333333333	no
Bora	Proto-Bora-Muinane	thin	a n i	a i n i	2114	0.64	0.25	0.375	0.26666666666666666	0.3829166666666667	no
Bora	Muinane	thin	a n i	a ɲ i n o	2114	0.6	0.6	0.5	0.5	0.55	yes
Bora	Iquito	thin	ɯ h tsʰ i	k iː s a n a	2117	0.72	1.0	0.9166666666666666	0.8095238095238095	0.861547619047619	no
Bora	Proto-Bora-Muinane	thin	ɯ h tsʰ i	ɨ t ts i	2117	0.6	0.75	0.75	0.6	0.675	no
Bora	Muinane	thin	ɯ h tsʰ i	ɨ s i n o	2117	0.6	1.0	0.8	0.7222222222222222	0.7805555555555557	yes
Muinane	Iquito	thin	ɨ s i n o	k iː s a n a	2117	0.72	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.635357142857143	no
Muinane	Proto-Bora-Muinane	thin	ɨ s i n o	ɨ t ts i	2117	0.64	0.8	0.6	0.5555555555555555	0.6488888888888888	no
Muinane	Bora	thin	ɨ s i n o	ɯ h tsʰ i	2117	0.6	1.0	0.8	0.7222222222222222	0.7805555555555557	yes
Muinane	Proto-Bora-Muinane	thin	a ɲ i n o	a i n i	2114	0.64	0.4	0.4	0.38888888888888884	0.4572222222222222	no
Muinane	Bora	thin	a ɲ i n o	a n i	2114	0.6	0.6	0.5	0.5	0.55	yes
Bora	Muinane	short	p a ʔ ɾ i ɲ ɛ ɯ β ɯ	b a a r e n e	1759	0.6	0.9	0.85	0.7878787878787878	0.7844696969696969	yes
Muinane	Bora	short	b a a r e n e	p a ʔ ɾ i ɲ ɛ ɯ β ɯ	1759	0.6	0.9	0.8	0.7272727272727273	0.7568181818181818	yes
Proto-Bora-Muinane	Bora	dull (knife)	ts ɨ ɨ ʔ h e + β a + t ɨ + n o	tsʰ ɯ ʔ h ɨ + β a + tʰ ɯ + n ɛ	423	0.64	0.4666666666666667	0.43333333333333335	0.41666666666666663	0.48916666666666664	no
Proto-Bora-Muinane	Muinane	dull (knife)	ts ɨ ɨ ʔ h e + β a + t ɨ + n o	s ɨ ɨ h e + β a + t ɨ + n o	423	0.64	0.13333333333333333	0.16666666666666666	0.16666666666666666	0.27666666666666667	no
Bora	Proto-Bora-Muinane	dull (knife)	tsʰ ɯ ʔ h ɨ + β a + tʰ ɯ + n ɛ	ts ɨ ɨ ʔ h e + β a + t ɨ + n o	423	0.64	0.4666666666666667	0.43333333333333335	0.41666666666666663	0.48916666666666664	no
Bora	Muinane	dull (knife)	tsʰ ɯ ʔ h ɨ + β a + tʰ ɯ + n ɛ	s ɨ ɨ h e + β a + t ɨ + n o	423	0.6	0.5	0.4642857142857143	0.4222222222222222	0.4966269841269842	yes
Muinane	Proto-Bora-Muinane	dull (knife)	s ɨ ɨ h e + β a + t ɨ + n o	ts ɨ ɨ ʔ h e + β a + t ɨ + n o	423	0.64	0.13333333333333333	0.16666666666666666	0.14583333333333331	0.2714583333333333	no
Muinane	Bora	dull (knife)	s ɨ ɨ h e + β a + t ɨ + n o	tsʰ ɯ ʔ h ɨ + β a + tʰ ɯ + n ɛ	423	0.6	0.5	0.4642857142857143	0.4222222222222222	0.4966269841269842	yes
Proto-Bora-Muinane	Bora	sharp (as knife)	ts ɨ ɨ h e + β a	tsʰ ɯ ʔ h ɨ + β a + n ɛ	1746	0.6799999999999999	0.6363636363636364	0.6363636363636364	0.5833333333333334	0.6340151515151515	no
Bora	Proto-Bora-Muinane	sharp (as knife)	tsʰ ɯ ʔ h ɨ + β a + n ɛ	ts ɨ ɨ h e + β a	1746	0.6799999999999999	0.6363636363636364	0.6363636363636364	0.5833333333333334	0.6340151515151515	no
Proto-Bora-Muinane	Bora	dirty	h i i n ɨ + β a	i i ɲ ɯ + β a + n ɛ	360	0.6799999999999999	0.6	0.65	0.5454545454545454	0.6188636363636363	no
Proto-Bora-Muinane	Muinane	dirty	b e e β a	b e e β a n o	377	0.64	0.2857142857142857	0.2857142857142857	0.29166666666666663	0.37577380952380945	no
Bora	Proto-Bora-Muinane	dirty	i i ɲ ɯ + β a + n ɛ	h i i n ɨ + β a	360	0.6799999999999999	0.6	0.65	0.5454545454545454	0.6188636363636363	no
Muinane	Proto-Bora-Muinane	dirty	b e e β a n o	b e e β a	377	0.64	0.2857142857142857	0.2857142857142857	0.29166666666666663	0.37577380952380945	no
Proto-Bora-Muinane	Bora	rotten (especially log)	t u u k ɨ	tʰ o o kʰ ɯ + n ɛ	1621	0.6799999999999999	1.0	0.9375	0.8518518518518519	0.867337962962963	no
Proto-Bora-Muinane	Muinane	rotten (especially log)	t u u k ɨ	t u u k ɨ + n o	1621	0.6799999999999999	0.375	0.375	0.37037037037037035	0.4500925925925926	no
Bora	Proto-Bora-Muinane	rotten (especially log)	tʰ o o kʰ ɯ + n ɛ	t u u k ɨ	1621	0.6799999999999999	1.0	0.9375	0.8518518518518519	0.867337962962963	no
Bora	Muinane	rotten (especially log)	tʰ o o kʰ ɯ + n ɛ	t u u k ɨ + n o	1621	0.43999999999999995	0.75	0.6875	0.6296296296296295	0.6267824074074073	yes
Muinane	Proto-Bora-Muinane	rotten (especially log)	t u u k ɨ + n o	t u u k ɨ	1621	0.6799999999999999	0.375	0.375	0.37037037037037035	0.4500925925925926	no
Muinane	Bora	rotten (especially log)	t u u k ɨ + n o	tʰ o o kʰ ɯ + n ɛ	1621	0.43999999999999995	0.75	0.6875	0.6296296296296295	0.6267824074074073	yes
Proto-Bora-Muinane	Bora	smooth	p r ɨ ɨ k ɨ	pʰ ɨ ɾ ɯ ɯ kʰ ɯ + n ɛ	1882	0.6799999999999999	1.0	0.9	0.7878787878787878	0.841969696969697	no
Proto-Bora-Muinane	Muinane	smooth	p r ɨ ɨ k ɨ	p a rʲ ɨ ɨ k ɨ n o	1882	0.64	0.4444444444444444	0.4444444444444444	0.4666666666666666	0.4988888888888888	no
Proto-Bora-Muinane	Bora	smooth	m o o β a	m ɛ ɛ β a + n ɛ	1897	0.6799999999999999	0.625	0.625	0.5925925925925926	0.6306481481481481	no
Proto-Bora-Muinane	Muinane	smooth	m o o β a	m o o β a n o	1897	0.64	0.2857142857142857	0.2857142857142857	0.29166666666666663	0.37577380952380945	no
Bora	Proto-Bora-Muinane	smooth	pʰ ɨ ɾ ɯ ɯ kʰ ɯ + n ɛ	p r ɨ ɨ k ɨ	1882	0.6799999999999999	1.0	0.9	0.818181818181818	0.8495454545454545	no
Bora	Muinane	smooth	pʰ ɨ ɾ ɯ ɯ kʰ ɯ + n ɛ	p a rʲ ɨ ɨ k ɨ n o	1882	0.64	0.9	0.85	0.7575757575757577	0.7868939393939395	yes
Bora	Proto-Bora-Muinane	smooth	m ɛ ɛ β a + n ɛ	m o o β a	1897	0.6799999999999999	0.625	0.625	0.5925925925925926	0.6306481481481481	no
